Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,30.0,33.0,32.0,33.0,32.0,36.0,36.0,37.0,33.0,32.0
1,34.0,30.0,34.0,30.0,34.0,38.0,37.0,38.0,36.0,32.0
2,32.0,31.0,32.0,31.0,34.0,38.0,37.0,43.0,35.0,32.0
3,30.0,33.0,33.0,35.0,31.0,36.0,36.0,38.0,33.0,33.0
4,34.0,30.0,34.0,32.0,34.0,40.0,40.0,39.0,36.0,34.0
5,34.0,31.0,35.0,33.0,34.0,38.0,38.0,44.0,35.0,35.0
6,30.0,33.0,33.0,35.0,32.0,36.0,36.0,38.0,33.0,33.0
7,34.0,30.0,34.0,32.0,34.0,40.0,40.0,38.0,36.0,34.0
8,35.0,31.0,35.0,33.0,34.0,38.0,38.0,42.0,35.0,35.0
9,34.0,32.0,36.0,32.0,36.0,36.0,37.0,36.0,35.0,36.0
10,34.0,30.0,36.0,31.0,34.0,38.0,38.0,35.0,35.0,34.0
11,35.0,33.0,35.0,33.0,34.0,38.0,38.0,36.0,36.0,35.0
12,33.0,33.0,35.0,35.0,35.0,35.0,36.0,35.0,34.0,35.0
13,34.0,34.0,35.0,35.0,33.0,37.0,37.0,34.0,34.0,34.0
14,34.0,34.0,34.0,34.0,33.0,37.0,37.0,35.0,35.0,34.0
15,31.0,33.0,33.0,35.0,32.0,36.0,37.0,36.0,32.0,33.0
16,33.0,34.0,33.0,35.0,34.0,37.0,37.0,35.0,35.0,31.0
17,35.0,34.0,35.0,34.0,34.0,38.0,38.0,36.0,36.0,33.0
18,29.0,32.0,32.0,35.0,33.0,35.0,35.0,37.0,33.0,32.0
19,33.0,30.0,34.0,33.0,34.0,39.0,39.0,40.0,35.0,34.0
20,33.0,30.0,34.0,33.0,34.0,40.0,40.0,43.0,37.0,34.0
21,30.0,32.0,33.0,35.0,34.0,36.0,36.0,38.0,32.0,33.0
22,34.0,31.0,34.0,34.0,35.0,39.0,39.0,41.0,35.0,34.0
23,34.0,30.0,35.0,34.0,34.0,41.0,41.0,42.0,37.0,35.0
24,33.0,32.0,37.0,37.0,35.0,36.0,36.0,37.0,35.0,37.0
25,34.0,30.0,39.0,34.0,35.0,38.0,38.0,39.0,36.0,39.0
26,35.0,32.0,39.0,34.0,36.0,40.0,40.0,42.0,36.0,39.0
27,32.0,32.0,36.0,36.0,34.0,35.0,35.0,36.0,34.0,36.0
28,33.0,33.0,38.0,38.0,34.0,37.0,37.0,40.0,35.0,38.0
29,34.0,34.0,38.0,38.0,35.0,39.0,39.0,41.0,35.0,38.0
30,30.0,32.0,33.0,37.0,31.0,36.0,36.0,37.0,33.0,33.0
31,32.0,33.0,35.0,38.0,35.0,37.0,37.0,41.0,34.0,35.0
32,35.0,34.0,35.0,38.0,36.0,40.0,40.0,42.0,36.0,35.0
33,30.0,33.0,33.0,35.0,35.0,36.0,36.0,38.0,32.0,33.0
34,34.0,32.0,34.0,34.0,36.0,38.0,38.0,41.0,35.0,34.0
35,35.0,30.0,35.0,34.0,34.0,41.0,41.0,42.0,34.0,35.0
36,33.0,33.0,37.0,37.0,35.0,36.0,36.0,37.0,35.0,37.0
37,35.0,31.0,39.0,34.0,35.0,39.0,39.0,39.0,35.0,39.0
38,36.0,32.0,39.0,34.0,36.0,40.0,40.0,42.0,36.0,39.0
39,32.0,32.0,36.0,36.0,34.0,35.0,35.0,36.0,34.0,36.0
40,34.0,34.0,38.0,38.0,34.0,38.0,38.0,40.0,34.0,38.0
41,35.0,34.0,38.0,38.0,35.0,39.0,39.0,41.0,35.0,38.0
42,30.0,33.0,33.0,37.0,32.0,36.0,36.0,37.0,33.0,33.0
43,33.0,34.0,35.0,38.0,35.0,38.0,38.0,41.0,35.0,35.0
44,35.0,34.0,35.0,38.0,36.0,40.0,40.0,42.0,36.0,35.0
45,38.0,38.0,38.0,38.0,41.0,36.0,36.0,37.0,34.0,38.0
46,37.0,32.0,38.0,33.0,42.0,40.0,40.0,35.0,34.0,36.0
47,36.0,36.0,36.0,36.0,37.0,38.0,38.0,35.0,34.0,36.0
48,39.0,39.0,39.0,39.0,40.0,35.0,36.0,36.0,38.0,37.0
49,36.0,35.0,37.0,37.0,41.0,39.0,39.0,34.0,35.0,35.0
50,35.0,35.0,36.0,35.0,37.0,37.0,37.0,35.0,36.0,35.0
51,33.0,39.0,38.0,39.0,34.0,36.0,37.0,36.0,38.0,38.0
52,35.0,35.0,38.0,37.0,42.0,40.0,40.0,35.0,36.0,35.0
53,36.0,36.0,36.0,36.0,37.0,38.0,38.0,36.0,37.0,35.0
54,38.0,38.0,38.0,38.0,39.0,34.0,35.0,35.0,37.0,36.0
55,35.0,34.0,36.0,36.0,40.0,38.0,38.0,33.0,34.0,34.0
56,34.0,34.0,35.0,35.0,36.0,36.0,36.0,34.0,37.0,34.0
57,32.0,38.0,37.0,38.0,34.0,35.0,36.0,35.0,37.0,37.0
58,35.0,35.0,37.0,37.0,41.0,39.0,39.0,34.0,35.0,35.0
59,35.0,35.0,35.0,35.0,36.0,37.0,37.0,35.0,37.0,35.0
60,29.0,33.0,34.0,37.0,32.0,35.0,35.0,36.0,32.0,34.0
61,32.0,35.0,34.0,37.0,35.0,36.0,36.0,34.0,33.0,30.0
62,34.0,35.0,34.0,35.0,34.0,37.0,37.0,36.0,35.0,33.0
63,28.0,31.0,31.0,34.0,32.0,34.0,34.0,36.0,32.0,31.0
64,32.0,29.0,33.0,32.0,33.0,38.0,38.0,39.0,34.0,33.0
65,32.0,28.0,33.0,32.0,34.0,39.0,39.0,42.0,37.0,33.0
66,29.0,31.0,32.0,35.0,33.0,35.0,35.0,37.0,32.0,32.0
67,33.0,30.0,34.0,33.0,34.0,38.0,38.0,40.0,34.0,34.0
68,33.0,29.0,34.0,33.0,34.0,40.0,40.0,41.0,37.0,34.0
69,32.0,31.0,36.0,36.0,34.0,35.0,35.0,36.0,34.0,36.0
70,33.0,29.0,38.0,33.0,34.0,37.0,37.0,38.0,36.0,38.0
71,34.0,31.0,38.0,33.0,35.0,40.0,40.0,41.0,35.0,38.0
72,31.0,31.0,35.0,35.0,33.0,34.0,34.0,35.0,33.0,35.0
73,32.0,32.0,37.0,37.0,33.0,36.0,36.0,39.0,35.0,37.0
74,33.0,33.0,37.0,37.0,34.0,39.0,39.0,40.0,34.0,37.0
75,29.0,31.0,32.0,36.0,30.0,35.0,35.0,36.0,33.0,32.0
76,31.0,32.0,34.0,37.0,34.0,36.0,36.0,40.0,33.0,34.0
77,34.0,33.0,34.0,37.0,35.0,39.0,39.0,41.0,35.0,34.0
