Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,47.0,48.0,55.0,48.0,47.0,46.0
1,47.0,52.0,53.0,48.0,48.0,46.0
2,49.0,50.0,55.0,49.0,46.0,48.0
3,47.0,49.0,57.0,48.0,46.0,47.0
4,51.0,52.0,58.0,49.0,47.0,50.0
5,53.0,52.0,58.0,49.0,47.0,52.0
6,48.0,49.0,56.0,48.0,43.0,47.0
7,52.0,52.0,58.0,49.0,47.0,51.0
8,54.0,53.0,57.0,49.0,48.0,53.0
9,52.0,51.0,58.0,53.0,53.0,56.0
10,50.0,52.0,54.0,57.0,57.0,53.0
11,52.0,50.0,55.0,55.0,55.0,53.0
12,56.0,52.0,57.0,53.0,53.0,56.0
13,59.0,54.0,53.0,57.0,57.0,53.0
14,55.0,53.0,54.0,55.0,55.0,53.0
15,52.0,48.0,57.0,48.0,44.0,47.0
16,55.0,52.0,53.0,53.0,48.0,48.0
17,51.0,50.0,55.0,51.0,48.0,47.0
18,47.0,49.0,57.0,48.0,45.0,46.0
19,52.0,51.0,58.0,49.0,46.0,51.0
20,53.0,54.0,58.0,49.0,47.0,52.0
21,47.0,49.0,56.0,48.0,42.0,46.0
22,52.0,51.0,58.0,49.0,47.0,51.0
23,53.0,54.0,58.0,49.0,48.0,52.0
24,53.0,52.0,58.0,52.0,52.0,55.0
25,54.0,53.0,54.0,57.0,57.0,56.0
26,54.0,52.0,55.0,55.0,55.0,53.0
27,55.0,54.0,57.0,52.0,52.0,55.0
28,58.0,55.0,53.0,57.0,57.0,56.0
29,59.0,57.0,54.0,55.0,55.0,57.0
30,51.0,50.0,57.0,47.0,43.0,47.0
31,54.0,51.0,53.0,53.0,48.0,48.0
32,55.0,53.0,55.0,51.0,47.0,50.0
33,45.0,48.0,52.0,44.0,43.0,44.0
34,48.0,50.0,53.0,47.0,47.0,47.0
35,49.0,50.0,54.0,49.0,46.0,48.0
36,51.0,53.0,53.0,51.0,51.0,51.0
37,53.0,51.0,53.0,57.0,57.0,57.0
38,55.0,53.0,53.0,55.0,55.0,54.0
39,53.0,54.0,52.0,51.0,51.0,52.0
40,58.0,55.0,52.0,57.0,57.0,57.0
41,59.0,58.0,54.0,55.0,55.0,58.0
42,49.0,50.0,52.0,47.0,42.0,47.0
43,54.0,51.0,53.0,53.0,48.0,48.0
44,55.0,54.0,55.0,51.0,47.0,51.0
45,52.0,50.0,55.0,51.0,51.0,52.0
46,52.0,52.0,56.0,55.0,55.0,53.0
47,52.0,50.0,57.0,55.0,55.0,53.0
48,54.0,55.0,55.0,55.0,51.0,55.0
49,55.0,57.0,56.0,57.0,55.0,56.0
50,55.0,54.0,57.0,57.0,56.0,57.0
51,52.0,53.0,53.0,51.0,51.0,51.0
52,53.0,57.0,55.0,55.0,55.0,57.0
53,51.0,51.0,54.0,57.0,57.0,52.0
54,56.0,54.0,54.0,55.0,50.0,55.0
55,57.0,56.0,56.0,57.0,54.0,56.0
56,60.0,53.0,56.0,57.0,56.0,57.0
57,54.0,53.0,52.0,51.0,51.0,51.0
58,58.0,57.0,54.0,55.0,55.0,57.0
59,60.0,54.0,53.0,57.0,57.0,53.0
60,50.0,49.0,51.0,47.0,42.0,46.0
61,54.0,53.0,52.0,51.0,46.0,48.0
62,56.0,50.0,53.0,53.0,48.0,49.0
63,46.0,48.0,56.0,47.0,44.0,45.0
64,52.0,50.0,57.0,48.0,45.0,51.0
65,52.0,53.0,58.0,48.0,46.0,51.0
66,46.0,48.0,56.0,47.0,41.0,45.0
67,52.0,50.0,57.0,48.0,46.0,51.0
68,52.0,53.0,58.0,48.0,47.0,51.0
69,52.0,51.0,57.0,51.0,51.0,54.0
70,56.0,52.0,53.0,56.0,56.0,55.0
71,53.0,52.0,54.0,54.0,54.0,52.0
72,54.0,54.0,56.0,51.0,51.0,54.0
73,57.0,55.0,52.0,56.0,56.0,55.0
74,58.0,59.0,54.0,54.0,54.0,56.0
75,50.0,50.0,56.0,46.0,42.0,46.0
76,53.0,51.0,53.0,52.0,47.0,50.0
77,54.0,55.0,55.0,50.0,46.0,49.0
78,45.0,47.0,52.0,43.0,42.0,44.0
79,51.0,50.0,53.0,46.0,46.0,50.0
80,48.0,49.0,54.0,48.0,45.0,47.0
81,50.0,52.0,53.0,50.0,50.0,50.0
82,57.0,51.0,53.0,56.0,56.0,56.0
83,54.0,52.0,52.0,54.0,54.0,53.0
84,52.0,54.0,52.0,50.0,50.0,51.0
85,57.0,55.0,52.0,56.0,56.0,56.0
86,58.0,59.0,54.0,54.0,54.0,57.0
87,48.0,50.0,52.0,46.0,41.0,46.0
88,53.0,51.0,53.0,52.0,47.0,51.0
89,54.0,55.0,55.0,50.0,47.0,50.0
90,51.0,50.0,55.0,51.0,51.0,53.0
91,51.0,52.0,56.0,54.0,54.0,55.0
92,51.0,50.0,57.0,54.0,54.0,52.0
93,54.0,57.0,55.0,54.0,51.0,54.0
94,56.0,58.0,56.0,56.0,54.0,56.0
95,56.0,57.0,57.0,56.0,56.0,56.0
96,51.0,53.0,53.0,51.0,51.0,50.0
97,52.0,57.0,55.0,54.0,54.0,56.0
98,52.0,54.0,54.0,57.0,57.0,52.0
99,55.0,56.0,54.0,54.0,50.0,54.0
100,57.0,57.0,55.0,56.0,53.0,56.0
101,59.0,56.0,56.0,56.0,56.0,56.0
102,53.0,54.0,52.0,51.0,51.0,50.0
103,57.0,56.0,54.0,54.0,54.0,56.0
104,59.0,55.0,53.0,57.0,57.0,52.0
105,49.0,50.0,51.0,47.0,42.0,45.0
106,53.0,52.0,52.0,50.0,45.0,47.0
107,55.0,51.0,53.0,53.0,48.0,48.0
108,41.0,43.0,47.0,43.0,41.0,40.0
109,47.0,50.0,49.0,44.0,43.0,46.0
110,43.0,49.0,49.0,48.0,44.0,42.0
111,46.0,49.0,49.0,51.0,51.0,49.0
112,53.0,51.0,49.0,52.0,52.0,52.0
113,50.0,50.0,49.0,52.0,52.0,49.0
114,50.0,53.0,48.0,51.0,51.0,49.0
115,52.0,55.0,48.0,52.0,52.0,51.0
116,54.0,55.0,52.0,52.0,52.0,53.0
117,46.0,49.0,48.0,47.0,42.0,42.0
118,48.0,51.0,49.0,48.0,43.0,47.0
119,50.0,51.0,53.0,48.0,47.0,46.0
120,47.0,49.0,52.0,51.0,51.0,54.0
121,52.0,52.0,53.0,52.0,52.0,56.0
122,49.0,51.0,54.0,52.0,52.0,53.0
123,55.0,58.0,52.0,54.0,51.0,54.0
124,57.0,56.0,53.0,56.0,52.0,57.0
125,55.0,58.0,54.0,56.0,56.0,57.0
126,51.0,54.0,50.0,51.0,51.0,49.0
127,53.0,57.0,53.0,52.0,52.0,52.0
128,52.0,55.0,52.0,57.0,57.0,51.0
129,54.0,57.0,52.0,54.0,50.0,53.0
130,58.0,55.0,53.0,56.0,51.0,57.0
131,58.0,57.0,54.0,56.0,56.0,57.0
132,50.0,54.0,49.0,51.0,51.0,49.0
133,54.0,56.0,52.0,52.0,52.0,52.0
134,54.0,55.0,51.0,57.0,57.0,53.0
135,46.0,50.0,48.0,47.0,42.0,43.0
136,49.0,52.0,49.0,48.0,43.0,48.0
137,50.0,51.0,52.0,53.0,48.0,49.0
138,47.0,50.0,52.0,51.0,51.0,50.0
139,49.0,53.0,53.0,52.0,52.0,51.0
140,52.0,50.0,53.0,55.0,55.0,52.0
141,51.0,53.0,52.0,53.0,51.0,53.0
142,56.0,57.0,54.0,55.0,54.0,55.0
143,54.0,54.0,54.0,56.0,56.0,54.0
144,47.0,50.0,50.0,51.0,51.0,54.0
145,52.0,55.0,53.0,55.0,55.0,56.0
146,52.0,52.0,53.0,55.0,55.0,53.0
147,54.0,57.0,51.0,54.0,51.0,53.0
148,56.0,59.0,54.0,55.0,54.0,56.0
149,55.0,57.0,57.0,56.0,56.0,56.0
150,55.0,58.0,51.0,55.0,51.0,54.0
151,57.0,60.0,53.0,56.0,55.0,57.0
152,54.0,56.0,57.0,57.0,55.0,57.0
153,51.0,54.0,47.0,51.0,50.0,49.0
154,53.0,56.0,52.0,52.0,51.0,51.0
155,50.0,52.0,53.0,55.0,55.0,51.0
156,53.0,56.0,51.0,54.0,50.0,53.0
157,57.0,58.0,53.0,55.0,53.0,56.0
158,57.0,56.0,57.0,56.0,55.0,56.0
159,54.0,57.0,51.0,55.0,50.0,54.0
160,58.0,59.0,53.0,56.0,54.0,57.0
161,58.0,56.0,57.0,57.0,55.0,57.0
162,50.0,53.0,47.0,51.0,50.0,49.0
163,54.0,55.0,51.0,52.0,51.0,52.0
164,54.0,52.0,53.0,55.0,55.0,52.0
165,46.0,49.0,46.0,46.0,41.0,44.0
166,49.0,52.0,49.0,47.0,42.0,48.0
167,49.0,48.0,49.0,51.0,46.0,48.0
