Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,35.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,36.0,36.0,34.0,33.0,36.0
1,36.0,38.0,37.0,37.0,39.0,36.0,38.0,36.0,35.0,37.0,35.0,35.0,35.0
2,38.0,39.0,40.0,39.0,39.0,39.0,38.0,37.0,37.0,38.0,38.0,39.0,37.0
3,34.0,35.0,35.0,35.0,35.0,34.0,36.0,35.0,35.0,36.0,34.0,33.0,35.0
4,38.0,38.0,41.0,41.0,41.0,40.0,38.0,37.0,37.0,37.0,37.0,35.0,37.0
5,38.0,39.0,41.0,39.0,40.0,39.0,39.0,37.0,39.0,38.0,39.0,39.0,37.0
6,35.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,36.0,36.0,34.0,34.0,36.0
7,38.0,39.0,42.0,42.0,42.0,41.0,38.0,37.0,37.0,38.0,37.0,35.0,38.0
8,38.0,39.0,40.0,39.0,40.0,39.0,40.0,38.0,40.0,38.0,38.0,39.0,37.0
9,34.0,36.0,36.0,36.0,36.0,35.0,37.0,36.0,36.0,37.0,34.0,34.0,36.0
10,38.0,39.0,38.0,39.0,40.0,38.0,40.0,37.0,37.0,38.0,37.0,36.0,37.0
11,38.0,39.0,40.0,39.0,39.0,40.0,38.0,38.0,38.0,38.0,38.0,39.0,38.0
12,33.0,35.0,35.0,35.0,35.0,34.0,36.0,35.0,35.0,36.0,33.0,33.0,35.0
13,37.0,38.0,37.0,41.0,41.0,40.0,39.0,36.0,36.0,37.0,36.0,35.0,36.0
14,37.0,38.0,39.0,38.0,38.0,39.0,37.0,37.0,37.0,37.0,38.0,38.0,37.0
15,34.0,36.0,35.0,36.0,36.0,35.0,37.0,36.0,36.0,37.0,33.0,33.0,36.0
16,36.0,38.0,36.0,42.0,42.0,41.0,37.0,36.0,35.0,37.0,35.0,35.0,35.0
17,38.0,38.0,39.0,39.0,39.0,40.0,38.0,38.0,38.0,38.0,38.0,39.0,38.0
18,33.0,35.0,34.0,35.0,35.0,34.0,35.0,34.0,34.0,35.0,33.0,32.0,34.0
19,38.0,38.0,40.0,40.0,40.0,39.0,37.0,37.0,37.0,37.0,37.0,34.0,37.0
20,38.0,38.0,40.0,38.0,39.0,38.0,38.0,40.0,40.0,37.0,38.0,39.0,40.0
21,34.0,36.0,35.0,36.0,36.0,35.0,36.0,35.0,35.0,36.0,34.0,33.0,35.0
22,38.0,38.0,41.0,41.0,41.0,40.0,37.0,37.0,37.0,37.0,37.0,34.0,37.0
23,38.0,39.0,41.0,39.0,40.0,39.0,39.0,40.0,40.0,38.0,39.0,39.0,40.0
24,34.0,35.0,35.0,35.0,35.0,34.0,36.0,35.0,35.0,36.0,33.0,34.0,35.0
25,38.0,38.0,38.0,38.0,39.0,37.0,39.0,39.0,39.0,37.0,37.0,37.0,39.0
26,38.0,38.0,40.0,39.0,40.0,39.0,39.0,38.0,39.0,38.0,39.0,39.0,38.0
27,33.0,34.0,34.0,34.0,34.0,33.0,35.0,34.0,34.0,35.0,33.0,33.0,34.0
28,37.0,37.0,37.0,40.0,40.0,39.0,38.0,38.0,38.0,36.0,36.0,36.0,38.0
29,37.0,37.0,40.0,38.0,39.0,38.0,38.0,37.0,38.0,37.0,39.0,38.0,37.0
30,34.0,35.0,35.0,35.0,35.0,34.0,36.0,35.0,35.0,36.0,33.0,33.0,35.0
31,37.0,37.0,37.0,41.0,41.0,40.0,37.0,37.0,37.0,37.0,36.0,34.0,37.0
32,38.0,38.0,41.0,39.0,40.0,39.0,39.0,38.0,38.0,38.0,37.0,39.0,38.0
33,35.0,37.0,35.0,37.0,37.0,36.0,35.0,35.0,35.0,35.0,34.0,34.0,36.0
34,38.0,39.0,38.0,39.0,39.0,38.0,38.0,37.0,37.0,38.0,37.0,34.0,37.0
35,38.0,39.0,39.0,39.0,40.0,40.0,40.0,39.0,39.0,38.0,37.0,39.0,39.0
36,35.0,36.0,36.0,36.0,36.0,35.0,36.0,36.0,36.0,36.0,34.0,34.0,36.0
37,38.0,39.0,38.0,39.0,40.0,38.0,40.0,39.0,39.0,38.0,38.0,36.0,39.0
38,38.0,39.0,40.0,39.0,41.0,40.0,40.0,38.0,40.0,38.0,38.0,39.0,38.0
39,34.0,35.0,35.0,35.0,35.0,34.0,35.0,35.0,35.0,35.0,33.0,33.0,35.0
40,37.0,38.0,37.0,38.0,39.0,37.0,39.0,38.0,38.0,37.0,37.0,35.0,38.0
41,37.0,38.0,41.0,38.0,40.0,39.0,39.0,37.0,39.0,37.0,38.0,38.0,37.0
42,35.0,36.0,36.0,36.0,36.0,35.0,36.0,36.0,36.0,35.0,34.0,33.0,36.0
43,38.0,38.0,38.0,39.0,39.0,38.0,38.0,38.0,38.0,38.0,37.0,34.0,38.0
44,38.0,39.0,42.0,39.0,41.0,40.0,40.0,38.0,38.0,38.0,37.0,39.0,38.0
45,34.0,36.0,36.0,36.0,36.0,35.0,37.0,36.0,37.0,37.0,34.0,34.0,37.0
46,38.0,38.0,38.0,39.0,41.0,38.0,40.0,38.0,38.0,38.0,38.0,37.0,38.0
47,38.0,39.0,40.0,39.0,39.0,41.0,38.0,38.0,38.0,38.0,38.0,39.0,38.0
48,33.0,35.0,35.0,39.0,39.0,38.0,38.0,37.0,36.0,38.0,34.0,33.0,36.0
49,37.0,38.0,37.0,38.0,40.0,37.0,39.0,38.0,38.0,37.0,37.0,36.0,38.0
50,38.0,39.0,40.0,39.0,39.0,40.0,38.0,37.0,37.0,38.0,38.0,38.0,37.0
51,34.0,36.0,36.0,40.0,40.0,39.0,39.0,38.0,35.0,39.0,34.0,34.0,35.0
52,38.0,39.0,38.0,39.0,41.0,38.0,40.0,39.0,39.0,38.0,37.0,37.0,39.0
53,38.0,39.0,40.0,39.0,39.0,41.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
54,32.0,34.0,34.0,38.0,38.0,37.0,37.0,36.0,35.0,37.0,33.0,32.0,35.0
55,36.0,37.0,36.0,37.0,39.0,36.0,38.0,37.0,37.0,36.0,36.0,35.0,37.0
56,37.0,38.0,39.0,40.0,40.0,39.0,37.0,36.0,36.0,37.0,37.0,37.0,36.0
57,33.0,35.0,35.0,39.0,39.0,38.0,38.0,37.0,34.0,38.0,34.0,33.0,34.0
58,37.0,38.0,37.0,38.0,40.0,37.0,39.0,38.0,38.0,37.0,36.0,36.0,38.0
59,37.0,38.0,39.0,41.0,41.0,40.0,38.0,37.0,37.0,38.0,38.0,37.0,37.0
60,34.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,35.0,35.0,33.0,33.0,35.0
61,35.0,36.0,35.0,37.0,37.0,36.0,37.0,37.0,35.0,37.0,34.0,34.0,35.0
62,36.0,38.0,39.0,42.0,42.0,41.0,38.0,38.0,37.0,37.0,35.0,38.0,37.0
63,32.0,34.0,33.0,34.0,34.0,33.0,34.0,33.0,33.0,34.0,32.0,31.0,33.0
64,37.0,37.0,39.0,39.0,39.0,38.0,36.0,36.0,36.0,36.0,36.0,33.0,36.0
65,38.0,38.0,39.0,38.0,38.0,37.0,37.0,39.0,39.0,37.0,37.0,37.0,39.0
66,33.0,35.0,34.0,35.0,35.0,34.0,35.0,34.0,34.0,35.0,33.0,32.0,34.0
67,37.0,37.0,40.0,40.0,40.0,39.0,36.0,36.0,36.0,36.0,36.0,34.0,36.0
68,38.0,38.0,40.0,38.0,39.0,38.0,38.0,39.0,39.0,37.0,38.0,38.0,39.0
69,33.0,34.0,34.0,34.0,34.0,33.0,35.0,34.0,34.0,35.0,32.0,33.0,34.0
70,38.0,38.0,38.0,38.0,38.0,37.0,38.0,38.0,38.0,37.0,37.0,36.0,38.0
71,37.0,37.0,39.0,38.0,39.0,38.0,38.0,40.0,39.0,37.0,38.0,38.0,39.0
72,32.0,33.0,33.0,33.0,33.0,32.0,34.0,33.0,33.0,34.0,32.0,32.0,33.0
73,37.0,37.0,37.0,39.0,39.0,38.0,37.0,37.0,37.0,36.0,36.0,35.0,37.0
