Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,43.0,43.0,43.0,43.0,43.0,42.0,43.0
1,45.0,45.0,45.0,45.0,45.0,39.0,45.0
2,45.0,45.0,45.0,45.0,45.0,41.0,45.0
3,44.0,44.0,44.0,43.0,44.0,42.0,44.0
4,45.0,45.0,45.0,45.0,45.0,39.0,45.0
5,46.0,46.0,46.0,46.0,46.0,41.0,46.0
6,43.0,43.0,43.0,43.0,43.0,43.0,43.0
7,45.0,45.0,45.0,45.0,45.0,39.0,45.0
8,46.0,46.0,46.0,46.0,46.0,41.0,46.0
9,43.0,45.0,43.0,43.0,45.0,44.0,43.0
10,46.0,46.0,46.0,46.0,46.0,44.0,46.0
11,45.0,45.0,45.0,45.0,45.0,45.0,45.0
12,43.0,44.0,43.0,43.0,44.0,43.0,42.0
13,45.0,45.0,45.0,45.0,45.0,44.0,45.0
14,44.0,44.0,44.0,44.0,44.0,44.0,44.0
15,43.0,44.0,43.0,43.0,44.0,43.0,43.0
16,45.0,45.0,45.0,45.0,45.0,44.0,44.0
17,45.0,45.0,45.0,45.0,45.0,43.0,45.0
18,44.0,44.0,44.0,44.0,44.0,42.0,43.0
19,45.0,45.0,45.0,45.0,45.0,39.0,44.0
20,46.0,46.0,46.0,46.0,46.0,40.0,45.0
21,44.0,44.0,44.0,44.0,44.0,43.0,43.0
22,45.0,45.0,45.0,45.0,45.0,39.0,44.0
23,46.0,46.0,46.0,46.0,46.0,41.0,45.0
24,44.0,44.0,44.0,44.0,44.0,44.0,44.0
25,46.0,46.0,46.0,46.0,46.0,44.0,45.0
26,45.0,46.0,45.0,45.0,46.0,46.0,46.0
27,44.0,44.0,44.0,44.0,44.0,43.0,43.0
28,45.0,45.0,45.0,45.0,45.0,44.0,44.0
29,45.0,45.0,45.0,45.0,45.0,46.0,45.0
30,44.0,44.0,44.0,44.0,44.0,43.0,43.0
31,45.0,45.0,45.0,45.0,45.0,43.0,45.0
32,45.0,46.0,45.0,45.0,46.0,46.0,45.0
33,44.0,44.0,44.0,44.0,44.0,43.0,44.0
34,45.0,45.0,45.0,45.0,45.0,39.0,45.0
35,46.0,46.0,46.0,46.0,46.0,41.0,45.0
36,43.0,45.0,43.0,43.0,45.0,44.0,43.0
37,46.0,46.0,46.0,46.0,46.0,45.0,45.0
38,45.0,46.0,45.0,45.0,46.0,46.0,45.0
39,42.0,44.0,42.0,42.0,44.0,43.0,42.0
40,45.0,45.0,45.0,45.0,45.0,45.0,45.0
41,44.0,45.0,44.0,44.0,45.0,46.0,44.0
42,43.0,44.0,43.0,43.0,44.0,44.0,43.0
43,44.0,45.0,44.0,44.0,45.0,44.0,45.0
44,45.0,46.0,45.0,45.0,46.0,46.0,45.0
45,43.0,45.0,43.0,43.0,45.0,45.0,43.0
46,45.0,46.0,45.0,45.0,46.0,46.0,45.0
47,45.0,45.0,45.0,45.0,45.0,46.0,45.0
48,43.0,44.0,43.0,43.0,44.0,45.0,43.0
49,45.0,45.0,45.0,45.0,45.0,47.0,45.0
50,46.0,46.0,46.0,46.0,46.0,46.0,46.0
51,44.0,45.0,44.0,44.0,45.0,45.0,43.0
52,45.0,46.0,45.0,45.0,46.0,46.0,46.0
53,46.0,46.0,46.0,46.0,46.0,47.0,46.0
54,42.0,43.0,42.0,42.0,43.0,45.0,42.0
55,45.0,45.0,45.0,45.0,45.0,47.0,45.0
56,45.0,45.0,45.0,45.0,45.0,46.0,45.0
57,43.0,44.0,43.0,43.0,44.0,45.0,43.0
58,45.0,45.0,45.0,45.0,45.0,46.0,46.0
59,45.0,45.0,45.0,45.0,45.0,46.0,45.0
60,43.0,43.0,43.0,43.0,43.0,44.0,43.0
61,44.0,45.0,44.0,44.0,45.0,44.0,45.0
62,45.0,45.0,45.0,45.0,45.0,44.0,44.0
63,43.0,43.0,43.0,43.0,43.0,41.0,42.0
64,44.0,44.0,44.0,44.0,44.0,38.0,43.0
65,45.0,45.0,45.0,45.0,45.0,39.0,44.0
66,43.0,43.0,43.0,43.0,43.0,42.0,42.0
67,44.0,44.0,44.0,44.0,44.0,38.0,43.0
68,45.0,45.0,45.0,45.0,45.0,40.0,44.0
