Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,42.0,43.0,42.0,45.0,45.0,44.0,44.0,44.0,37.0,43.0,42.0,35.0,42.0
1,44.0,45.0,44.0,45.0,45.0,46.0,46.0,46.0,45.0,45.0,50.0,40.0,50.0
2,44.0,45.0,44.0,51.0,51.0,46.0,46.0,46.0,39.0,45.0,44.0,40.0,44.0
3,48.0,48.0,48.0,47.0,47.0,43.0,43.0,48.0,42.0,49.0,42.0,35.0,42.0
4,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,50.0,41.0,50.0
5,50.0,50.0,50.0,50.0,50.0,45.0,45.0,46.0,44.0,51.0,44.0,40.0,44.0
6,44.0,45.0,44.0,43.0,43.0,44.0,44.0,44.0,37.0,44.0,42.0,35.0,42.0
7,45.0,45.0,45.0,51.0,51.0,51.0,51.0,51.0,43.0,46.0,45.0,36.0,45.0
8,50.0,51.0,50.0,45.0,46.0,46.0,46.0,46.0,40.0,46.0,44.0,37.0,44.0
9,44.0,44.0,44.0,45.0,45.0,44.0,44.0,44.0,43.0,45.0,43.0,43.0,43.0
10,50.0,51.0,50.0,46.0,46.0,46.0,46.0,46.0,45.0,47.0,46.0,46.0,46.0
11,46.0,46.0,46.0,51.0,51.0,46.0,46.0,46.0,45.0,47.0,45.0,45.0,45.0
12,43.0,43.0,43.0,44.0,44.0,43.0,43.0,43.0,42.0,44.0,43.0,42.0,43.0
13,49.0,50.0,49.0,45.0,45.0,50.0,50.0,50.0,50.0,46.0,45.0,45.0,45.0
14,45.0,45.0,45.0,50.0,50.0,45.0,45.0,45.0,44.0,46.0,49.0,44.0,49.0
15,42.0,43.0,42.0,43.0,43.0,44.0,44.0,44.0,39.0,43.0,44.0,36.0,44.0
16,44.0,45.0,44.0,45.0,45.0,51.0,51.0,51.0,41.0,45.0,44.0,41.0,44.0
17,44.0,45.0,44.0,46.0,45.0,46.0,46.0,46.0,45.0,45.0,50.0,41.0,50.0
18,49.0,49.0,49.0,46.0,46.0,42.0,42.0,47.0,41.0,52.0,47.0,40.0,47.0
19,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,50.0,55.0,45.0,55.0
20,55.0,55.0,55.0,49.0,49.0,48.0,48.0,48.0,43.0,50.0,49.0,45.0,49.0
21,50.0,50.0,50.0,42.0,42.0,43.0,43.0,44.0,42.0,49.0,42.0,35.0,42.0
22,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,44.0,51.0,50.0,42.0,50.0
23,56.0,56.0,56.0,45.0,45.0,49.0,49.0,49.0,44.0,51.0,44.0,40.0,44.0
24,49.0,49.0,49.0,44.0,44.0,43.0,43.0,47.0,47.0,49.0,43.0,43.0,43.0
25,56.0,56.0,56.0,45.0,45.0,49.0,49.0,49.0,49.0,51.0,51.0,51.0,51.0
26,51.0,51.0,51.0,50.0,50.0,45.0,45.0,46.0,45.0,51.0,45.0,45.0,45.0
27,48.0,48.0,48.0,43.0,43.0,42.0,42.0,47.0,47.0,48.0,43.0,42.0,43.0
28,55.0,55.0,55.0,44.0,44.0,49.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0
29,50.0,50.0,50.0,49.0,49.0,44.0,44.0,49.0,49.0,50.0,49.0,44.0,49.0
30,48.0,48.0,48.0,44.0,44.0,43.0,43.0,48.0,44.0,49.0,44.0,37.0,44.0
31,50.0,50.0,50.0,45.0,44.0,50.0,50.0,50.0,44.0,51.0,44.0,42.0,44.0
32,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0,50.0,51.0,50.0,42.0,50.0
33,45.0,43.0,45.0,43.0,43.0,44.0,44.0,44.0,35.0,44.0,37.0,30.0,37.0
34,45.0,43.0,45.0,45.0,46.0,46.0,46.0,46.0,38.0,46.0,43.0,37.0,43.0
35,51.0,49.0,51.0,45.0,45.0,46.0,46.0,46.0,37.0,46.0,39.0,34.0,39.0
36,46.0,46.0,46.0,44.0,44.0,44.0,44.0,44.0,43.0,45.0,38.0,38.0,38.0
37,51.0,49.0,51.0,46.0,46.0,46.0,46.0,46.0,45.0,47.0,46.0,46.0,46.0
38,52.0,52.0,52.0,46.0,46.0,46.0,46.0,46.0,45.0,47.0,40.0,40.0,40.0
39,45.0,45.0,45.0,44.0,44.0,43.0,43.0,43.0,42.0,44.0,38.0,37.0,38.0
40,50.0,48.0,50.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0,45.0,45.0,45.0
41,51.0,51.0,51.0,50.0,50.0,45.0,45.0,45.0,44.0,46.0,44.0,39.0,44.0
42,43.0,41.0,43.0,45.0,45.0,44.0,44.0,44.0,37.0,44.0,39.0,32.0,39.0
43,45.0,43.0,45.0,46.0,45.0,46.0,46.0,46.0,38.0,46.0,39.0,37.0,39.0
44,45.0,45.0,45.0,51.0,51.0,46.0,46.0,46.0,43.0,46.0,45.0,37.0,45.0
45,44.0,44.0,44.0,45.0,45.0,44.0,44.0,44.0,43.0,45.0,38.0,38.0,38.0
46,52.0,52.0,52.0,46.0,46.0,46.0,46.0,46.0,45.0,47.0,40.0,40.0,40.0
47,46.0,46.0,46.0,51.0,51.0,46.0,46.0,46.0,45.0,47.0,40.0,40.0,40.0
48,43.0,43.0,43.0,44.0,44.0,43.0,43.0,43.0,42.0,44.0,39.0,39.0,39.0
49,51.0,51.0,51.0,50.0,50.0,45.0,45.0,45.0,44.0,46.0,39.0,39.0,39.0
50,45.0,45.0,45.0,50.0,50.0,45.0,45.0,45.0,44.0,46.0,45.0,45.0,45.0
51,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,45.0,40.0,40.0,40.0
52,46.0,46.0,46.0,51.0,51.0,46.0,46.0,46.0,45.0,47.0,40.0,40.0,40.0
53,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,47.0,46.0,46.0,46.0
54,42.0,42.0,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,38.0,38.0,38.0
55,50.0,50.0,50.0,49.0,49.0,44.0,44.0,44.0,44.0,45.0,38.0,38.0,38.0
56,44.0,44.0,44.0,49.0,49.0,49.0,49.0,49.0,49.0,45.0,44.0,44.0,44.0
57,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,39.0,39.0,39.0
58,45.0,45.0,45.0,50.0,50.0,45.0,45.0,45.0,45.0,46.0,39.0,39.0,39.0
59,45.0,45.0,45.0,45.0,45.0,50.0,50.0,50.0,50.0,46.0,45.0,45.0,45.0
60,37.0,38.0,37.0,43.0,43.0,45.0,45.0,45.0,36.0,38.0,39.0,33.0,39.0
61,43.0,43.0,43.0,45.0,45.0,45.0,46.0,46.0,38.0,44.0,39.0,37.0,39.0
62,43.0,43.0,43.0,45.0,45.0,51.0,51.0,51.0,42.0,44.0,44.0,37.0,44.0
63,48.0,48.0,48.0,45.0,45.0,41.0,41.0,46.0,40.0,51.0,46.0,39.0,46.0
64,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0,54.0,44.0,54.0
65,54.0,54.0,54.0,48.0,48.0,47.0,47.0,48.0,42.0,49.0,48.0,44.0,48.0
66,49.0,49.0,49.0,41.0,41.0,42.0,42.0,46.0,41.0,48.0,47.0,40.0,47.0
67,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0,50.0,49.0,41.0,49.0
68,55.0,55.0,55.0,44.0,44.0,48.0,48.0,49.0,43.0,50.0,49.0,42.0,49.0
69,48.0,48.0,48.0,43.0,43.0,42.0,42.0,46.0,46.0,48.0,48.0,48.0,48.0
70,55.0,55.0,55.0,44.0,44.0,48.0,48.0,49.0,49.0,50.0,50.0,50.0,50.0
71,50.0,50.0,50.0,49.0,49.0,47.0,47.0,48.0,48.0,50.0,50.0,50.0,50.0
72,47.0,47.0,47.0,42.0,42.0,41.0,41.0,46.0,46.0,47.0,48.0,47.0,48.0
73,54.0,54.0,54.0,43.0,43.0,48.0,48.0,48.0,48.0,49.0,49.0,49.0,49.0
74,49.0,49.0,49.0,48.0,48.0,47.0,47.0,48.0,48.0,49.0,54.0,49.0,54.0
75,47.0,47.0,47.0,43.0,43.0,42.0,42.0,47.0,43.0,48.0,49.0,41.0,49.0
76,49.0,49.0,49.0,44.0,43.0,49.0,49.0,49.0,48.0,50.0,49.0,46.0,49.0
77,49.0,49.0,50.0,49.0,49.0,47.0,48.0,49.0,49.0,50.0,55.0,46.0,55.0
78,45.0,45.0,45.0,42.0,42.0,43.0,43.0,43.0,37.0,45.0,42.0,35.0,42.0
79,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,43.0,45.0,44.0,40.0,44.0
80,51.0,50.0,50.0,44.0,44.0,49.0,49.0,49.0,39.0,51.0,44.0,39.0,44.0
81,45.0,45.0,45.0,43.0,43.0,43.0,43.0,47.0,47.0,44.0,43.0,43.0,43.0
82,51.0,50.0,50.0,45.0,45.0,49.0,49.0,49.0,49.0,51.0,45.0,45.0,45.0
83,51.0,51.0,51.0,45.0,45.0,48.0,48.0,48.0,44.0,46.0,45.0,45.0,45.0
84,44.0,44.0,44.0,43.0,43.0,42.0,42.0,46.0,46.0,43.0,43.0,42.0,43.0
85,50.0,49.0,49.0,44.0,44.0,48.0,48.0,48.0,48.0,50.0,44.0,44.0,44.0
86,50.0,50.0,50.0,49.0,49.0,48.0,48.0,48.0,44.0,45.0,49.0,44.0,49.0
87,45.0,45.0,45.0,44.0,44.0,43.0,43.0,43.0,39.0,44.0,44.0,37.0,44.0
88,45.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,43.0,45.0,44.0,41.0,44.0
89,50.0,50.0,51.0,50.0,50.0,48.0,49.0,49.0,44.0,46.0,50.0,43.0,50.0
90,44.0,44.0,44.0,44.0,44.0,43.0,43.0,46.0,46.0,44.0,43.0,43.0,43.0
91,51.0,51.0,51.0,45.0,45.0,48.0,48.0,48.0,48.0,46.0,45.0,45.0,45.0
92,46.0,46.0,46.0,50.0,50.0,45.0,45.0,45.0,44.0,46.0,45.0,45.0,45.0
93,43.0,43.0,43.0,43.0,43.0,42.0,42.0,46.0,46.0,43.0,44.0,44.0,44.0
94,50.0,50.0,50.0,49.0,49.0,48.0,48.0,48.0,48.0,50.0,44.0,44.0,44.0
95,45.0,45.0,45.0,49.0,49.0,44.0,44.0,48.0,48.0,49.0,50.0,50.0,50.0
96,44.0,44.0,44.0,43.0,43.0,43.0,43.0,47.0,47.0,44.0,45.0,45.0,45.0
97,50.0,50.0,51.0,50.0,50.0,48.0,49.0,49.0,49.0,51.0,45.0,45.0,45.0
98,46.0,46.0,46.0,45.0,45.0,45.0,45.0,49.0,49.0,50.0,51.0,51.0,51.0
99,42.0,42.0,42.0,42.0,42.0,42.0,42.0,45.0,45.0,42.0,43.0,43.0,43.0
100,49.0,49.0,49.0,48.0,48.0,47.0,47.0,47.0,47.0,49.0,43.0,43.0,43.0
101,44.0,44.0,44.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0,49.0,49.0
102,43.0,43.0,43.0,42.0,42.0,43.0,43.0,46.0,46.0,43.0,44.0,44.0,44.0
103,50.0,50.0,50.0,49.0,49.0,48.0,48.0,48.0,48.0,50.0,44.0,44.0,44.0
104,45.0,45.0,45.0,44.0,44.0,49.0,49.0,49.0,49.0,49.0,50.0,50.0,50.0
105,43.0,43.0,43.0,42.0,42.0,44.0,44.0,44.0,39.0,44.0,38.0,38.0,38.0
106,45.0,45.0,45.0,44.0,44.0,44.0,45.0,45.0,43.0,45.0,41.0,41.0,41.0
107,45.0,45.0,45.0,45.0,44.0,50.0,50.0,50.0,44.0,46.0,43.0,43.0,43.0
108,40.0,38.0,40.0,38.0,38.0,39.0,38.0,39.0,30.0,40.0,35.0,29.0,35.0
109,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,36.0,40.0,37.0,35.0,37.0
110,46.0,43.0,45.0,40.0,40.0,44.0,44.0,44.0,32.0,46.0,37.0,34.0,37.0
111,41.0,41.0,41.0,39.0,39.0,39.0,39.0,40.0,40.0,41.0,38.0,38.0,38.0
112,46.0,43.0,45.0,41.0,41.0,44.0,44.0,44.0,44.0,46.0,40.0,40.0,40.0
113,47.0,46.0,46.0,41.0,41.0,45.0,45.0,43.0,40.0,47.0,40.0,40.0,40.0
114,40.0,40.0,40.0,39.0,39.0,38.0,38.0,39.0,39.0,40.0,37.0,37.0,37.0
115,45.0,42.0,44.0,40.0,40.0,43.0,43.0,43.0,43.0,45.0,39.0,39.0,39.0
116,46.0,45.0,45.0,44.0,45.0,44.0,44.0,43.0,39.0,46.0,42.0,39.0,42.0
117,40.0,38.0,40.0,40.0,40.0,39.0,39.0,39.0,32.0,39.0,37.0,32.0,37.0
118,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,36.0,40.0,37.0,35.0,37.0
119,45.0,43.0,46.0,45.0,46.0,43.0,44.0,44.0,37.0,41.0,43.0,38.0,43.0
120,41.0,41.0,41.0,40.0,40.0,43.0,43.0,39.0,39.0,40.0,38.0,38.0,38.0
121,47.0,46.0,46.0,41.0,41.0,45.0,45.0,43.0,43.0,47.0,40.0,40.0,40.0
122,46.0,46.0,46.0,45.0,46.0,44.0,44.0,41.0,40.0,42.0,40.0,40.0,40.0
123,40.0,40.0,40.0,39.0,39.0,42.0,42.0,39.0,39.0,39.0,39.0,39.0,39.0
124,46.0,45.0,45.0,44.0,45.0,44.0,44.0,43.0,43.0,46.0,39.0,39.0,39.0
125,46.0,46.0,46.0,45.0,45.0,44.0,44.0,43.0,43.0,44.0,45.0,45.0,45.0
126,41.0,41.0,41.0,40.0,40.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0
127,45.0,43.0,46.0,45.0,46.0,44.0,44.0,44.0,44.0,46.0,40.0,40.0,40.0
128,46.0,47.0,47.0,46.0,46.0,44.0,45.0,44.0,44.0,45.0,46.0,46.0,46.0
129,39.0,39.0,39.0,38.0,38.0,41.0,41.0,38.0,38.0,38.0,38.0,38.0,38.0
130,45.0,44.0,44.0,43.0,44.0,43.0,43.0,42.0,42.0,45.0,38.0,38.0,38.0
131,45.0,45.0,45.0,44.0,44.0,44.0,43.0,44.0,44.0,43.0,44.0,44.0,44.0
132,40.0,40.0,40.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
133,45.0,43.0,45.0,44.0,45.0,43.0,43.0,43.0,43.0,45.0,39.0,39.0,39.0
134,45.0,46.0,46.0,45.0,45.0,45.0,44.0,45.0,45.0,44.0,45.0,45.0,45.0
135,38.0,36.0,38.0,40.0,40.0,40.0,40.0,40.0,32.0,39.0,33.0,33.0,33.0
136,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,36.0,40.0,36.0,36.0,36.0
137,40.0,38.0,40.0,46.0,45.0,46.0,45.0,46.0,37.0,41.0,37.0,38.0,38.0
138,39.0,39.0,39.0,40.0,40.0,42.0,42.0,39.0,38.0,40.0,32.0,32.0,32.0
139,46.0,46.0,46.0,41.0,41.0,44.0,44.0,41.0,40.0,42.0,39.0,39.0,39.0
140,41.0,41.0,41.0,46.0,46.0,41.0,41.0,41.0,40.0,42.0,39.0,39.0,39.0
141,38.0,39.0,39.0,40.0,40.0,42.0,42.0,38.0,37.0,39.0,33.0,33.0,33.0
142,46.0,46.0,46.0,45.0,45.0,44.0,44.0,43.0,43.0,46.0,38.0,38.0,38.0
143,41.0,41.0,41.0,45.0,45.0,44.0,44.0,43.0,43.0,41.0,39.0,39.0,39.0
144,39.0,40.0,40.0,40.0,40.0,43.0,43.0,39.0,38.0,41.0,34.0,34.0,34.0
145,46.0,47.0,47.0,46.0,46.0,45.0,45.0,43.0,43.0,47.0,39.0,39.0,39.0
146,42.0,42.0,42.0,46.0,45.0,45.0,45.0,43.0,43.0,42.0,39.0,39.0,39.0
147,37.0,37.0,37.0,39.0,39.0,41.0,41.0,38.0,38.0,38.0,32.0,32.0,32.0
148,45.0,45.0,45.0,44.0,44.0,43.0,43.0,42.0,42.0,45.0,37.0,37.0,37.0
149,40.0,40.0,40.0,44.0,44.0,44.0,44.0,44.0,44.0,40.0,38.0,38.0,38.0
150,38.0,38.0,38.0,39.0,39.0,42.0,42.0,39.0,39.0,39.0,33.0,33.0,33.0
151,46.0,46.0,46.0,45.0,45.0,44.0,44.0,43.0,43.0,46.0,38.0,38.0,38.0
152,41.0,41.0,41.0,45.0,45.0,45.0,45.0,45.0,44.0,41.0,39.0,39.0,39.0
153,39.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,38.0,39.0,34.0,34.0,34.0
154,41.0,41.0,41.0,46.0,45.0,43.0,44.0,44.0,44.0,41.0,39.0,39.0,39.0
155,41.0,41.0,41.0,41.0,41.0,46.0,46.0,45.0,44.0,41.0,40.0,40.0,40.0
156,36.0,36.0,36.0,38.0,38.0,40.0,40.0,37.0,37.0,37.0,31.0,31.0,31.0
157,44.0,44.0,44.0,43.0,43.0,42.0,42.0,41.0,41.0,44.0,36.0,36.0,36.0
158,39.0,39.0,39.0,43.0,43.0,43.0,43.0,43.0,43.0,39.0,37.0,37.0,37.0
159,37.0,37.0,37.0,38.0,38.0,41.0,41.0,38.0,38.0,38.0,32.0,32.0,32.0
160,45.0,45.0,45.0,44.0,44.0,43.0,43.0,42.0,42.0,45.0,37.0,37.0,37.0
161,40.0,40.0,40.0,44.0,44.0,44.0,44.0,44.0,44.0,40.0,38.0,38.0,38.0
