Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,41.0,43.0,41.0,41.0,43.0,41.0,42.0,40.0,40.0,43.0,38.0
1,39.0,36.0,43.0,43.0,42.0,40.0,43.0,42.0,42.0,41.0,40.0
2,40.0,40.0,45.0,45.0,40.0,40.0,43.0,46.0,46.0,41.0,41.0
3,41.0,43.0,43.0,43.0,46.0,41.0,46.0,40.0,40.0,47.0,40.0
4,40.0,36.0,46.0,46.0,47.0,41.0,46.0,45.0,45.0,45.0,44.0
5,41.0,40.0,46.0,46.0,45.0,40.0,45.0,46.0,46.0,41.0,45.0
6,41.0,42.0,44.0,44.0,43.0,41.0,42.0,41.0,41.0,48.0,41.0
7,41.0,36.0,45.0,46.0,41.0,41.0,46.0,42.0,42.0,46.0,45.0
8,39.0,41.0,46.0,46.0,42.0,40.0,46.0,47.0,47.0,41.0,46.0
9,49.0,50.0,48.0,48.0,48.0,49.0,48.0,50.0,50.0,44.0,44.0
10,44.0,42.0,47.0,47.0,44.0,46.0,45.0,48.0,48.0,42.0,43.0
11,45.0,45.0,47.0,47.0,45.0,42.0,47.0,47.0,47.0,44.0,42.0
12,50.0,50.0,47.0,47.0,47.0,49.0,47.0,49.0,49.0,47.0,43.0
13,45.0,44.0,46.0,46.0,48.0,46.0,44.0,47.0,47.0,45.0,42.0
14,44.0,45.0,46.0,46.0,47.0,44.0,46.0,46.0,46.0,48.0,41.0
15,46.0,51.0,48.0,48.0,44.0,43.0,44.0,50.0,50.0,48.0,44.0
16,46.0,45.0,47.0,47.0,49.0,45.0,45.0,47.0,47.0,46.0,43.0
17,45.0,45.0,47.0,47.0,48.0,45.0,46.0,43.0,43.0,49.0,42.0
18,41.0,42.0,42.0,42.0,45.0,40.0,47.0,40.0,40.0,47.0,40.0
19,40.0,35.0,46.0,46.0,47.0,41.0,46.0,45.0,45.0,45.0,45.0
20,41.0,40.0,47.0,47.0,46.0,40.0,46.0,46.0,46.0,43.0,45.0
21,41.0,42.0,43.0,43.0,46.0,41.0,46.0,41.0,41.0,48.0,41.0
22,41.0,36.0,46.0,46.0,46.0,41.0,46.0,45.0,45.0,46.0,45.0
23,41.0,41.0,47.0,47.0,47.0,41.0,46.0,47.0,47.0,44.0,46.0
24,49.0,50.0,49.0,49.0,48.0,49.0,49.0,50.0,50.0,47.0,48.0
25,44.0,42.0,48.0,48.0,49.0,46.0,49.0,48.0,48.0,45.0,47.0
26,47.0,45.0,47.0,47.0,50.0,44.0,51.0,47.0,47.0,45.0,46.0
27,50.0,50.0,48.0,48.0,52.0,49.0,48.0,49.0,49.0,49.0,47.0
28,45.0,44.0,47.0,47.0,49.0,46.0,48.0,47.0,47.0,48.0,46.0
29,46.0,46.0,46.0,46.0,52.0,46.0,50.0,46.0,46.0,49.0,45.0
30,46.0,51.0,48.0,48.0,49.0,43.0,47.0,50.0,50.0,50.0,48.0
31,46.0,45.0,47.0,47.0,50.0,45.0,49.0,47.0,47.0,49.0,46.0
32,47.0,47.0,47.0,47.0,53.0,47.0,49.0,45.0,45.0,50.0,46.0
33,40.0,41.0,42.0,42.0,43.0,40.0,43.0,39.0,39.0,47.0,41.0
34,38.0,36.0,45.0,46.0,41.0,41.0,42.0,42.0,42.0,45.0,46.0
35,38.0,40.0,46.0,46.0,41.0,40.0,46.0,45.0,45.0,41.0,47.0
36,48.0,48.0,49.0,49.0,48.0,48.0,50.0,48.0,48.0,48.0,49.0
37,43.0,41.0,47.0,47.0,43.0,45.0,49.0,45.0,45.0,46.0,48.0
38,44.0,46.0,47.0,47.0,44.0,42.0,50.0,45.0,45.0,45.0,47.0
39,49.0,49.0,48.0,48.0,47.0,48.0,49.0,48.0,48.0,48.0,48.0
40,44.0,43.0,46.0,46.0,46.0,45.0,48.0,45.0,45.0,49.0,47.0
41,44.0,46.0,47.0,47.0,48.0,43.0,49.0,45.0,45.0,49.0,46.0
42,45.0,50.0,48.0,48.0,44.0,42.0,44.0,49.0,49.0,49.0,49.0
43,45.0,44.0,47.0,47.0,47.0,44.0,45.0,46.0,46.0,50.0,47.0
44,44.0,45.0,48.0,48.0,49.0,44.0,50.0,43.0,43.0,50.0,46.0
45,49.0,49.0,50.0,50.0,49.0,49.0,49.0,48.0,48.0,45.0,48.0
46,44.0,47.0,50.0,50.0,44.0,46.0,51.0,47.0,47.0,43.0,46.0
