Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,48.0,45.0,45.0,45.0,48.0,48.0,45.0,45.0,48.0,48.0,48.0,45.0,48.0,48.0,45.0,48.0
1,46.0,46.0,46.0,46.0,49.0,48.0,46.0,46.0,50.0,49.0,48.0,46.0,49.0,49.0,46.0,49.0
2,48.0,47.0,47.0,47.0,50.0,48.0,47.0,47.0,50.0,50.0,48.0,47.0,50.0,50.0,47.0,50.0
3,50.0,47.0,47.0,47.0,49.0,49.0,47.0,47.0,49.0,49.0,49.0,47.0,49.0,49.0,47.0,49.0
4,50.0,45.0,46.0,45.0,50.0,50.0,45.0,45.0,50.0,50.0,50.0,46.0,50.0,52.0,45.0,52.0
5,51.0,46.0,46.0,48.0,50.0,51.0,46.0,48.0,51.0,50.0,51.0,46.0,50.0,50.0,46.0,50.0
6,49.0,42.0,42.0,44.0,48.0,48.0,42.0,44.0,48.0,48.0,48.0,42.0,48.0,48.0,42.0,48.0
7,50.0,45.0,45.0,45.0,50.0,50.0,44.0,45.0,50.0,50.0,50.0,45.0,50.0,51.0,44.0,51.0
8,50.0,47.0,47.0,49.0,50.0,50.0,47.0,49.0,50.0,50.0,50.0,47.0,50.0,50.0,47.0,50.0
9,48.0,43.0,43.0,43.0,47.0,48.0,43.0,43.0,48.0,47.0,48.0,43.0,48.0,48.0,43.0,48.0
10,49.0,45.0,45.0,45.0,49.0,49.0,45.0,45.0,49.0,49.0,49.0,45.0,49.0,49.0,45.0,49.0
11,48.0,46.0,46.0,46.0,49.0,48.0,46.0,46.0,49.0,49.0,48.0,46.0,49.0,49.0,46.0,49.0
12,48.0,41.0,43.0,43.0,47.0,48.0,41.0,43.0,48.0,47.0,48.0,40.0,48.0,48.0,41.0,48.0
13,48.0,45.0,45.0,45.0,48.0,48.0,45.0,45.0,48.0,48.0,48.0,45.0,49.0,48.0,45.0,48.0
14,47.0,46.0,45.0,46.0,48.0,47.0,46.0,46.0,48.0,48.0,47.0,45.0,49.0,48.0,46.0,48.0
15,48.0,41.0,44.0,43.0,48.0,48.0,41.0,43.0,48.0,47.0,48.0,41.0,49.0,48.0,41.0,48.0
16,45.0,45.0,45.0,45.0,46.0,48.0,45.0,45.0,48.0,46.0,45.0,44.0,50.0,49.0,45.0,47.0
17,46.0,46.0,46.0,46.0,48.0,48.0,46.0,46.0,48.0,48.0,48.0,46.0,50.0,48.0,46.0,46.0
