Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,41.0,44.0,44.0,44.0,44.0,45.0,41.0,45.0,44.0
1,42.0,46.0,46.0,47.0,47.0,45.0,42.0,45.0,47.0
2,47.0,50.0,50.0,47.0,47.0,46.0,47.0,46.0,47.0
3,42.0,47.0,47.0,44.0,44.0,46.0,42.0,46.0,47.0
4,43.0,45.0,45.0,47.0,47.0,47.0,43.0,47.0,46.0
5,47.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0
6,42.0,48.0,48.0,44.0,44.0,45.0,43.0,45.0,48.0
7,44.0,46.0,46.0,48.0,48.0,47.0,43.0,47.0,47.0
8,48.0,51.0,51.0,48.0,48.0,47.0,48.0,47.0,47.0
9,50.0,53.0,53.0,47.0,47.0,50.0,50.0,50.0,53.0
10,48.0,55.0,55.0,48.0,48.0,48.0,48.0,48.0,55.0
11,52.0,57.0,57.0,52.0,52.0,52.0,52.0,52.0,54.0
12,50.0,52.0,52.0,51.0,51.0,50.0,50.0,50.0,52.0
13,52.0,54.0,54.0,53.0,53.0,52.0,52.0,52.0,54.0
14,51.0,56.0,56.0,56.0,56.0,51.0,51.0,51.0,53.0
15,45.0,47.0,47.0,46.0,46.0,45.0,45.0,45.0,43.0
16,47.0,49.0,49.0,48.0,48.0,47.0,47.0,47.0,46.0
17,46.0,51.0,51.0,51.0,51.0,46.0,46.0,46.0,46.0
18,41.0,46.0,46.0,44.0,44.0,45.0,42.0,45.0,46.0
19,45.0,44.0,44.0,46.0,46.0,49.0,45.0,49.0,46.0
20,47.0,49.0,49.0,46.0,46.0,46.0,47.0,46.0,47.0
21,42.0,47.0,47.0,44.0,44.0,46.0,43.0,46.0,47.0
22,46.0,45.0,45.0,47.0,47.0,50.0,46.0,50.0,47.0
23,48.0,50.0,50.0,47.0,47.0,47.0,48.0,47.0,47.0
24,50.0,52.0,52.0,48.0,48.0,50.0,50.0,50.0,52.0
25,51.0,54.0,54.0,49.0,49.0,51.0,51.0,51.0,54.0
26,52.0,57.0,57.0,52.0,52.0,52.0,52.0,52.0,56.0
27,50.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,51.0
28,52.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0
29,55.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,55.0
30,45.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,42.0
31,47.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,45.0
