Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,52.0,48.0,46.0,43.0,46.0,46.0,43.0,43.0,47.0,49.0
1,52.0,50.0,47.0,45.0,47.0,47.0,45.0,45.0,49.0,51.0
2,51.0,50.0,47.0,48.0,47.0,47.0,46.0,46.0,49.0,49.0
3,53.0,49.0,49.0,48.0,49.0,49.0,44.0,45.0,47.0,48.0
4,53.0,51.0,48.0,50.0,49.0,48.0,49.0,49.0,49.0,50.0
5,53.0,51.0,51.0,53.0,51.0,51.0,49.0,49.0,51.0,50.0
6,50.0,48.0,47.0,44.0,48.0,47.0,44.0,44.0,48.0,48.0
7,52.0,49.0,49.0,48.0,50.0,49.0,49.0,49.0,50.0,51.0
8,52.0,52.0,52.0,48.0,52.0,52.0,49.0,49.0,52.0,49.0
9,50.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,49.0,47.0
10,51.0,46.0,48.0,49.0,48.0,48.0,48.0,48.0,50.0,48.0
11,51.0,48.0,48.0,52.0,48.0,48.0,46.0,46.0,48.0,48.0
12,49.0,46.0,46.0,46.0,46.0,46.0,45.0,46.0,48.0,46.0
13,50.0,45.0,47.0,48.0,47.0,47.0,47.0,47.0,49.0,49.0
14,51.0,47.0,47.0,51.0,47.0,47.0,47.0,47.0,47.0,48.0
15,50.0,47.0,47.0,44.0,47.0,47.0,44.0,44.0,47.0,47.0
16,51.0,46.0,48.0,45.0,48.0,48.0,45.0,46.0,49.0,50.0
17,51.0,48.0,48.0,45.0,48.0,48.0,48.0,48.0,48.0,49.0
18,52.0,49.0,49.0,48.0,49.0,49.0,44.0,44.0,46.0,47.0
19,54.0,50.0,50.0,52.0,50.0,50.0,49.0,49.0,48.0,49.0
20,53.0,52.0,52.0,53.0,52.0,52.0,48.0,48.0,50.0,49.0
21,51.0,50.0,50.0,49.0,50.0,50.0,45.0,45.0,47.0,48.0
22,55.0,51.0,51.0,53.0,51.0,51.0,49.0,49.0,49.0,50.0
23,53.0,53.0,53.0,53.0,53.0,53.0,48.0,48.0,51.0,48.0
24,51.0,51.0,51.0,50.0,51.0,51.0,47.0,47.0,48.0,47.0
25,52.0,51.0,51.0,53.0,51.0,51.0,48.0,48.0,49.0,48.0
26,53.0,51.0,51.0,53.0,51.0,51.0,49.0,49.0,48.0,49.0
27,50.0,50.0,50.0,49.0,50.0,50.0,48.0,48.0,47.0,46.0
28,51.0,50.0,50.0,52.0,50.0,50.0,47.0,47.0,48.0,48.0
29,52.0,50.0,50.0,52.0,50.0,50.0,48.0,48.0,47.0,48.0
30,51.0,48.0,47.0,49.0,48.0,48.0,46.0,46.0,46.0,47.0
31,52.0,50.0,49.0,50.0,50.0,49.0,47.0,47.0,48.0,49.0
32,53.0,50.0,49.0,50.0,50.0,49.0,49.0,49.0,47.0,48.0
33,50.0,48.0,47.0,44.0,48.0,48.0,45.0,45.0,45.0,49.0
34,52.0,52.0,52.0,48.0,52.0,52.0,47.0,47.0,50.0,51.0
35,52.0,52.0,52.0,48.0,52.0,52.0,46.0,45.0,47.0,48.0
36,50.0,48.0,48.0,47.0,49.0,48.0,47.0,47.0,45.0,47.0
37,52.0,52.0,52.0,52.0,52.0,52.0,49.0,49.0,46.0,48.0
38,52.0,52.0,52.0,52.0,52.0,52.0,49.0,49.0,48.0,48.0
39,49.0,47.0,47.0,46.0,48.0,47.0,48.0,48.0,45.0,47.0
40,51.0,51.0,51.0,51.0,51.0,51.0,48.0,48.0,48.0,49.0
41,51.0,51.0,51.0,51.0,51.0,51.0,48.0,48.0,47.0,48.0
42,49.0,47.0,48.0,44.0,49.0,48.0,46.0,46.0,46.0,48.0
43,52.0,48.0,50.0,45.0,50.0,49.0,47.0,47.0,49.0,50.0
44,52.0,49.0,50.0,48.0,50.0,50.0,49.0,49.0,48.0,49.0
45,52.0,48.0,47.0,48.0,47.0,48.0,48.0,48.0,45.0,46.0
46,48.0,46.0,49.0,52.0,49.0,49.0,49.0,49.0,47.0,47.0
47,49.0,47.0,48.0,52.0,48.0,48.0,46.0,46.0,46.0,47.0
48,51.0,47.0,47.0,47.0,47.0,48.0,47.0,47.0,45.0,45.0
49,48.0,46.0,48.0,51.0,49.0,48.0,48.0,48.0,48.0,48.0
50,49.0,47.0,47.0,51.0,47.0,47.0,48.0,48.0,48.0,48.0
51,52.0,47.0,47.0,47.0,48.0,48.0,48.0,48.0,45.0,46.0
52,48.0,46.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0,48.0
53,50.0,47.0,48.0,49.0,48.0,48.0,48.0,48.0,49.0,48.0
54,50.0,46.0,46.0,46.0,46.0,47.0,48.0,48.0,44.0,45.0
55,47.0,45.0,47.0,50.0,48.0,47.0,50.0,50.0,47.0,47.0
56,48.0,46.0,47.0,50.0,48.0,47.0,47.0,47.0,47.0,47.0
57,51.0,46.0,46.0,47.0,47.0,47.0,49.0,49.0,45.0,46.0
58,47.0,45.0,48.0,48.0,48.0,48.0,51.0,51.0,47.0,48.0
59,49.0,47.0,47.0,48.0,48.0,47.0,47.0,47.0,48.0,48.0
60,51.0,47.0,47.0,44.0,47.0,48.0,44.0,45.0,46.0,47.0
61,48.0,45.0,49.0,45.0,49.0,48.0,47.0,47.0,47.0,49.0
62,49.0,45.0,48.0,45.0,48.0,48.0,46.0,48.0,48.0,49.0
63,51.0,48.0,48.0,47.0,48.0,48.0,44.0,44.0,45.0,46.0
64,53.0,49.0,49.0,51.0,51.0,49.0,48.0,48.0,47.0,48.0
