Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,46.0,46.0,46.0,49.0,49.0,49.0,50.0,50.0,49.0,47.0,50.0,47.0
1,48.0,48.0,48.0,51.0,51.0,51.0,52.0,52.0,51.0,49.0,54.0,48.0
2,50.0,50.0,50.0,53.0,53.0,53.0,55.0,55.0,53.0,51.0,54.0,51.0
3,50.0,50.0,50.0,53.0,53.0,53.0,54.0,54.0,53.0,51.0,54.0,51.0
4,52.0,52.0,52.0,55.0,55.0,55.0,56.0,56.0,55.0,53.0,58.0,52.0
5,54.0,54.0,54.0,57.0,57.0,57.0,59.0,59.0,57.0,55.0,58.0,55.0
6,46.0,46.0,46.0,49.0,49.0,49.0,50.0,50.0,49.0,47.0,50.0,47.0
7,48.0,48.0,48.0,51.0,51.0,51.0,52.0,52.0,51.0,49.0,52.0,48.0
8,50.0,50.0,50.0,53.0,53.0,53.0,56.0,56.0,53.0,51.0,54.0,51.0
9,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0
10,50.0,50.0,50.0,53.0,53.0,53.0,57.0,57.0,53.0,51.0,54.0,50.0
11,52.0,52.0,52.0,55.0,55.0,55.0,56.0,56.0,55.0,53.0,55.0,53.0
12,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,58.0,58.0,58.0
13,49.0,49.0,49.0,52.0,52.0,52.0,56.0,56.0,52.0,50.0,53.0,49.0
14,51.0,51.0,51.0,54.0,54.0,54.0,55.0,55.0,54.0,52.0,54.0,52.0
15,48.0,48.0,48.0,51.0,52.0,51.0,51.0,53.0,52.0,49.0,51.0,51.0
16,49.0,49.0,49.0,52.0,52.0,52.0,53.0,53.0,52.0,50.0,51.0,49.0
17,52.0,52.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,53.0,55.0,53.0
18,50.0,50.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,51.0
19,52.0,52.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,53.0,57.0,52.0
