Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,44.0,43.0,42.0,41.0,41.0
1,44.0,44.0,43.0,41.0,41.0
2,44.0,44.0,45.0,39.0,39.0
3,45.0,45.0,43.0,42.0,42.0
4,44.0,46.0,44.0,42.0,42.0
5,45.0,45.0,46.0,41.0,41.0
6,44.0,44.0,43.0,40.0,40.0
7,44.0,45.0,44.0,42.0,41.0
8,46.0,45.0,44.0,42.0,42.0
9,43.0,42.0,41.0,40.0,40.0
10,43.0,43.0,43.0,42.0,41.0
11,43.0,43.0,43.0,42.0,42.0
12,42.0,43.0,43.0,39.0,39.0
13,42.0,44.0,42.0,41.0,40.0
14,42.0,44.0,43.0,41.0,41.0
15,41.0,42.0,42.0,39.0,39.0
16,43.0,44.0,42.0,36.0,35.0
17,43.0,43.0,43.0,40.0,40.0
18,44.0,44.0,44.0,41.0,41.0
19,44.0,45.0,44.0,41.0,41.0
20,44.0,44.0,45.0,41.0,41.0
21,43.0,43.0,42.0,40.0,40.0
22,44.0,44.0,43.0,41.0,41.0
23,45.0,44.0,43.0,42.0,42.0
24,42.0,41.0,42.0,40.0,40.0
25,44.0,43.0,43.0,41.0,41.0
26,44.0,43.0,42.0,43.0,43.0
27,41.0,42.0,44.0,40.0,40.0
28,43.0,45.0,43.0,40.0,40.0
29,43.0,44.0,43.0,42.0,42.0
30,42.0,41.0,41.0,40.0,40.0
31,44.0,43.0,42.0,40.0,40.0
32,44.0,43.0,44.0,41.0,41.0
33,42.0,43.0,43.0,40.0,40.0
34,44.0,44.0,44.0,42.0,42.0
35,45.0,45.0,44.0,42.0,42.0
36,43.0,42.0,42.0,41.0,41.0
37,45.0,44.0,44.0,42.0,42.0
38,45.0,44.0,43.0,44.0,44.0
39,42.0,42.0,42.0,40.0,40.0
40,44.0,44.0,43.0,41.0,41.0
41,44.0,43.0,44.0,43.0,43.0
42,41.0,42.0,42.0,41.0,41.0
43,43.0,43.0,43.0,41.0,41.0
44,44.0,44.0,44.0,42.0,42.0
45,42.0,43.0,40.0,42.0,42.0
46,42.0,42.0,42.0,41.0,41.0
47,43.0,42.0,42.0,42.0,42.0
48,41.0,43.0,41.0,41.0,41.0
49,42.0,42.0,42.0,41.0,41.0
50,43.0,42.0,42.0,41.0,41.0
51,42.0,41.0,41.0,40.0,40.0
52,43.0,42.0,42.0,40.0,40.0
53,42.0,42.0,42.0,42.0,41.0
54,40.0,42.0,40.0,40.0,40.0
55,41.0,42.0,42.0,40.0,40.0
56,42.0,44.0,42.0,40.0,40.0
57,41.0,43.0,40.0,39.0,39.0
58,42.0,43.0,42.0,40.0,40.0
59,41.0,45.0,42.0,41.0,41.0
60,40.0,40.0,40.0,39.0,39.0
61,41.0,41.0,41.0,35.0,35.0
62,41.0,44.0,41.0,36.0,36.0
63,43.0,43.0,43.0,40.0,40.0
64,43.0,44.0,43.0,40.0,40.0
65,43.0,43.0,44.0,40.0,40.0
66,42.0,42.0,41.0,39.0,39.0
67,43.0,43.0,42.0,40.0,40.0
68,44.0,43.0,42.0,41.0,41.0
69,42.0,40.0,41.0,39.0,39.0
70,43.0,42.0,42.0,40.0,40.0
71,44.0,42.0,41.0,42.0,42.0
72,41.0,41.0,43.0,39.0,39.0
73,42.0,44.0,42.0,39.0,39.0
74,43.0,43.0,42.0,41.0,41.0
75,41.0,40.0,40.0,39.0,39.0
