Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,39.0,39.0,39.0,39.0,39.0,39.0,37.0
1,39.0,40.0,39.0,39.0,40.0,39.0,38.0
2,40.0,40.0,40.0,40.0,40.0,40.0,38.0
3,39.0,44.0,39.0,39.0,44.0,39.0,37.0
4,43.0,44.0,43.0,43.0,44.0,43.0,38.0
5,40.0,40.0,40.0,40.0,40.0,40.0,38.0
6,39.0,40.0,39.0,39.0,40.0,39.0,37.0
7,40.0,40.0,40.0,40.0,40.0,40.0,38.0
8,40.0,40.0,40.0,40.0,40.0,40.0,39.0
9,40.0,41.0,40.0,40.0,41.0,40.0,35.0
10,41.0,42.0,41.0,41.0,42.0,41.0,40.0
11,41.0,41.0,41.0,41.0,41.0,41.0,40.0
12,39.0,40.0,39.0,39.0,40.0,39.0,36.0
13,40.0,41.0,40.0,40.0,41.0,40.0,39.0
14,40.0,40.0,40.0,40.0,40.0,40.0,39.0
15,38.0,39.0,38.0,38.0,39.0,38.0,35.0
16,40.0,41.0,40.0,40.0,40.0,40.0,36.0
17,39.0,39.0,39.0,39.0,39.0,39.0,38.0
18,39.0,44.0,39.0,39.0,44.0,39.0,36.0
19,43.0,45.0,43.0,43.0,45.0,43.0,39.0
20,42.0,45.0,42.0,42.0,45.0,42.0,39.0
21,39.0,44.0,39.0,39.0,44.0,39.0,36.0
22,43.0,45.0,43.0,43.0,45.0,43.0,39.0
23,43.0,45.0,43.0,43.0,45.0,43.0,39.0
24,39.0,45.0,39.0,39.0,45.0,39.0,35.0
25,41.0,41.0,41.0,41.0,41.0,41.0,39.0
26,41.0,41.0,41.0,41.0,41.0,41.0,40.0
27,38.0,44.0,38.0,38.0,44.0,38.0,35.0
28,40.0,42.0,40.0,40.0,42.0,40.0,38.0
29,40.0,43.0,40.0,40.0,43.0,40.0,40.0
30,39.0,43.0,38.0,39.0,43.0,38.0,34.0
31,40.0,40.0,40.0,40.0,40.0,40.0,37.0
32,39.0,40.0,39.0,39.0,40.0,39.0,39.0
33,39.0,40.0,39.0,39.0,40.0,39.0,33.0
34,40.0,41.0,40.0,40.0,41.0,40.0,39.0
35,41.0,41.0,41.0,41.0,41.0,41.0,38.0
36,39.0,41.0,39.0,39.0,41.0,39.0,35.0
37,41.0,40.0,41.0,41.0,40.0,41.0,38.0
38,41.0,41.0,41.0,41.0,41.0,41.0,40.0
39,39.0,40.0,39.0,39.0,40.0,39.0,36.0
40,40.0,40.0,40.0,40.0,40.0,40.0,39.0
41,40.0,40.0,40.0,40.0,40.0,40.0,40.0
42,38.0,39.0,38.0,38.0,39.0,38.0,35.0
43,40.0,41.0,40.0,40.0,41.0,40.0,38.0
44,40.0,39.0,40.0,40.0,39.0,40.0,39.0
45,39.0,39.0,39.0,39.0,39.0,39.0,38.0
46,41.0,41.0,41.0,41.0,41.0,41.0,40.0
47,41.0,41.0,40.0,41.0,41.0,40.0,40.0
48,40.0,39.0,38.0,40.0,39.0,38.0,39.0
49,41.0,41.0,40.0,41.0,41.0,40.0,40.0
50,41.0,41.0,41.0,41.0,41.0,41.0,41.0
