Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,31.0,32.0,32.0,34.0,34.0,31.0
1,32.0,31.0,31.0,34.0,34.0,31.0
2,33.0,32.0,32.0,36.0,36.0,33.0
3,32.0,31.0,31.0,33.0,33.0,31.0
4,33.0,31.0,31.0,33.0,33.0,34.0
5,32.0,33.0,33.0,35.0,35.0,34.0
6,33.0,32.0,32.0,32.0,32.0,32.0
7,34.0,32.0,32.0,32.0,32.0,35.0
8,33.0,34.0,34.0,34.0,34.0,35.0
9,32.0,33.0,33.0,34.0,34.0,32.0
10,34.0,32.0,32.0,34.0,34.0,33.0
11,33.0,33.0,32.0,36.0,36.0,34.0
12,32.0,32.0,32.0,33.0,33.0,31.0
13,34.0,32.0,32.0,33.0,33.0,33.0
14,32.0,32.0,32.0,35.0,35.0,33.0
15,33.0,31.0,31.0,32.0,32.0,32.0
16,35.0,33.0,33.0,33.0,33.0,34.0
17,31.0,32.0,32.0,34.0,34.0,34.0
18,32.0,33.0,33.0,32.0,32.0,30.0
19,33.0,32.0,32.0,32.0,32.0,33.0
20,33.0,33.0,33.0,34.0,34.0,33.0
21,33.0,34.0,34.0,33.0,33.0,31.0
22,34.0,33.0,33.0,33.0,33.0,34.0
23,34.0,34.0,34.0,35.0,35.0,34.0
24,32.0,33.0,33.0,34.0,34.0,31.0
25,34.0,32.0,32.0,34.0,34.0,33.0
26,33.0,32.0,32.0,35.0,35.0,33.0
27,32.0,33.0,33.0,33.0,33.0,31.0
28,33.0,33.0,33.0,33.0,33.0,32.0
29,32.0,31.0,31.0,34.0,34.0,32.0
30,32.0,32.0,32.0,32.0,32.0,32.0
31,34.0,32.0,32.0,32.0,32.0,33.0
32,32.0,32.0,32.0,33.0,33.0,33.0
33,33.0,33.0,33.0,34.0,34.0,32.0
34,35.0,33.0,33.0,34.0,34.0,34.0
35,35.0,33.0,33.0,36.0,36.0,34.0
36,33.0,33.0,33.0,35.0,35.0,32.0
37,33.0,33.0,33.0,35.0,35.0,34.0
38,34.0,33.0,33.0,33.0,33.0,34.0
39,33.0,34.0,34.0,34.0,34.0,31.0
40,34.0,34.0,34.0,34.0,34.0,33.0
41,33.0,32.0,32.0,32.0,32.0,33.0
42,33.0,33.0,33.0,32.0,32.0,32.0
43,35.0,33.0,33.0,32.0,32.0,34.0
44,33.0,33.0,33.0,32.0,32.0,33.0
45,32.0,32.0,32.0,32.0,32.0,31.0
46,33.0,33.0,33.0,34.0,34.0,32.0
47,33.0,33.0,33.0,33.0,33.0,33.0
48,33.0,33.0,33.0,33.0,33.0,32.0
49,33.0,33.0,33.0,35.0,35.0,32.0
50,34.0,32.0,32.0,35.0,35.0,34.0
51,34.0,32.0,32.0,33.0,33.0,33.0
52,34.0,34.0,34.0,36.0,36.0,33.0
53,35.0,33.0,33.0,34.0,34.0,35.0
54,32.0,32.0,32.0,32.0,32.0,32.0
55,33.0,34.0,34.0,34.0,34.0,32.0
56,33.0,32.0,32.0,34.0,34.0,34.0
57,33.0,33.0,33.0,32.0,32.0,33.0
58,34.0,35.0,35.0,35.0,35.0,33.0
59,34.0,33.0,33.0,33.0,33.0,35.0
60,33.0,32.0,32.0,32.0,32.0,34.0
61,34.0,34.0,34.0,33.0,33.0,34.0
62,34.0,34.0,34.0,34.0,34.0,36.0
63,31.0,32.0,32.0,31.0,31.0,30.0
64,32.0,31.0,31.0,31.0,31.0,32.0
65,32.0,32.0,32.0,33.0,33.0,32.0
66,32.0,33.0,33.0,32.0,32.0,31.0
67,33.0,32.0,32.0,32.0,32.0,33.0
68,33.0,33.0,33.0,34.0,34.0,33.0
69,32.0,32.0,32.0,33.0,33.0,31.0
70,33.0,31.0,31.0,33.0,33.0,32.0
71,32.0,31.0,31.0,34.0,34.0,33.0
72,31.0,32.0,32.0,32.0,32.0,30.0
73,32.0,32.0,32.0,32.0,32.0,31.0
74,31.0,31.0,31.0,33.0,33.0,32.0
75,31.0,31.0,31.0,31.0,31.0,31.0
76,33.0,31.0,31.0,31.0,31.0,32.0
77,32.0,31.0,31.0,32.0,32.0,32.0
78,32.0,32.0,32.0,33.0,33.0,31.0
79,34.0,32.0,32.0,33.0,33.0,33.0
80,34.0,32.0,32.0,35.0,35.0,34.0
81,33.0,32.0,32.0,34.0,34.0,32.0
82,32.0,32.0,32.0,34.0,34.0,33.0
83,33.0,32.0,32.0,33.0,33.0,34.0
84,32.0,33.0,33.0,33.0,33.0,31.0
85,33.0,33.0,33.0,33.0,33.0,32.0
86,32.0,32.0,32.0,33.0,33.0,33.0
87,32.0,32.0,32.0,31.0,31.0,31.0
88,34.0,32.0,32.0,32.0,32.0,33.0
89,33.0,32.0,32.0,32.0,32.0,32.0
90,32.0,31.0,31.0,31.0,31.0,30.0
91,33.0,33.0,33.0,34.0,34.0,32.0
92,34.0,32.0,32.0,33.0,33.0,32.0
93,32.0,32.0,32.0,32.0,32.0,31.0
94,34.0,34.0,34.0,34.0,34.0,31.0
95,33.0,31.0,31.0,34.0,34.0,33.0
96,33.0,31.0,31.0,32.0,32.0,32.0
97,34.0,33.0,33.0,35.0,35.0,32.0
98,34.0,32.0,32.0,33.0,33.0,34.0
99,31.0,31.0,31.0,31.0,31.0,31.0
100,33.0,33.0,33.0,33.0,33.0,31.0
101,32.0,32.0,32.0,33.0,33.0,33.0
102,32.0,32.0,32.0,31.0,31.0,32.0
103,33.0,34.0,34.0,34.0,34.0,32.0
104,33.0,32.0,32.0,32.0,32.0,34.0
105,32.0,31.0,31.0,31.0,31.0,33.0
106,33.0,33.0,33.0,32.0,32.0,33.0
107,33.0,33.0,33.0,33.0,33.0,35.0
108,32.0,33.0,33.0,31.0,31.0,31.0
109,32.0,32.0,32.0,31.0,31.0,30.0
110,34.0,32.0,32.0,33.0,33.0,32.0
111,34.0,33.0,33.0,32.0,32.0,31.0
112,33.0,33.0,33.0,35.0,35.0,32.0
113,33.0,33.0,33.0,34.0,34.0,34.0
114,33.0,32.0,32.0,31.0,31.0,30.0
115,33.0,34.0,34.0,34.0,34.0,32.0
116,33.0,32.0,32.0,33.0,33.0,33.0
117,32.0,33.0,33.0,31.0,31.0,31.0
118,33.0,33.0,33.0,32.0,32.0,31.0
119,34.0,33.0,33.0,33.0,33.0,32.0
120,33.0,32.0,32.0,32.0,32.0,31.0
121,34.0,34.0,34.0,35.0,35.0,32.0
122,35.0,33.0,33.0,34.0,34.0,32.0
123,33.0,33.0,33.0,33.0,33.0,31.0
124,35.0,35.0,35.0,35.0,35.0,32.0
125,34.0,32.0,32.0,34.0,34.0,32.0
126,32.0,32.0,32.0,33.0,33.0,32.0
127,35.0,34.0,34.0,36.0,36.0,33.0
128,34.0,33.0,33.0,34.0,34.0,33.0
129,32.0,32.0,32.0,32.0,32.0,30.0
130,34.0,34.0,34.0,34.0,34.0,32.0
131,33.0,33.0,33.0,34.0,34.0,32.0
132,32.0,33.0,33.0,32.0,32.0,31.0
133,34.0,35.0,35.0,35.0,35.0,33.0
134,34.0,33.0,33.0,33.0,33.0,33.0
135,32.0,32.0,32.0,31.0,31.0,32.0
136,34.0,34.0,34.0,33.0,33.0,32.0
137,34.0,34.0,34.0,34.0,34.0,34.0
138,33.0,32.0,32.0,33.0,33.0,32.0
139,36.0,34.0,34.0,35.0,35.0,32.0
140,34.0,34.0,34.0,33.0,33.0,33.0
141,32.0,34.0,34.0,34.0,34.0,33.0
142,35.0,35.0,35.0,35.0,35.0,33.0
143,35.0,35.0,35.0,35.0,35.0,35.0
144,33.0,33.0,33.0,33.0,33.0,34.0
145,35.0,35.0,35.0,36.0,36.0,34.0
146,36.0,34.0,34.0,35.0,35.0,36.0
147,33.0,33.0,33.0,33.0,33.0,33.0
148,36.0,35.0,35.0,35.0,35.0,33.0
149,35.0,34.0,34.0,35.0,35.0,35.0
150,34.0,34.0,34.0,34.0,34.0,34.0
151,36.0,36.0,36.0,36.0,36.0,34.0
152,36.0,34.0,34.0,36.0,36.0,36.0
153,33.0,33.0,33.0,33.0,33.0,33.0
154,35.0,35.0,35.0,36.0,36.0,34.0
155,35.0,35.0,35.0,34.0,34.0,35.0
156,32.0,32.0,32.0,32.0,32.0,32.0
157,35.0,34.0,34.0,34.0,34.0,32.0
158,34.0,33.0,33.0,34.0,34.0,34.0
159,33.0,33.0,33.0,33.0,33.0,33.0
160,35.0,35.0,35.0,35.0,35.0,33.0
161,35.0,33.0,33.0,35.0,35.0,35.0
162,32.0,34.0,34.0,32.0,32.0,33.0
163,34.0,36.0,36.0,35.0,35.0,33.0
164,34.0,34.0,34.0,34.0,34.0,35.0
165,31.0,32.0,32.0,31.0,31.0,33.0
166,33.0,34.0,34.0,33.0,33.0,34.0
167,33.0,34.0,34.0,34.0,34.0,35.0
