Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,39.0,45.0,44.0,45.0,44.0
1,47.0,44.0,46.0,44.0,41.0
2,41.0,43.0,42.0,46.0,44.0
3,44.0,45.0,44.0,45.0,45.0
4,46.0,47.0,47.0,47.0,47.0
5,45.0,47.0,45.0,47.0,47.0
6,44.0,46.0,44.0,46.0,46.0
7,41.0,48.0,48.0,48.0,48.0
8,46.0,48.0,46.0,48.0,48.0
9,40.0,46.0,42.0,46.0,46.0
10,40.0,45.0,44.0,44.0,44.0
11,42.0,43.0,43.0,44.0,43.0
12,44.0,45.0,44.0,45.0,45.0
13,46.0,44.0,47.0,43.0,43.0
14,46.0,42.0,46.0,43.0,42.0
15,41.0,46.0,45.0,46.0,46.0
16,42.0,45.0,48.0,42.0,41.0
17,47.0,43.0,47.0,44.0,41.0
18,45.0,46.0,43.0,46.0,46.0
19,45.0,46.0,46.0,46.0,46.0
20,47.0,48.0,46.0,48.0,48.0
21,46.0,47.0,44.0,47.0,47.0
22,46.0,47.0,47.0,47.0,47.0
23,48.0,49.0,47.0,49.0,49.0
24,47.0,48.0,44.0,48.0,48.0
25,40.0,47.0,46.0,45.0,47.0
26,45.0,43.0,46.0,45.0,44.0
27,46.0,47.0,44.0,47.0,47.0
28,45.0,46.0,46.0,44.0,46.0
29,47.0,42.0,46.0,44.0,43.0
30,44.0,45.0,45.0,45.0,45.0
31,46.0,45.0,47.0,41.0,45.0
32,46.0,43.0,47.0,44.0,43.0
33,45.0,45.0,42.0,46.0,47.0
34,47.0,47.0,44.0,48.0,47.0
35,47.0,47.0,48.0,48.0,49.0
36,48.0,45.0,45.0,49.0,49.0
37,40.0,45.0,47.0,45.0,47.0
38,46.0,44.0,47.0,45.0,45.0
39,47.0,44.0,44.0,48.0,48.0
40,46.0,44.0,46.0,44.0,46.0
41,48.0,43.0,47.0,44.0,44.0
42,45.0,45.0,42.0,46.0,46.0
43,47.0,43.0,44.0,41.0,45.0
44,44.0,44.0,48.0,44.0,44.0
45,41.0,42.0,46.0,41.0,41.0
46,47.0,43.0,48.0,46.0,42.0
47,42.0,44.0,44.0,45.0,42.0
48,47.0,46.0,45.0,40.0,43.0
49,46.0,45.0,47.0,45.0,45.0
50,47.0,43.0,47.0,44.0,44.0
51,43.0,47.0,46.0,41.0,44.0
52,42.0,46.0,48.0,46.0,46.0
