Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,59.0,59.0,57.0,59.0,59.0,61.0,55.0,61.0,61.0,53.0,56.0,57.0
1,55.0,55.0,57.0,56.0,55.0,58.0,51.0,63.0,63.0,45.0,53.0,54.0
2,56.0,56.0,58.0,51.0,54.0,60.0,55.0,65.0,63.0,48.0,51.0,54.0
3,65.0,65.0,67.0,62.0,64.0,63.0,66.0,62.0,61.0,61.0,60.0,57.0
4,60.0,60.0,58.0,65.0,65.0,58.0,57.0,64.0,63.0,53.0,57.0,57.0
5,60.0,60.0,60.0,60.0,60.0,59.0,62.0,66.0,63.0,57.0,58.0,58.0
6,66.0,66.0,62.0,61.0,61.0,64.0,62.0,61.0,57.0,62.0,58.0,58.0
7,61.0,61.0,59.0,61.0,61.0,58.0,56.0,63.0,58.0,54.0,58.0,58.0
8,61.0,61.0,61.0,61.0,61.0,58.0,58.0,63.0,60.0,58.0,59.0,59.0
9,59.0,59.0,63.0,58.0,58.0,58.0,62.0,61.0,56.0,61.0,61.0,62.0
10,55.0,55.0,57.0,55.0,55.0,59.0,56.0,63.0,59.0,53.0,58.0,58.0
11,56.0,56.0,57.0,51.0,53.0,59.0,58.0,65.0,60.0,53.0,53.0,58.0
12,65.0,65.0,67.0,59.0,59.0,63.0,66.0,66.0,64.0,65.0,65.0,66.0
13,57.0,57.0,59.0,55.0,58.0,60.0,60.0,62.0,58.0,57.0,62.0,62.0
14,58.0,58.0,60.0,55.0,54.0,60.0,62.0,64.0,59.0,57.0,57.0,62.0
15,66.0,66.0,57.0,60.0,60.0,64.0,56.0,67.0,65.0,55.0,56.0,56.0
16,58.0,57.0,57.0,56.0,59.0,60.0,50.0,63.0,58.0,47.0,53.0,53.0
17,59.0,59.0,57.0,56.0,55.0,60.0,52.0,63.0,60.0,47.0,50.0,55.0
18,67.0,67.0,66.0,61.0,63.0,62.0,65.0,61.0,60.0,65.0,59.0,56.0
19,61.0,61.0,63.0,64.0,65.0,57.0,61.0,63.0,62.0,61.0,59.0,56.0
20,61.0,60.0,59.0,63.0,63.0,58.0,62.0,67.0,62.0,62.0,60.0,57.0
21,68.0,68.0,61.0,61.0,64.0,63.0,62.0,62.0,57.0,66.0,57.0,57.0
22,62.0,62.0,64.0,65.0,65.0,58.0,62.0,64.0,59.0,62.0,60.0,57.0
23,62.0,61.0,60.0,64.0,64.0,58.0,63.0,64.0,62.0,63.0,61.0,58.0
24,59.0,59.0,65.0,60.0,62.0,62.0,61.0,62.0,57.0,65.0,65.0,61.0
25,54.0,54.0,59.0,64.0,64.0,58.0,63.0,64.0,58.0,62.0,62.0,62.0
26,55.0,55.0,58.0,60.0,60.0,58.0,62.0,66.0,62.0,62.0,62.0,62.0
27,67.0,67.0,69.0,63.0,63.0,63.0,65.0,67.0,63.0,70.0,69.0,65.0
28,61.0,61.0,63.0,63.0,63.0,64.0,67.0,63.0,57.0,66.0,66.0,66.0
29,60.0,60.0,62.0,62.0,63.0,64.0,66.0,65.0,61.0,66.0,66.0,66.0
30,68.0,68.0,58.0,64.0,64.0,64.0,60.0,68.0,64.0,60.0,58.0,55.0
31,62.0,62.0,57.0,64.0,64.0,64.0,57.0,64.0,58.0,56.0,55.0,55.0
32,61.0,61.0,56.0,63.0,64.0,64.0,56.0,64.0,62.0,56.0,55.0,55.0
33,63.0,63.0,51.0,59.0,59.0,64.0,63.0,59.0,57.0,63.0,50.0,51.0
34,57.0,56.0,58.0,61.0,61.0,57.0,63.0,61.0,58.0,63.0,56.0,56.0
35,57.0,56.0,53.0,61.0,61.0,57.0,64.0,61.0,59.0,64.0,57.0,57.0
36,55.0,55.0,61.0,59.0,59.0,63.0,62.0,59.0,56.0,62.0,61.0,62.0
37,55.0,55.0,60.0,61.0,61.0,58.0,63.0,61.0,59.0,63.0,63.0,63.0
38,54.0,54.0,59.0,61.0,61.0,58.0,63.0,61.0,60.0,63.0,63.0,63.0
39,63.0,63.0,65.0,64.0,64.0,63.0,65.0,64.0,64.0,66.0,65.0,66.0
40,62.0,62.0,64.0,60.0,60.0,65.0,67.0,60.0,58.0,67.0,67.0,67.0
41,61.0,61.0,63.0,60.0,60.0,65.0,67.0,60.0,59.0,67.0,67.0,67.0
42,64.0,64.0,54.0,65.0,65.0,64.0,61.0,65.0,65.0,61.0,54.0,55.0
43,63.0,63.0,58.0,61.0,61.0,65.0,57.0,61.0,58.0,57.0,56.0,56.0
44,62.0,62.0,57.0,61.0,61.0,65.0,57.0,61.0,58.0,57.0,56.0,56.0
45,54.0,54.0,52.0,58.0,58.0,57.0,60.0,55.0,58.0,61.0,61.0,61.0
46,52.0,52.0,57.0,52.0,53.0,53.0,50.0,58.0,60.0,53.0,57.0,57.0
47,51.0,52.0,54.0,48.0,52.0,56.0,52.0,59.0,60.0,53.0,52.0,57.0
48,56.0,56.0,58.0,58.0,58.0,64.0,64.0,58.0,64.0,65.0,65.0,65.0
49,59.0,59.0,61.0,51.0,53.0,59.0,54.0,57.0,59.0,57.0,61.0,61.0
50,58.0,58.0,58.0,51.0,54.0,60.0,56.0,58.0,59.0,57.0,56.0,61.0
51,55.0,55.0,59.0,59.0,59.0,64.0,62.0,59.0,64.0,61.0,61.0,61.0
52,60.0,60.0,55.0,52.0,54.0,59.0,52.0,56.0,59.0,53.0,51.0,55.0
53,57.0,57.0,56.0,52.0,53.0,60.0,54.0,57.0,59.0,53.0,52.0,57.0
