Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,47.0,47.0,48.0,47.0,48.0,48.0,44.0,42.0,47.0,48.0,49.0,45.0
1,43.0,42.0,44.0,48.0,48.0,48.0,46.0,44.0,48.0,45.0,44.0,46.0
2,46.0,46.0,47.0,52.0,52.0,52.0,49.0,47.0,52.0,50.0,48.0,49.0
3,47.0,47.0,48.0,48.0,54.0,48.0,48.0,42.0,48.0,48.0,49.0,49.0
4,46.0,46.0,47.0,52.0,51.0,51.0,50.0,47.0,52.0,49.0,48.0,50.0
5,46.0,46.0,47.0,52.0,52.0,52.0,53.0,47.0,52.0,54.0,48.0,53.0
6,42.0,48.0,43.0,48.0,50.0,48.0,49.0,43.0,48.0,48.0,44.0,45.0
7,46.0,46.0,47.0,52.0,52.0,52.0,49.0,47.0,52.0,50.0,48.0,49.0
8,46.0,46.0,47.0,49.0,52.0,49.0,49.0,47.0,52.0,50.0,48.0,46.0
9,47.0,46.0,47.0,48.0,48.0,48.0,45.0,47.0,48.0,47.0,44.0,45.0
10,48.0,43.0,48.0,48.0,52.0,48.0,49.0,48.0,52.0,49.0,48.0,46.0
11,52.0,47.0,52.0,52.0,52.0,52.0,49.0,52.0,52.0,49.0,48.0,49.0
12,47.0,47.0,46.0,47.0,47.0,47.0,44.0,46.0,47.0,47.0,43.0,45.0
13,48.0,48.0,47.0,47.0,51.0,47.0,48.0,47.0,51.0,48.0,47.0,46.0
14,52.0,52.0,51.0,51.0,51.0,51.0,48.0,51.0,51.0,48.0,47.0,48.0
15,42.0,47.0,42.0,47.0,47.0,47.0,44.0,42.0,47.0,47.0,43.0,45.0
16,43.0,48.0,43.0,47.0,47.0,47.0,45.0,43.0,47.0,49.0,44.0,46.0
17,47.0,52.0,47.0,48.0,48.0,48.0,45.0,47.0,48.0,45.0,47.0,46.0
18,46.0,47.0,47.0,47.0,54.0,47.0,52.0,41.0,47.0,48.0,48.0,49.0
19,46.0,46.0,47.0,52.0,50.0,50.0,52.0,47.0,52.0,53.0,48.0,52.0
20,46.0,46.0,47.0,51.0,51.0,52.0,53.0,47.0,51.0,54.0,48.0,53.0
21,46.0,48.0,47.0,48.0,54.0,47.0,53.0,42.0,48.0,48.0,48.0,49.0
22,46.0,46.0,47.0,52.0,51.0,51.0,53.0,47.0,52.0,52.0,48.0,53.0
23,46.0,46.0,47.0,49.0,51.0,52.0,53.0,47.0,51.0,54.0,48.0,50.0
24,47.0,46.0,47.0,47.0,47.0,47.0,49.0,47.0,47.0,49.0,44.0,49.0
25,51.0,46.0,51.0,51.0,51.0,52.0,53.0,51.0,51.0,53.0,48.0,50.0
26,52.0,47.0,52.0,51.0,51.0,51.0,53.0,52.0,51.0,53.0,48.0,53.0
27,47.0,47.0,46.0,46.0,46.0,46.0,48.0,46.0,46.0,48.0,43.0,49.0
28,51.0,51.0,50.0,50.0,50.0,51.0,52.0,50.0,50.0,52.0,47.0,50.0
29,52.0,52.0,51.0,50.0,50.0,50.0,52.0,51.0,50.0,52.0,47.0,52.0
30,42.0,47.0,42.0,47.0,46.0,46.0,48.0,42.0,47.0,48.0,43.0,49.0
31,46.0,51.0,46.0,51.0,48.0,48.0,49.0,46.0,51.0,49.0,46.0,50.0
32,47.0,52.0,47.0,51.0,51.0,51.0,49.0,47.0,51.0,48.0,48.0,50.0
33,47.0,49.0,48.0,47.0,48.0,48.0,48.0,43.0,47.0,47.0,49.0,45.0
34,46.0,46.0,47.0,49.0,49.0,49.0,51.0,47.0,49.0,50.0,48.0,46.0
35,45.0,45.0,45.0,49.0,49.0,49.0,47.0,47.0,49.0,49.0,48.0,46.0
36,48.0,46.0,48.0,47.0,47.0,47.0,44.0,48.0,47.0,47.0,44.0,44.0
37,52.0,47.0,52.0,48.0,48.0,48.0,47.0,52.0,48.0,48.0,48.0,46.0
38,49.0,46.0,49.0,48.0,48.0,48.0,47.0,52.0,48.0,48.0,48.0,46.0
39,48.0,48.0,47.0,46.0,46.0,46.0,44.0,47.0,46.0,47.0,43.0,44.0
40,52.0,52.0,51.0,47.0,47.0,47.0,49.0,51.0,47.0,49.0,47.0,46.0
41,49.0,49.0,48.0,51.0,51.0,51.0,48.0,51.0,51.0,48.0,47.0,48.0
42,43.0,48.0,43.0,47.0,47.0,47.0,44.0,43.0,47.0,47.0,44.0,44.0
43,47.0,52.0,47.0,48.0,48.0,48.0,50.0,47.0,48.0,50.0,47.0,46.0
44,46.0,49.0,47.0,52.0,52.0,52.0,49.0,47.0,52.0,49.0,48.0,49.0
45,48.0,47.0,48.0,47.0,47.0,47.0,44.0,48.0,47.0,48.0,43.0,45.0
46,48.0,43.0,48.0,48.0,48.0,48.0,45.0,52.0,48.0,45.0,47.0,46.0
47,52.0,47.0,52.0,52.0,52.0,52.0,49.0,52.0,52.0,48.0,48.0,49.0
48,48.0,48.0,47.0,47.0,47.0,47.0,44.0,47.0,47.0,48.0,44.0,45.0
49,48.0,48.0,48.0,51.0,51.0,51.0,48.0,51.0,51.0,48.0,48.0,48.0
50,52.0,52.0,51.0,52.0,52.0,52.0,49.0,51.0,52.0,48.0,48.0,49.0
51,47.0,48.0,47.0,47.0,47.0,47.0,44.0,47.0,47.0,48.0,44.0,45.0
52,47.0,48.0,47.0,52.0,52.0,52.0,49.0,47.0,52.0,47.0,48.0,49.0
53,48.0,52.0,48.0,48.0,52.0,48.0,49.0,48.0,52.0,48.0,48.0,46.0
54,47.0,47.0,46.0,46.0,46.0,46.0,43.0,46.0,46.0,47.0,43.0,44.0
55,47.0,47.0,47.0,50.0,50.0,50.0,48.0,50.0,50.0,48.0,47.0,47.0
56,51.0,51.0,50.0,51.0,51.0,51.0,48.0,50.0,51.0,47.0,47.0,48.0
57,47.0,47.0,46.0,46.0,46.0,46.0,43.0,46.0,46.0,47.0,43.0,44.0
58,47.0,47.0,47.0,51.0,51.0,51.0,49.0,47.0,51.0,48.0,47.0,48.0
59,48.0,51.0,47.0,48.0,51.0,48.0,48.0,47.0,51.0,47.0,47.0,46.0
60,42.0,47.0,42.0,46.0,46.0,46.0,43.0,42.0,46.0,47.0,43.0,44.0
61,42.0,47.0,43.0,48.0,48.0,48.0,50.0,43.0,48.0,47.0,43.0,46.0
62,43.0,48.0,43.0,47.0,47.0,47.0,45.0,43.0,47.0,43.0,43.0,46.0
63,45.0,46.0,46.0,46.0,53.0,46.0,51.0,41.0,46.0,47.0,47.0,48.0
64,46.0,46.0,47.0,51.0,49.0,49.0,53.0,47.0,51.0,53.0,48.0,51.0
65,45.0,45.0,46.0,50.0,50.0,51.0,52.0,48.0,50.0,53.0,48.0,52.0
66,45.0,47.0,46.0,47.0,53.0,46.0,52.0,41.0,47.0,47.0,47.0,48.0
67,47.0,47.0,48.0,51.0,50.0,50.0,54.0,48.0,51.0,53.0,49.0,52.0
68,45.0,45.0,46.0,48.0,50.0,52.0,52.0,49.0,50.0,53.0,48.0,49.0
69,46.0,45.0,46.0,46.0,46.0,46.0,48.0,46.0,46.0,48.0,43.0,48.0
70,50.0,45.0,50.0,50.0,50.0,51.0,52.0,50.0,50.0,52.0,48.0,49.0
71,51.0,46.0,51.0,50.0,50.0,51.0,52.0,51.0,50.0,52.0,47.0,52.0
72,46.0,46.0,45.0,45.0,45.0,45.0,47.0,45.0,45.0,47.0,42.0,48.0
73,50.0,50.0,49.0,49.0,49.0,50.0,52.0,52.0,49.0,51.0,47.0,49.0
74,51.0,51.0,50.0,49.0,49.0,50.0,51.0,50.0,49.0,51.0,47.0,51.0
75,41.0,46.0,41.0,46.0,45.0,45.0,47.0,41.0,46.0,47.0,42.0,48.0
76,46.0,50.0,47.0,50.0,47.0,47.0,53.0,47.0,50.0,50.0,48.0,49.0
77,46.0,51.0,47.0,50.0,50.0,51.0,52.0,47.0,50.0,47.0,48.0,52.0
78,46.0,48.0,47.0,46.0,47.0,47.0,47.0,42.0,46.0,46.0,48.0,49.0
79,48.0,48.0,49.0,52.0,48.0,49.0,55.0,49.0,52.0,52.0,50.0,50.0
80,44.0,44.0,44.0,48.0,48.0,52.0,50.0,50.0,48.0,48.0,48.0,50.0
81,47.0,45.0,47.0,46.0,46.0,46.0,48.0,47.0,46.0,46.0,43.0,48.0
82,51.0,46.0,51.0,51.0,47.0,52.0,49.0,51.0,51.0,51.0,48.0,50.0
83,48.0,45.0,48.0,48.0,47.0,51.0,49.0,51.0,48.0,48.0,47.0,50.0
84,47.0,47.0,46.0,45.0,45.0,45.0,47.0,46.0,45.0,46.0,42.0,48.0
85,51.0,51.0,50.0,50.0,46.0,51.0,53.0,53.0,50.0,50.0,48.0,50.0
86,48.0,48.0,47.0,50.0,50.0,50.0,52.0,50.0,50.0,48.0,47.0,52.0
87,42.0,47.0,42.0,46.0,46.0,46.0,48.0,42.0,46.0,46.0,43.0,48.0
88,47.0,51.0,48.0,51.0,47.0,48.0,54.0,48.0,51.0,51.0,49.0,50.0
89,46.0,48.0,47.0,51.0,51.0,51.0,53.0,47.0,51.0,48.0,48.0,53.0
90,47.0,46.0,47.0,46.0,46.0,46.0,48.0,47.0,46.0,47.0,42.0,49.0
91,47.0,42.0,47.0,52.0,47.0,51.0,49.0,51.0,52.0,47.0,46.0,50.0
92,51.0,46.0,51.0,51.0,51.0,51.0,53.0,51.0,51.0,47.0,47.0,53.0
93,47.0,47.0,46.0,46.0,46.0,46.0,48.0,46.0,46.0,47.0,43.0,49.0
94,47.0,47.0,47.0,52.0,50.0,52.0,52.0,50.0,52.0,47.0,47.0,52.0
95,51.0,51.0,50.0,51.0,51.0,51.0,53.0,50.0,51.0,47.0,47.0,53.0
96,46.0,47.0,46.0,46.0,46.0,46.0,48.0,46.0,46.0,47.0,43.0,49.0
97,47.0,47.0,47.0,52.0,51.0,51.0,53.0,48.0,52.0,47.0,47.0,53.0
98,51.0,51.0,51.0,47.0,51.0,48.0,53.0,51.0,51.0,47.0,47.0,50.0
99,46.0,46.0,45.0,45.0,45.0,45.0,47.0,45.0,45.0,46.0,42.0,48.0
100,46.0,46.0,46.0,51.0,49.0,51.0,52.0,51.0,51.0,47.0,46.0,51.0
101,50.0,50.0,49.0,50.0,50.0,50.0,52.0,49.0,50.0,46.0,47.0,52.0
102,46.0,46.0,45.0,45.0,45.0,45.0,47.0,45.0,45.0,46.0,42.0,48.0
103,47.0,47.0,46.0,51.0,50.0,51.0,53.0,52.0,51.0,47.0,47.0,52.0
104,51.0,51.0,50.0,47.0,50.0,47.0,52.0,50.0,50.0,46.0,47.0,50.0
105,41.0,46.0,41.0,45.0,45.0,45.0,47.0,41.0,45.0,46.0,42.0,48.0
106,46.0,47.0,47.0,51.0,47.0,47.0,54.0,47.0,51.0,46.0,48.0,50.0
107,46.0,51.0,46.0,47.0,47.0,47.0,49.0,46.0,47.0,44.0,46.0,50.0
108,41.0,48.0,42.0,41.0,42.0,42.0,41.0,41.0,41.0,42.0,42.0,42.0
109,49.0,49.0,50.0,49.0,44.0,50.0,50.0,50.0,47.0,49.0,51.0,44.0
110,44.0,44.0,45.0,44.0,44.0,48.0,45.0,51.0,43.0,44.0,46.0,43.0
111,47.0,46.0,47.0,41.0,42.0,42.0,42.0,47.0,41.0,43.0,43.0,41.0
112,49.0,44.0,49.0,46.0,44.0,48.0,44.0,50.0,46.0,47.0,45.0,43.0
113,49.0,44.0,49.0,43.0,44.0,47.0,44.0,49.0,43.0,44.0,45.0,43.0
114,47.0,47.0,46.0,41.0,42.0,42.0,42.0,46.0,41.0,42.0,43.0,41.0
115,49.0,49.0,48.0,47.0,43.0,48.0,48.0,54.0,46.0,48.0,49.0,43.0
