Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,45.0,45.0,39.0,39.0,45.0,45.0,39.0,39.0,39.0,46.0,46.0,45.0,43.0,39.0,39.0,42.0
1,46.0,46.0,37.0,37.0,46.0,46.0,38.0,37.0,38.0,48.0,48.0,46.0,44.0,37.0,38.0,42.0
2,46.0,46.0,37.0,37.0,49.0,49.0,38.0,37.0,38.0,49.0,49.0,49.0,39.0,37.0,38.0,39.0
3,46.0,46.0,40.0,40.0,46.0,46.0,40.0,39.0,40.0,46.0,46.0,45.0,43.0,39.0,40.0,42.0
4,46.0,46.0,45.0,45.0,48.0,48.0,45.0,43.0,45.0,48.0,48.0,48.0,47.0,43.0,45.0,47.0
5,51.0,51.0,40.0,40.0,49.0,49.0,40.0,40.0,40.0,49.0,49.0,49.0,44.0,40.0,40.0,43.0
6,46.0,46.0,40.0,40.0,46.0,46.0,40.0,39.0,40.0,46.0,46.0,45.0,43.0,39.0,40.0,42.0
7,46.0,46.0,45.0,45.0,49.0,49.0,45.0,43.0,45.0,49.0,49.0,49.0,47.0,43.0,45.0,47.0
8,51.0,51.0,40.0,40.0,49.0,49.0,40.0,40.0,40.0,49.0,49.0,49.0,44.0,40.0,40.0,43.0
9,45.0,45.0,44.0,44.0,46.0,46.0,44.0,43.0,44.0,45.0,45.0,45.0,46.0,43.0,44.0,46.0
10,50.0,50.0,41.0,41.0,49.0,49.0,42.0,42.0,42.0,49.0,49.0,49.0,48.0,42.0,42.0,48.0
11,45.0,45.0,40.0,40.0,49.0,49.0,41.0,41.0,41.0,49.0,49.0,49.0,44.0,41.0,41.0,43.0
12,44.0,44.0,43.0,43.0,46.0,46.0,43.0,42.0,43.0,44.0,44.0,44.0,45.0,42.0,43.0,45.0
13,49.0,49.0,40.0,40.0,48.0,48.0,41.0,41.0,41.0,48.0,48.0,48.0,47.0,41.0,41.0,47.0
14,44.0,44.0,39.0,39.0,48.0,48.0,40.0,40.0,40.0,48.0,48.0,48.0,44.0,40.0,40.0,43.0
15,44.0,44.0,39.0,39.0,46.0,46.0,39.0,38.0,39.0,45.0,45.0,45.0,43.0,38.0,39.0,42.0
16,45.0,45.0,36.0,36.0,46.0,46.0,37.0,37.0,37.0,47.0,47.0,45.0,43.0,37.0,37.0,43.0
17,45.0,45.0,37.0,37.0,46.0,46.0,38.0,37.0,38.0,47.0,47.0,46.0,44.0,37.0,38.0,42.0
18,46.0,46.0,40.0,40.0,46.0,46.0,40.0,39.0,40.0,45.0,45.0,45.0,43.0,39.0,40.0,42.0
19,46.0,46.0,44.0,44.0,48.0,48.0,44.0,43.0,44.0,48.0,48.0,48.0,47.0,43.0,44.0,47.0
20,50.0,50.0,43.0,43.0,49.0,49.0,43.0,43.0,43.0,49.0,49.0,49.0,44.0,43.0,43.0,43.0
21,46.0,46.0,40.0,40.0,46.0,46.0,40.0,39.0,40.0,46.0,46.0,45.0,43.0,39.0,40.0,42.0
22,47.0,47.0,44.0,44.0,49.0,49.0,44.0,44.0,44.0,49.0,49.0,49.0,47.0,44.0,44.0,47.0
23,50.0,50.0,43.0,43.0,49.0,49.0,43.0,43.0,43.0,49.0,49.0,49.0,44.0,43.0,43.0,43.0
