Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,47.0,42.0,43.0,43.0,46.0,47.0,42.0,46.0,42.0,46.0
1,48.0,47.0,44.0,44.0,44.0,48.0,47.0,43.0,47.0,44.0
2,48.0,43.0,47.0,47.0,47.0,48.0,43.0,43.0,43.0,44.0
3,46.0,46.0,47.0,47.0,50.0,46.0,47.0,48.0,46.0,47.0
4,47.0,47.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,48.0
5,49.0,48.0,48.0,48.0,51.0,47.0,48.0,48.0,48.0,48.0
6,46.0,41.0,42.0,42.0,46.0,47.0,41.0,46.0,41.0,46.0
7,48.0,43.0,44.0,44.0,43.0,48.0,43.0,43.0,43.0,44.0
8,49.0,46.0,47.0,47.0,47.0,48.0,46.0,46.0,46.0,44.0
9,46.0,46.0,46.0,46.0,46.0,47.0,47.0,46.0,46.0,47.0
10,49.0,48.0,48.0,48.0,43.0,48.0,48.0,46.0,48.0,44.0
11,48.0,48.0,48.0,48.0,47.0,48.0,49.0,43.0,48.0,44.0
12,46.0,46.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0
13,48.0,47.0,47.0,47.0,46.0,50.0,47.0,47.0,47.0,47.0
14,48.0,48.0,48.0,48.0,50.0,50.0,48.0,47.0,48.0,47.0
15,45.0,41.0,43.0,43.0,46.0,47.0,41.0,47.0,41.0,46.0
16,47.0,43.0,44.0,44.0,47.0,50.0,43.0,48.0,43.0,48.0
17,48.0,47.0,44.0,44.0,51.0,50.0,47.0,48.0,47.0,48.0
18,46.0,46.0,46.0,46.0,49.0,49.0,46.0,49.0,46.0,46.0
19,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
20,51.0,51.0,51.0,51.0,51.0,50.0,51.0,50.0,51.0,48.0
21,46.0,46.0,46.0,46.0,49.0,50.0,46.0,50.0,46.0,46.0
22,48.0,48.0,48.0,48.0,46.0,48.0,48.0,48.0,48.0,47.0
23,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,51.0,47.0
24,47.0,50.0,50.0,50.0,49.0,46.0,50.0,49.0,50.0,50.0
25,51.0,51.0,51.0,51.0,47.0,48.0,51.0,50.0,51.0,47.0
26,52.0,52.0,52.0,52.0,52.0,47.0,52.0,48.0,52.0,48.0
27,46.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
28,50.0,50.0,50.0,50.0,50.0,51.0,50.0,51.0,50.0,50.0
29,51.0,51.0,51.0,51.0,53.0,50.0,51.0,50.0,51.0,51.0
30,45.0,45.0,45.0,45.0,50.0,49.0,45.0,50.0,45.0,50.0
31,48.0,48.0,48.0,48.0,51.0,51.0,48.0,52.0,48.0,51.0
32,47.0,47.0,47.0,47.0,52.0,50.0,47.0,51.0,47.0,52.0
33,47.0,40.0,41.0,41.0,45.0,47.0,41.0,45.0,40.0,45.0
34,49.0,43.0,42.0,42.0,42.0,48.0,43.0,42.0,43.0,42.0
35,49.0,46.0,47.0,47.0,46.0,48.0,46.0,46.0,46.0,44.0
36,46.0,46.0,46.0,46.0,45.0,47.0,46.0,45.0,46.0,46.0
37,49.0,47.0,47.0,47.0,43.0,49.0,47.0,46.0,47.0,44.0
38,52.0,52.0,52.0,52.0,47.0,48.0,52.0,47.0,52.0,44.0
39,45.0,45.0,45.0,45.0,45.0,46.0,45.0,45.0,45.0,45.0
40,48.0,48.0,46.0,46.0,46.0,49.0,48.0,46.0,48.0,46.0
41,51.0,51.0,51.0,51.0,50.0,48.0,51.0,50.0,51.0,47.0
