Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,43.0,42.0,43.0,42.0,42.0,43.0,42.0,42.0,43.0,39.0,39.0,42.0,43.0,44.0
1,44.0,44.0,45.0,44.0,44.0,45.0,43.0,44.0,45.0,40.0,40.0,43.0,44.0,45.0
2,43.0,44.0,45.0,44.0,44.0,45.0,44.0,44.0,43.0,38.0,38.0,46.0,46.0,45.0
3,42.0,43.0,43.0,42.0,43.0,43.0,42.0,42.0,43.0,43.0,43.0,42.0,47.0,47.0
4,48.0,48.0,48.0,44.0,48.0,48.0,44.0,44.0,48.0,44.0,44.0,43.0,48.0,48.0
5,44.0,45.0,46.0,48.0,45.0,45.0,48.0,48.0,45.0,40.0,40.0,48.0,45.0,46.0
6,42.0,43.0,43.0,42.0,43.0,43.0,43.0,42.0,43.0,43.0,43.0,42.0,47.0,47.0
7,48.0,48.0,48.0,44.0,48.0,48.0,44.0,44.0,48.0,44.0,44.0,43.0,48.0,48.0
8,44.0,45.0,46.0,48.0,45.0,45.0,48.0,48.0,45.0,40.0,40.0,48.0,45.0,46.0
9,43.0,43.0,44.0,43.0,43.0,44.0,43.0,43.0,44.0,43.0,43.0,42.0,44.0,44.0
10,45.0,45.0,45.0,45.0,45.0,45.0,44.0,45.0,45.0,44.0,44.0,43.0,45.0,46.0
11,43.0,45.0,46.0,45.0,45.0,46.0,45.0,45.0,43.0,40.0,40.0,44.0,46.0,46.0
12,42.0,42.0,43.0,42.0,42.0,43.0,43.0,42.0,43.0,43.0,43.0,42.0,43.0,43.0
13,44.0,44.0,44.0,44.0,44.0,44.0,48.0,44.0,44.0,44.0,44.0,47.0,48.0,48.0
14,44.0,44.0,45.0,44.0,44.0,45.0,48.0,44.0,45.0,40.0,40.0,48.0,45.0,45.0
15,43.0,43.0,44.0,43.0,43.0,44.0,42.0,43.0,44.0,39.0,39.0,42.0,44.0,44.0
16,45.0,45.0,45.0,45.0,45.0,45.0,44.0,45.0,45.0,40.0,40.0,43.0,45.0,45.0
17,44.0,45.0,46.0,45.0,45.0,46.0,44.0,45.0,45.0,40.0,39.0,44.0,45.0,46.0
18,42.0,43.0,43.0,42.0,43.0,43.0,42.0,42.0,43.0,42.0,42.0,42.0,46.0,46.0
19,47.0,47.0,47.0,44.0,47.0,47.0,44.0,44.0,47.0,44.0,44.0,43.0,47.0,47.0
20,44.0,45.0,46.0,48.0,45.0,45.0,48.0,48.0,45.0,43.0,43.0,48.0,45.0,46.0
21,42.0,44.0,44.0,42.0,44.0,44.0,42.0,42.0,43.0,42.0,42.0,42.0,46.0,46.0
22,47.0,47.0,47.0,44.0,47.0,47.0,44.0,44.0,47.0,44.0,44.0,43.0,47.0,47.0
23,44.0,46.0,46.0,48.0,46.0,46.0,48.0,48.0,45.0,43.0,43.0,48.0,46.0,46.0
24,44.0,43.0,44.0,43.0,43.0,44.0,43.0,43.0,44.0,43.0,44.0,42.0,44.0,44.0
25,45.0,46.0,46.0,45.0,46.0,46.0,44.0,45.0,45.0,46.0,45.0,43.0,46.0,46.0
26,45.0,45.0,46.0,48.0,45.0,46.0,48.0,48.0,45.0,44.0,44.0,47.0,46.0,46.0
27,43.0,42.0,43.0,42.0,42.0,43.0,43.0,42.0,43.0,43.0,43.0,42.0,43.0,43.0
28,44.0,45.0,45.0,44.0,45.0,45.0,48.0,44.0,44.0,48.0,48.0,47.0,47.0,47.0
29,48.0,48.0,48.0,47.0,48.0,48.0,48.0,47.0,48.0,45.0,44.0,48.0,48.0,48.0
30,43.0,43.0,44.0,43.0,43.0,44.0,43.0,43.0,44.0,40.0,39.0,42.0,43.0,44.0
