,Mean,StdDev,Min,Median,Max,Seed-1,Seed-10,Seed-100,Seed-11,Seed-12,Seed-13,Seed-14,Seed-15,Seed-16,Seed-17,Seed-18,Seed-19,Seed-2,Seed-20,Seed-21,Seed-22,Seed-23,Seed-24,Seed-25,Seed-26,Seed-27,Seed-28,Seed-29,Seed-3,Seed-30,Seed-31,Seed-32,Seed-33,Seed-34,Seed-35,Seed-36,Seed-37,Seed-38,Seed-39,Seed-4,Seed-40,Seed-41,Seed-42,Seed-43,Seed-44,Seed-45,Seed-46,Seed-47,Seed-48,Seed-49,Seed-5,Seed-50,Seed-51,Seed-52,Seed-53,Seed-54,Seed-55,Seed-56,Seed-57,Seed-58,Seed-59,Seed-6,Seed-60,Seed-61,Seed-62,Seed-63,Seed-64,Seed-65,Seed-66,Seed-67,Seed-68,Seed-69,Seed-7,Seed-70,Seed-71,Seed-72,Seed-73,Seed-74,Seed-75,Seed-76,Seed-77,Seed-78,Seed-79,Seed-8,Seed-80,Seed-81,Seed-82,Seed-83,Seed-84,Seed-85,Seed-86,Seed-87,Seed-88,Seed-89,Seed-9,Seed-90,Seed-91,Seed-92,Seed-93,Seed-94,Seed-95,Seed-96,Seed-97,Seed-98,Seed-99
gurobi time,6821.53,8669.08,170.7,3736.515,39600.25,4701.09,1560.1,1713.99,3719.39,3753.64,1604.4,2617.13,23159.03,1865.84,2176.71,704.1,2758.79,1998.13,820.07,370.85,15836.99,9795.69,3978.57,1971.77,1320.83,663.61,1490.02,490.91,13464.21,3501.26,1393.88,600.8,1204.0,635.94,1346.84,390.36,2023.63,1505.36,726.44,866.49,825.81,603.66,2886.49,170.7,6713.08,858.35,655.08,496.63,5129.25,429.93,238.25,4356.47,12701.61,8067.97,23139.95,16028.27,5429.06,39600.13,6164.25,39600.25,2408.85,394.72,5334.63,9806.87,10615.54,2651.01,7411.36,6582.2,5277.31,2456.82,2953.27,6496.28,5006.25,2979.57,30801.64,4762.66,2954.83,13265.09,941.08,6648.35,6757.86,2843.93,3199.56,725.5,7942.65,17194.92,10797.09,5690.76,6109.91,6666.81,6496.36,39600.12,25652.29,32770.11,867.77,10835.11,11336.01,4899.41,12591.82,16077.34,11739.83,4148.49,10408.73,1040.2,5185.83
total time,6833.09,8669.63,179.8,3746.8999999999996,39622.32,4718.75,1572.38,1724.66,3730.6,3763.2,1613.79,2626.62,23172.5,1879.27,2185.93,713.29,2768.06,2020.12,829.46,380.48,15846.62,9804.71,3987.56,1981.24,1330.11,672.42,1498.8,512.12,13486.23,3513.36,1403.23,609.74,1212.49,645.39,1355.73,398.87,2040.92,1518.07,735.16,889.24,835.06,616.58,2896.24,179.8,6721.91,867.21,664.33,505.31,5140.46,438.96,251.23,4366.12,12711.61,8077.78,23149.65,16037.98,5438.23,39612.49,6174.04,39622.32,2423.18,407.79,5347.35,9816.41,10633.26,2660.73,7420.66,6591.34,5290.44,2466.64,2963.07,6517.85,5018.56,2989.63,30815.15,4775.62,2964.61,13286.85,952.36,6658.09,6767.96,2862.2,3211.7,738.29,7952.01,17203.95,10806.7,5702.2,6119.94,6678.41,6506.03,39609.75,25666.66,32779.93,879.33,10844.8,11345.53,4909.84,12600.8,16089.88,11752.94,4158.3,10417.97,1052.54,5203.71
result,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
status,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
