Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,51.0,51.0,50.0,50.0,50.0,52.0,52.0,52.0,49.0,49.0,52.0
1,50.0,50.0,45.0,45.0,46.0,48.0,48.0,52.0,51.0,45.0,52.0
2,49.0,49.0,48.0,48.0,49.0,52.0,52.0,51.0,51.0,48.0,51.0
3,58.0,58.0,57.0,57.0,58.0,57.0,57.0,57.0,57.0,58.0,57.0
4,58.0,58.0,54.0,54.0,54.0,57.0,57.0,58.0,58.0,55.0,58.0
5,58.0,58.0,56.0,56.0,57.0,61.0,61.0,57.0,56.0,57.0,57.0
6,59.0,59.0,58.0,58.0,59.0,58.0,58.0,57.0,57.0,58.0,57.0
7,59.0,58.0,55.0,55.0,55.0,58.0,58.0,54.0,54.0,54.0,54.0
8,59.0,59.0,57.0,57.0,57.0,58.0,58.0,58.0,56.0,56.0,58.0
9,59.0,59.0,61.0,61.0,61.0,58.0,58.0,60.0,60.0,60.0,60.0
10,55.0,55.0,55.0,55.0,55.0,53.0,53.0,54.0,55.0,55.0,54.0
11,54.0,54.0,58.0,58.0,58.0,54.0,54.0,58.0,58.0,58.0,58.0
12,58.0,58.0,60.0,60.0,60.0,57.0,57.0,59.0,59.0,59.0,59.0
13,54.0,54.0,54.0,54.0,54.0,52.0,52.0,56.0,54.0,54.0,56.0
14,53.0,53.0,57.0,57.0,57.0,53.0,53.0,59.0,59.0,57.0,59.0
15,56.0,57.0,56.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0
16,50.0,51.0,49.0,49.0,50.0,48.0,48.0,55.0,49.0,50.0,55.0
17,53.0,54.0,52.0,52.0,53.0,54.0,54.0,57.0,52.0,53.0,57.0
18,57.0,57.0,56.0,56.0,57.0,58.0,58.0,57.0,57.0,58.0,57.0
19,57.0,57.0,55.0,55.0,56.0,58.0,58.0,58.0,57.0,54.0,58.0
20,57.0,58.0,55.0,55.0,56.0,62.0,62.0,62.0,56.0,57.0,62.0
21,58.0,58.0,57.0,57.0,58.0,57.0,57.0,57.0,57.0,58.0,57.0
22,58.0,58.0,56.0,56.0,57.0,58.0,58.0,57.0,54.0,55.0,57.0
23,58.0,59.0,56.0,56.0,57.0,57.0,57.0,61.0,56.0,57.0,61.0
24,69.0,69.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,68.0
25,64.0,64.0,63.0,63.0,63.0,64.0,64.0,63.0,64.0,63.0,64.0
26,63.0,64.0,67.0,67.0,67.0,64.0,64.0,68.0,68.0,68.0,68.0
