Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,53,28,12,10,9,-7,1
0,1,56,29,12,12,9,-7,1
0,2,57,28,12,12,9,-5,1
0,3,52,26,12,12,9,-8,1
0,4,53,28,13,10,9,-7,1
0,5,50,27,11,12,9,-9,1
0,6,50,26,12,11,9,-9,1
0,7,54,27,12,12,9,-7,1
