Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,54.0,54.0,56.0,55.0,55.0,55.0,55.0,56.0,52.0,54.0,54.0
1,55.0,55.0,55.0,55.0,55.0,55.0,56.0,55.0,51.0,54.0,54.0
2,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,49.0,54.0,54.0
3,57.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,52.0,55.0,55.0
4,57.0,56.0,56.0,56.0,56.0,58.0,57.0,56.0,56.0,55.0,55.0
5,56.0,56.0,57.0,57.0,57.0,57.0,56.0,56.0,55.0,56.0,56.0
6,54.0,55.0,55.0,54.0,54.0,54.0,55.0,54.0,49.0,53.0,53.0
7,55.0,55.0,55.0,55.0,55.0,55.0,57.0,55.0,52.0,54.0,55.0
8,57.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,53.0,56.0,56.0
9,55.0,55.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,53.0,53.0
10,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0
11,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,53.0,54.0,54.0
12,57.0,56.0,53.0,53.0,53.0,53.0,55.0,52.0,51.0,52.0,52.0
13,58.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0
14,54.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,54.0,54.0
15,55.0,55.0,53.0,52.0,53.0,53.0,55.0,53.0,47.0,52.0,52.0
16,55.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,51.0,54.0,54.0
17,55.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,50.0,54.0,54.0
18,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0
19,58.0,58.0,56.0,56.0,56.0,58.0,58.0,56.0,56.0,55.0,55.0
20,58.0,56.0,58.0,58.0,58.0,58.0,57.0,57.0,56.0,57.0,57.0
21,57.0,57.0,55.0,55.0,55.0,55.0,57.0,55.0,54.0,54.0,54.0
22,56.0,59.0,56.0,56.0,56.0,56.0,59.0,56.0,56.0,55.0,55.0
23,56.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0,57.0
24,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0
25,56.0,56.0,57.0,55.0,55.0,55.0,55.0,56.0,57.0,54.0,54.0
26,56.0,56.0,57.0,56.0,56.0,56.0,55.0,55.0,56.0,55.0,55.0
27,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,54.0,55.0,55.0
28,57.0,58.0,56.0,55.0,55.0,55.0,57.0,55.0,56.0,54.0,54.0
29,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0
30,57.0,57.0,55.0,55.0,55.0,55.0,57.0,55.0,53.0,54.0,54.0
