Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,51.0,53.0,51.0,51.0,50.0,52.0,50.0,52.0,52.0,50.0,52.0,48.0,53.0
1,49.0,50.0,45.0,45.0,45.0,44.0,42.0,44.0,46.0,44.0,46.0,55.0,47.0
2,45.0,50.0,49.0,49.0,49.0,46.0,47.0,47.0,46.0,47.0,47.0,54.0,47.0
3,50.0,52.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,48.0,52.0
4,49.0,49.0,49.0,49.0,49.0,46.0,46.0,46.0,47.0,47.0,47.0,54.0,47.0
5,47.0,49.0,50.0,50.0,50.0,47.0,48.0,48.0,47.0,48.0,48.0,54.0,47.0
6,51.0,53.0,51.0,49.0,49.0,50.0,54.0,51.0,50.0,54.0,51.0,48.0,53.0
7,49.0,50.0,50.0,45.0,45.0,42.0,47.0,44.0,44.0,48.0,46.0,54.0,47.0
8,47.0,50.0,50.0,50.0,50.0,46.0,48.0,48.0,46.0,48.0,48.0,54.0,47.0
9,54.0,54.0,53.0,53.0,53.0,46.0,51.0,51.0,48.0,51.0,51.0,52.0,54.0
10,50.0,52.0,51.0,51.0,51.0,41.0,43.0,43.0,46.0,49.0,47.0,56.0,56.0
11,50.0,53.0,51.0,52.0,52.0,43.0,48.0,48.0,50.0,48.0,50.0,56.0,56.0
12,56.0,58.0,52.0,52.0,52.0,53.0,53.0,53.0,49.0,53.0,51.0,56.0,53.0
13,53.0,55.0,50.0,51.0,51.0,50.0,52.0,52.0,50.0,52.0,52.0,54.0,57.0
14,53.0,55.0,50.0,51.0,51.0,51.0,57.0,57.0,51.0,57.0,57.0,57.0,57.0
15,57.0,59.0,50.0,51.0,51.0,54.0,54.0,54.0,50.0,54.0,52.0,52.0,54.0
16,54.0,56.0,49.0,52.0,52.0,51.0,53.0,53.0,51.0,53.0,53.0,55.0,58.0
17,54.0,56.0,50.0,52.0,52.0,52.0,58.0,58.0,50.0,58.0,58.0,56.0,58.0
18,49.0,52.0,53.0,53.0,50.0,52.0,54.0,54.0,52.0,54.0,54.0,47.0,51.0
19,49.0,49.0,48.0,48.0,48.0,46.0,48.0,48.0,46.0,48.0,48.0,53.0,47.0
20,46.0,48.0,51.0,51.0,49.0,46.0,48.0,48.0,48.0,48.0,48.0,53.0,47.0
21,51.0,53.0,51.0,50.0,50.0,51.0,53.0,52.0,51.0,53.0,52.0,48.0,52.0
22,49.0,50.0,50.0,49.0,49.0,47.0,47.0,48.0,47.0,47.0,48.0,54.0,47.0
23,47.0,49.0,50.0,49.0,49.0,47.0,48.0,48.0,49.0,48.0,49.0,54.0,47.0
24,56.0,53.0,54.0,54.0,54.0,50.0,52.0,52.0,50.0,52.0,52.0,52.0,53.0
25,50.0,52.0,58.0,58.0,58.0,48.0,47.0,48.0,50.0,48.0,50.0,55.0,55.0
26,55.0,53.0,58.0,58.0,58.0,47.0,49.0,49.0,54.0,54.0,54.0,57.0,55.0
27,57.0,59.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,52.0,52.0,57.0,52.0
28,52.0,54.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,54.0,57.0
29,56.0,58.0,57.0,57.0,57.0,56.0,58.0,58.0,56.0,58.0,58.0,57.0,57.0
30,58.0,60.0,52.0,52.0,52.0,55.0,55.0,55.0,52.0,53.0,53.0,53.0,53.0
31,53.0,55.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,57.0,57.0,55.0,58.0
32,57.0,59.0,55.0,55.0,55.0,57.0,59.0,59.0,57.0,59.0,59.0,55.0,58.0
33,52.0,53.0,51.0,51.0,49.0,50.0,50.0,53.0,50.0,50.0,53.0,48.0,51.0
34,49.0,50.0,50.0,45.0,45.0,42.0,47.0,48.0,44.0,47.0,48.0,54.0,47.0
35,47.0,49.0,50.0,50.0,50.0,47.0,47.0,48.0,47.0,47.0,48.0,53.0,47.0
