Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,32.0,28.0,29.0,29.0,29.0,29.0,27.0,30.0,30.0,23.0,32.0,32.0
1,34.0,29.0,29.0,29.0,31.0,31.0,28.0,31.0,31.0,25.0,31.0,31.0
2,34.0,30.0,31.0,31.0,31.0,31.0,29.0,29.0,29.0,25.0,31.0,31.0
3,31.0,27.0,28.0,28.0,28.0,28.0,26.0,30.0,30.0,22.0,31.0,31.0
4,33.0,28.0,28.0,28.0,30.0,30.0,27.0,31.0,31.0,24.0,31.0,31.0
5,33.0,29.0,30.0,30.0,30.0,30.0,28.0,34.0,34.0,24.0,32.0,32.0
6,32.0,28.0,29.0,29.0,29.0,29.0,27.0,30.0,30.0,23.0,32.0,32.0
7,34.0,29.0,29.0,29.0,31.0,31.0,28.0,30.0,30.0,25.0,32.0,32.0
8,34.0,30.0,31.0,31.0,31.0,31.0,29.0,31.0,31.0,25.0,33.0,33.0
9,31.0,29.0,37.0,31.0,28.0,28.0,29.0,32.0,32.0,31.0,31.0,31.0
10,33.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
11,33.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,32.0,30.0,30.0
12,37.0,36.0,36.0,36.0,35.0,35.0,35.0,37.0,37.0,37.0,39.0,39.0
13,32.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,32.0,29.0,29.0
14,32.0,30.0,30.0,30.0,29.0,29.0,29.0,30.0,30.0,32.0,29.0,29.0
15,38.0,37.0,37.0,37.0,36.0,36.0,36.0,38.0,38.0,32.0,40.0,40.0
16,33.0,28.0,29.0,29.0,29.0,29.0,27.0,29.0,29.0,25.0,30.0,30.0
17,33.0,30.0,30.0,30.0,30.0,30.0,29.0,31.0,31.0,25.0,30.0,30.0
18,31.0,26.0,27.0,27.0,27.0,27.0,25.0,29.0,29.0,21.0,30.0,30.0
