Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,65.0,61.0,66.0,60.0,59.0,62.0,60.0,65.0,65.0,60.0,60.0,61.0,60.0,60.0
1,62.0,61.0,61.0,60.0,56.0,57.0,58.0,62.0,64.0,55.0,57.0,60.0,59.0,56.0
2,67.0,61.0,66.0,61.0,60.0,62.0,59.0,67.0,68.0,59.0,61.0,60.0,58.0,61.0
3,65.0,62.0,67.0,64.0,64.0,62.0,65.0,66.0,66.0,65.0,61.0,63.0,64.0,64.0
4,66.0,66.0,64.0,66.0,61.0,62.0,64.0,66.0,66.0,62.0,62.0,65.0,64.0,61.0
5,67.0,67.0,67.0,66.0,65.0,67.0,66.0,68.0,69.0,67.0,67.0,65.0,66.0,66.0
6,65.0,62.0,66.0,65.0,65.0,63.0,66.0,65.0,65.0,66.0,62.0,64.0,60.0,65.0
7,64.0,63.0,63.0,62.0,62.0,63.0,63.0,63.0,62.0,63.0,63.0,61.0,62.0,62.0
8,68.0,68.0,68.0,66.0,66.0,68.0,67.0,68.0,67.0,68.0,68.0,66.0,61.0,67.0
9,63.0,66.0,61.0,61.0,60.0,66.0,60.0,62.0,62.0,61.0,66.0,60.0,60.0,61.0
10,62.0,63.0,60.0,61.0,57.0,63.0,59.0,61.0,62.0,55.0,63.0,61.0,60.0,62.0
11,61.0,68.0,60.0,61.0,61.0,68.0,59.0,61.0,61.0,60.0,68.0,60.0,59.0,61.0
12,66.0,67.0,65.0,64.0,64.0,65.0,65.0,66.0,64.0,65.0,65.0,63.0,60.0,60.0
13,62.0,64.0,63.0,62.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,63.0,61.0
14,67.0,69.0,67.0,66.0,65.0,67.0,66.0,66.0,67.0,67.0,67.0,66.0,66.0,60.0
15,67.0,63.0,65.0,65.0,65.0,61.0,65.0,67.0,65.0,65.0,61.0,64.0,60.0,60.0
