Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,54.0,47.0,52.0,58.0,48.0,57.0,56.0,53.0,45.0,57.0,55.0,52.0
1,49.0,47.0,46.0,54.0,54.0,50.0,50.0,46.0,49.0,52.0,49.0,48.0
2,49.0,50.0,49.0,54.0,48.0,56.0,56.0,51.0,50.0,48.0,55.0,50.0
3,58.0,50.0,53.0,57.0,54.0,58.0,58.0,54.0,46.0,56.0,57.0,52.0
4,55.0,50.0,54.0,54.0,55.0,58.0,58.0,54.0,51.0,54.0,57.0,50.0
5,58.0,51.0,54.0,54.0,53.0,60.0,60.0,56.0,52.0,54.0,59.0,51.0
6,59.0,50.0,52.0,53.0,54.0,57.0,57.0,55.0,47.0,53.0,56.0,51.0
7,56.0,49.0,55.0,55.0,52.0,59.0,59.0,55.0,50.0,55.0,58.0,49.0
8,59.0,50.0,55.0,55.0,54.0,59.0,59.0,57.0,53.0,55.0,58.0,49.0
9,57.0,48.0,56.0,57.0,48.0,60.0,60.0,53.0,49.0,57.0,59.0,48.0
10,53.0,51.0,49.0,53.0,48.0,53.0,53.0,49.0,50.0,53.0,51.0,52.0
11,53.0,54.0,53.0,56.0,49.0,56.0,56.0,51.0,50.0,49.0,55.0,50.0
12,62.0,53.0,56.0,62.0,49.0,59.0,59.0,57.0,53.0,62.0,58.0,52.0
13,58.0,56.0,54.0,58.0,51.0,58.0,58.0,54.0,54.0,58.0,52.0,57.0
14,58.0,59.0,54.0,58.0,53.0,60.0,60.0,56.0,55.0,54.0,54.0,53.0
15,58.0,49.0,53.0,57.0,50.0,57.0,57.0,53.0,52.0,57.0,56.0,48.0
16,54.0,52.0,49.0,54.0,52.0,53.0,53.0,49.0,50.0,53.0,53.0,53.0
17,53.0,55.0,50.0,56.0,54.0,55.0,55.0,51.0,50.0,49.0,55.0,49.0
18,57.0,55.0,53.0,56.0,55.0,57.0,57.0,55.0,51.0,55.0,56.0,56.0
19,54.0,52.0,55.0,53.0,55.0,57.0,57.0,55.0,50.0,53.0,58.0,53.0
20,57.0,55.0,55.0,55.0,57.0,59.0,59.0,57.0,51.0,53.0,58.0,56.0
21,58.0,56.0,53.0,57.0,56.0,58.0,58.0,56.0,52.0,52.0,55.0,57.0
22,55.0,53.0,56.0,54.0,56.0,58.0,58.0,56.0,51.0,54.0,59.0,54.0
23,58.0,56.0,56.0,56.0,58.0,60.0,60.0,58.0,52.0,54.0,57.0,57.0
24,56.0,54.0,57.0,56.0,57.0,59.0,59.0,54.0,48.0,56.0,58.0,55.0
25,52.0,54.0,53.0,52.0,49.0,55.0,55.0,53.0,50.0,52.0,52.0,51.0
26,53.0,55.0,54.0,55.0,53.0,55.0,55.0,55.0,52.0,53.0,54.0,52.0
27,61.0,59.0,57.0,61.0,56.0,58.0,58.0,58.0,52.0,61.0,57.0,60.0
28,57.0,59.0,58.0,57.0,53.0,57.0,57.0,58.0,53.0,57.0,53.0,56.0
29,58.0,60.0,58.0,58.0,54.0,59.0,59.0,60.0,54.0,58.0,53.0,57.0
30,57.0,55.0,54.0,56.0,54.0,56.0,56.0,54.0,51.0,56.0,55.0,56.0
31,53.0,55.0,53.0,53.0,54.0,52.0,52.0,53.0,50.0,52.0,54.0,52.0
32,54.0,56.0,53.0,55.0,55.0,55.0,55.0,55.0,50.0,53.0,54.0,53.0
33,49.0,57.0,50.0,58.0,55.0,50.0,50.0,53.0,53.0,46.0,53.0,58.0
34,45.0,54.0,53.0,54.0,57.0,50.0,50.0,53.0,50.0,53.0,53.0,55.0
35,50.0,57.0,53.0,55.0,57.0,56.0,56.0,55.0,50.0,49.0,53.0,58.0
36,53.0,55.0,54.0,56.0,58.0,53.0,53.0,54.0,49.0,48.0,54.0,56.0
37,50.0,53.0,54.0,53.0,50.0,56.0,56.0,54.0,50.0,52.0,53.0,51.0
38,54.0,52.0,54.0,55.0,54.0,55.0,55.0,56.0,53.0,54.0,54.0,53.0
39,58.0,60.0,57.0,61.0,57.0,58.0,58.0,59.0,52.0,53.0,54.0,61.0
40,55.0,58.0,59.0,54.0,52.0,58.0,58.0,59.0,53.0,54.0,54.0,55.0
41,59.0,57.0,59.0,59.0,53.0,60.0,60.0,61.0,55.0,59.0,54.0,58.0
42,53.0,56.0,52.0,56.0,55.0,53.0,53.0,54.0,49.0,48.0,55.0,57.0
43,50.0,54.0,54.0,51.0,53.0,53.0,53.0,54.0,50.0,52.0,55.0,50.0
44,55.0,53.0,54.0,55.0,54.0,56.0,56.0,56.0,51.0,54.0,55.0,54.0
45,51.0,49.0,55.0,49.0,49.0,54.0,54.0,52.0,53.0,47.0,50.0,47.0
46,52.0,49.0,52.0,55.0,54.0,50.0,50.0,49.0,51.0,51.0,48.0,49.0
47,52.0,54.0,53.0,55.0,49.0,56.0,56.0,51.0,50.0,49.0,55.0,50.0
48,56.0,54.0,60.0,52.0,52.0,59.0,59.0,57.0,58.0,52.0,53.0,52.0
49,57.0,54.0,57.0,57.0,53.0,55.0,55.0,54.0,54.0,54.0,52.0,52.0
50,57.0,59.0,54.0,57.0,53.0,57.0,57.0,53.0,55.0,54.0,54.0,52.0
51,52.0,50.0,55.0,52.0,53.0,54.0,54.0,52.0,59.0,47.0,54.0,51.0
52,53.0,50.0,52.0,53.0,51.0,56.0,56.0,49.0,52.0,52.0,53.0,50.0
53,53.0,55.0,53.0,55.0,54.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0
54,56.0,54.0,59.0,51.0,51.0,58.0,58.0,56.0,57.0,51.0,54.0,55.0
55,56.0,54.0,56.0,56.0,52.0,54.0,54.0,53.0,53.0,53.0,51.0,54.0
56,57.0,58.0,53.0,57.0,52.0,56.0,56.0,52.0,54.0,57.0,53.0,56.0
57,57.0,55.0,57.0,52.0,52.0,56.0,56.0,57.0,58.0,52.0,55.0,56.0
58,54.0,55.0,54.0,54.0,50.0,55.0,55.0,54.0,54.0,54.0,52.0,55.0
59,58.0,56.0,53.0,58.0,53.0,55.0,55.0,53.0,55.0,58.0,51.0,57.0
60,52.0,50.0,52.0,49.0,50.0,51.0,51.0,52.0,53.0,47.0,54.0,51.0
61,50.0,50.0,49.0,51.0,50.0,50.0,50.0,49.0,52.0,52.0,52.0,50.0
62,54.0,52.0,52.0,54.0,53.0,50.0,50.0,52.0,52.0,53.0,52.0,53.0
63,56.0,56.0,52.0,56.0,56.0,56.0,56.0,54.0,50.0,54.0,55.0,55.0
64,53.0,53.0,54.0,52.0,56.0,56.0,56.0,54.0,52.0,52.0,57.0,55.0
65,56.0,56.0,54.0,54.0,58.0,58.0,58.0,56.0,50.0,52.0,57.0,55.0
66,57.0,57.0,53.0,57.0,57.0,57.0,57.0,55.0,51.0,51.0,54.0,56.0
67,54.0,54.0,55.0,53.0,57.0,57.0,57.0,55.0,53.0,53.0,58.0,56.0
68,57.0,57.0,55.0,55.0,59.0,59.0,59.0,57.0,51.0,53.0,56.0,56.0
69,55.0,55.0,56.0,55.0,58.0,58.0,58.0,54.0,50.0,55.0,57.0,54.0
70,51.0,53.0,54.0,51.0,48.0,54.0,54.0,54.0,49.0,51.0,51.0,50.0
71,52.0,54.0,54.0,54.0,54.0,54.0,54.0,56.0,51.0,52.0,53.0,51.0
72,60.0,60.0,57.0,60.0,57.0,57.0,57.0,59.0,55.0,60.0,56.0,59.0
73,56.0,58.0,59.0,56.0,52.0,56.0,56.0,59.0,52.0,56.0,52.0,55.0
74,57.0,59.0,59.0,57.0,53.0,58.0,58.0,61.0,53.0,57.0,52.0,56.0
75,56.0,56.0,53.0,55.0,55.0,55.0,55.0,54.0,50.0,55.0,54.0,55.0
76,52.0,54.0,54.0,52.0,53.0,51.0,51.0,54.0,49.0,51.0,53.0,51.0
77,53.0,55.0,54.0,54.0,54.0,54.0,54.0,56.0,49.0,52.0,53.0,52.0
78,48.0,58.0,50.0,58.0,56.0,49.0,49.0,52.0,52.0,45.0,53.0,57.0
79,44.0,55.0,52.0,54.0,58.0,49.0,49.0,52.0,54.0,52.0,53.0,57.0
80,49.0,58.0,52.0,54.0,58.0,55.0,55.0,54.0,50.0,48.0,53.0,57.0
81,52.0,56.0,53.0,56.0,59.0,52.0,52.0,55.0,51.0,47.0,53.0,55.0
82,49.0,52.0,55.0,52.0,49.0,55.0,55.0,55.0,50.0,51.0,52.0,50.0
83,53.0,52.0,55.0,54.0,55.0,54.0,54.0,57.0,52.0,53.0,53.0,52.0
84,57.0,61.0,58.0,61.0,58.0,57.0,57.0,60.0,56.0,52.0,53.0,60.0
85,54.0,57.0,60.0,53.0,52.0,57.0,57.0,60.0,53.0,53.0,53.0,55.0
86,58.0,57.0,60.0,58.0,54.0,59.0,59.0,62.0,54.0,58.0,53.0,57.0
87,52.0,57.0,53.0,56.0,56.0,52.0,52.0,55.0,51.0,47.0,54.0,56.0
88,49.0,53.0,55.0,50.0,53.0,52.0,52.0,55.0,50.0,51.0,54.0,50.0
89,54.0,52.0,55.0,54.0,55.0,55.0,55.0,57.0,50.0,53.0,54.0,53.0
90,50.0,50.0,56.0,48.0,50.0,53.0,53.0,53.0,52.0,47.0,49.0,46.0
91,51.0,48.0,53.0,54.0,55.0,49.0,49.0,50.0,50.0,50.0,51.0,51.0
92,53.0,55.0,52.0,54.0,49.0,55.0,55.0,50.0,52.0,53.0,54.0,52.0
93,55.0,55.0,61.0,52.0,53.0,58.0,58.0,58.0,57.0,52.0,52.0,51.0
