Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,56.0,47.0,47.0,50.0,50.0,54.0,51.0,47.0,51.0,51.0,51.0,47.0,52.0
1,57.0,52.0,52.0,50.0,50.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0
2,55.0,49.0,49.0,50.0,50.0,54.0,52.0,49.0,52.0,52.0,52.0,49.0,49.0
3,58.0,53.0,53.0,50.0,50.0,54.0,50.0,53.0,50.0,50.0,50.0,53.0,58.0
4,58.0,58.0,58.0,55.0,52.0,50.0,53.0,58.0,53.0,53.0,53.0,58.0,57.0
5,58.0,54.0,55.0,55.0,55.0,54.0,53.0,54.0,53.0,53.0,53.0,54.0,55.0
6,55.0,49.0,49.0,49.0,49.0,54.0,51.0,49.0,51.0,51.0,51.0,49.0,54.0
7,54.0,54.0,54.0,53.0,53.0,49.0,53.0,54.0,53.0,53.0,53.0,54.0,53.0
8,54.0,50.0,51.0,53.0,53.0,54.0,51.0,50.0,51.0,51.0,51.0,50.0,51.0
9,58.0,54.0,54.0,54.0,54.0,55.0,56.0,54.0,56.0,56.0,56.0,54.0,54.0
10,56.0,54.0,54.0,50.0,50.0,49.0,58.0,54.0,58.0,58.0,58.0,54.0,48.0
11,56.0,56.0,56.0,51.0,51.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,49.0
12,58.0,55.0,55.0,54.0,54.0,55.0,56.0,55.0,56.0,56.0,56.0,55.0,55.0
13,58.0,53.0,53.0,49.0,49.0,58.0,57.0,53.0,57.0,57.0,57.0,53.0,55.0
14,58.0,55.0,55.0,50.0,50.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
15,57.0,52.0,52.0,49.0,49.0,56.0,53.0,52.0,53.0,53.0,53.0,52.0,55.0
16,59.0,48.0,49.0,50.0,50.0,59.0,53.0,48.0,53.0,53.0,54.0,50.0,56.0
17,59.0,52.0,52.0,51.0,51.0,57.0,56.0,52.0,56.0,56.0,56.0,52.0,56.0
18,60.0,56.0,56.0,52.0,52.0,54.0,50.0,56.0,50.0,50.0,50.0,56.0,60.0
19,58.0,59.0,59.0,55.0,52.0,49.0,53.0,59.0,53.0,53.0,53.0,59.0,58.0
20,60.0,58.0,58.0,55.0,55.0,54.0,54.0,58.0,54.0,54.0,54.0,58.0,60.0
21,58.0,53.0,53.0,53.0,53.0,54.0,51.0,53.0,51.0,51.0,51.0,53.0,58.0
22,56.0,55.0,55.0,55.0,53.0,49.0,53.0,55.0,53.0,53.0,53.0,55.0,54.0
23,58.0,54.0,55.0,55.0,55.0,54.0,55.0,54.0,55.0,55.0,55.0,54.0,56.0
24,60.0,60.0,60.0,60.0,60.0,55.0,56.0,60.0,56.0,56.0,56.0,60.0,60.0
25,57.0,60.0,60.0,55.0,52.0,49.0,57.0,60.0,57.0,57.0,57.0,60.0,54.0
26,60.0,62.0,62.0,56.0,56.0,54.0,60.0,62.0,60.0,60.0,60.0,62.0,55.0
27,61.0,61.0,61.0,60.0,60.0,56.0,56.0,61.0,56.0,56.0,56.0,61.0,61.0
28,60.0,59.0,59.0,54.0,51.0,57.0,56.0,59.0,56.0,56.0,56.0,59.0,61.0
29,61.0,61.0,61.0,55.0,55.0,60.0,59.0,61.0,59.0,59.0,59.0,61.0,61.0
30,60.0,58.0,58.0,55.0,55.0,57.0,53.0,58.0,53.0,53.0,53.0,58.0,61.0
31,61.0,54.0,55.0,55.0,52.0,58.0,52.0,54.0,52.0,52.0,53.0,56.0,62.0
32,62.0,58.0,58.0,56.0,55.0,61.0,55.0,58.0,55.0,55.0,56.0,58.0,62.0
33,54.0,49.0,49.0,53.0,53.0,54.0,50.0,49.0,50.0,50.0,50.0,49.0,54.0
34,51.0,50.0,50.0,51.0,48.0,45.0,50.0,50.0,50.0,50.0,51.0,51.0,49.0
35,54.0,50.0,51.0,53.0,53.0,50.0,51.0,50.0,51.0,51.0,51.0,50.0,49.0
36,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
37,53.0,56.0,56.0,51.0,49.0,48.0,55.0,56.0,55.0,55.0,55.0,56.0,50.0
38,56.0,58.0,58.0,52.0,52.0,50.0,56.0,58.0,56.0,56.0,56.0,58.0,51.0
39,57.0,57.0,57.0,56.0,56.0,55.0,56.0,57.0,56.0,56.0,56.0,57.0,57.0
40,56.0,55.0,55.0,50.0,48.0,56.0,54.0,55.0,54.0,54.0,54.0,55.0,57.0
41,58.0,57.0,57.0,51.0,51.0,56.0,55.0,57.0,55.0,55.0,55.0,57.0,57.0
42,56.0,54.0,54.0,51.0,51.0,56.0,53.0,54.0,53.0,53.0,53.0,54.0,57.0
43,57.0,50.0,51.0,51.0,49.0,57.0,50.0,50.0,50.0,50.0,51.0,52.0,58.0
44,59.0,54.0,54.0,52.0,52.0,57.0,53.0,54.0,53.0,53.0,53.0,54.0,58.0
45,58.0,49.0,49.0,54.0,54.0,55.0,56.0,49.0,56.0,56.0,56.0,49.0,49.0
46,55.0,50.0,50.0,54.0,54.0,49.0,55.0,50.0,55.0,55.0,55.0,50.0,47.0
47,59.0,53.0,53.0,56.0,56.0,50.0,58.0,53.0,58.0,58.0,58.0,53.0,46.0
48,58.0,50.0,50.0,54.0,54.0,56.0,56.0,50.0,56.0,56.0,56.0,50.0,50.0
49,56.0,49.0,49.0,54.0,54.0,56.0,55.0,49.0,55.0,55.0,55.0,50.0,52.0
50,60.0,52.0,52.0,55.0,55.0,58.0,58.0,52.0,58.0,58.0,58.0,52.0,53.0
51,57.0,48.0,49.0,55.0,55.0,57.0,56.0,48.0,56.0,56.0,56.0,49.0,50.0
