Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,40.0,36.0,36.0,37.0,36.0,36.0,36.0,37.0,37.0,37.0,36.0
1,42.0,42.0,42.0,38.0,42.0,37.0,37.0,42.0,38.0,42.0,42.0
2,37.0,37.0,37.0,42.0,37.0,41.0,41.0,42.0,42.0,42.0,37.0
3,39.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,36.0,37.0,36.0
4,41.0,41.0,41.0,38.0,41.0,39.0,39.0,42.0,38.0,42.0,41.0
5,41.0,41.0,41.0,42.0,41.0,41.0,41.0,42.0,42.0,42.0,41.0
6,39.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
7,41.0,41.0,41.0,38.0,41.0,40.0,40.0,42.0,38.0,42.0,41.0
8,42.0,42.0,42.0,42.0,42.0,41.0,41.0,42.0,42.0,42.0,42.0
9,39.0,37.0,37.0,42.0,42.0,40.0,40.0,41.0,42.0,41.0,42.0
10,40.0,40.0,40.0,43.0,41.0,41.0,41.0,42.0,43.0,42.0,41.0
11,38.0,38.0,38.0,47.0,42.0,46.0,46.0,42.0,47.0,42.0,42.0
12,43.0,43.0,43.0,42.0,42.0,40.0,40.0,41.0,42.0,41.0,42.0
13,42.0,42.0,42.0,43.0,41.0,41.0,41.0,42.0,43.0,42.0,41.0
14,43.0,43.0,43.0,47.0,43.0,46.0,46.0,42.0,47.0,42.0,43.0
15,39.0,39.0,39.0,38.0,37.0,37.0,37.0,37.0,38.0,37.0,37.0
16,40.0,40.0,40.0,38.0,40.0,37.0,37.0,40.0,38.0,40.0,40.0
17,43.0,43.0,43.0,43.0,43.0,42.0,42.0,42.0,43.0,42.0,43.0
18,39.0,35.0,35.0,36.0,35.0,35.0,35.0,36.0,36.0,36.0,35.0
19,41.0,41.0,41.0,37.0,41.0,38.0,38.0,41.0,37.0,41.0,41.0
20,40.0,40.0,40.0,42.0,40.0,41.0,41.0,41.0,42.0,41.0,40.0
21,39.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
22,41.0,41.0,41.0,37.0,41.0,39.0,39.0,42.0,37.0,42.0,41.0
23,41.0,41.0,41.0,42.0,41.0,41.0,41.0,42.0,42.0,42.0,41.0
24,40.0,36.0,36.0,41.0,41.0,40.0,40.0,40.0,41.0,40.0,41.0
25,41.0,41.0,41.0,42.0,42.0,43.0,43.0,41.0,42.0,41.0,42.0
26,42.0,42.0,42.0,47.0,43.0,46.0,46.0,42.0,47.0,42.0,42.0
27,42.0,42.0,42.0,41.0,41.0,40.0,40.0,40.0,41.0,40.0,41.0
