Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,47.0,54.0,54.0,53.0,53.0
1,42.0,56.0,56.0,55.0,55.0
2,43.0,57.0,57.0,59.0,59.0
3,50.0,56.0,56.0,52.0,52.0
4,45.0,56.0,56.0,54.0,54.0
5,50.0,56.0,56.0,58.0,58.0
6,51.0,56.0,56.0,53.0,53.0
7,45.0,55.0,55.0,51.0,51.0
8,51.0,54.0,54.0,52.0,52.0
9,55.0,52.0,52.0,52.0,52.0
10,49.0,52.0,52.0,47.0,47.0
11,52.0,53.0,53.0,50.0,50.0
12,54.0,51.0,51.0,51.0,51.0
13,52.0,54.0,54.0,51.0,51.0
14,51.0,53.0,53.0,54.0,54.0
15,49.0,51.0,51.0,52.0,52.0
16,47.0,52.0,52.0,52.0,52.0
17,50.0,53.0,53.0,52.0,52.0
18,53.0,55.0,55.0,52.0,52.0
19,47.0,56.0,56.0,54.0,54.0
20,53.0,57.0,57.0,58.0,58.0
21,54.0,56.0,56.0,53.0,53.0
22,48.0,57.0,57.0,55.0,55.0
23,54.0,58.0,58.0,59.0,59.0
24,58.0,56.0,56.0,53.0,53.0
25,56.0,56.0,56.0,47.0,47.0
26,56.0,53.0,53.0,50.0,50.0
27,57.0,55.0,55.0,52.0,52.0
28,55.0,55.0,55.0,54.0,54.0
29,55.0,53.0,53.0,54.0,54.0
30,50.0,54.0,54.0,53.0,53.0
31,50.0,52.0,52.0,52.0,52.0
32,51.0,53.0,53.0,52.0,52.0
33,54.0,56.0,56.0,54.0,54.0
34,48.0,57.0,57.0,56.0,56.0
35,54.0,58.0,58.0,60.0,60.0
36,59.0,56.0,56.0,54.0,54.0
37,57.0,57.0,57.0,48.0,48.0
38,57.0,54.0,54.0,51.0,51.0
39,58.0,55.0,55.0,53.0,53.0
40,56.0,56.0,56.0,55.0,55.0
41,56.0,53.0,53.0,55.0,55.0
42,51.0,55.0,55.0,54.0,54.0
43,50.0,53.0,53.0,52.0,52.0
44,51.0,53.0,53.0,52.0,52.0
45,55.0,51.0,51.0,49.0,49.0
46,49.0,52.0,53.0,46.0,46.0
47,52.0,53.0,53.0,49.0,50.0
48,55.0,54.0,54.0,50.0,50.0
49,56.0,55.0,55.0,51.0,51.0
50,52.0,53.0,53.0,53.0,53.0
51,55.0,54.0,54.0,51.0,51.0
52,52.0,55.0,55.0,52.0,52.0
53,52.0,52.0,52.0,52.0,52.0
54,54.0,53.0,53.0,50.0,50.0
55,55.0,54.0,54.0,50.0,50.0
56,51.0,54.0,54.0,52.0,52.0
57,54.0,53.0,53.0,51.0,51.0
58,52.0,54.0,54.0,51.0,51.0
59,52.0,54.0,54.0,51.0,51.0
60,48.0,49.0,49.0,50.0,50.0
61,48.0,52.0,52.0,49.0,49.0
62,50.0,51.0,51.0,52.0,52.0
63,52.0,54.0,54.0,51.0,51.0
64,46.0,55.0,55.0,53.0,53.0
65,52.0,56.0,56.0,57.0,57.0
66,53.0,55.0,55.0,52.0,52.0
67,47.0,56.0,56.0,54.0,54.0
68,53.0,57.0,57.0,58.0,58.0
69,57.0,55.0,55.0,52.0,52.0
70,55.0,55.0,55.0,46.0,46.0
71,55.0,52.0,52.0,49.0,49.0
72,56.0,54.0,54.0,51.0,51.0
73,54.0,54.0,54.0,53.0,53.0
74,54.0,52.0,52.0,53.0,53.0
75,49.0,54.0,54.0,52.0,52.0
76,49.0,52.0,52.0,51.0,51.0
77,50.0,52.0,52.0,52.0,52.0
78,53.0,55.0,55.0,53.0,53.0
79,47.0,56.0,56.0,55.0,55.0
80,53.0,57.0,57.0,59.0,59.0
81,58.0,55.0,55.0,53.0,53.0
82,56.0,56.0,56.0,47.0,47.0
83,56.0,53.0,53.0,50.0,50.0
84,57.0,54.0,54.0,52.0,52.0
85,55.0,55.0,55.0,54.0,54.0
86,55.0,52.0,52.0,54.0,54.0
87,50.0,55.0,55.0,53.0,53.0
88,49.0,52.0,52.0,51.0,51.0
89,50.0,53.0,53.0,52.0,52.0
90,54.0,51.0,51.0,48.0,48.0
91,51.0,51.0,52.0,46.0,46.0
92,53.0,52.0,52.0,48.0,49.0
93,54.0,53.0,53.0,50.0,50.0
94,55.0,54.0,54.0,51.0,51.0
95,54.0,52.0,52.0,52.0,52.0
96,54.0,53.0,53.0,51.0,51.0
97,51.0,54.0,54.0,52.0,52.0
98,53.0,53.0,53.0,51.0,51.0
99,53.0,52.0,52.0,49.0,49.0
100,54.0,53.0,53.0,50.0,50.0
101,53.0,53.0,53.0,52.0,52.0
102,53.0,52.0,52.0,50.0,50.0
103,51.0,53.0,53.0,51.0,51.0
104,54.0,53.0,53.0,53.0,53.0
105,48.0,49.0,49.0,49.0,49.0
106,49.0,51.0,51.0,49.0,49.0
107,49.0,52.0,52.0,51.0,51.0
108,49.0,51.0,52.0,50.0,50.0
109,42.0,54.0,54.0,47.0,47.0
110,45.0,54.0,54.0,51.0,51.0
111,54.0,51.0,51.0,50.0,50.0
112,51.0,53.0,54.0,47.0,47.0
113,51.0,53.0,53.0,51.0,51.0
114,53.0,50.0,50.0,49.0,49.0
115,50.0,52.0,53.0,51.0,51.0
116,50.0,52.0,52.0,51.0,51.0
117,49.0,51.0,51.0,50.0,50.0
118,49.0,53.0,53.0,49.0,49.0
119,49.0,53.0,53.0,52.0,52.0
120,51.0,52.0,52.0,49.0,49.0
121,51.0,52.0,52.0,47.0,47.0
122,53.0,51.0,51.0,49.0,50.0
123,52.0,51.0,51.0,49.0,49.0
124,55.0,52.0,52.0,51.0,51.0
125,54.0,52.0,52.0,51.0,51.0
126,51.0,51.0,51.0,49.0,49.0
127,51.0,52.0,52.0,52.0,52.0
128,53.0,53.0,53.0,52.0,52.0
129,51.0,50.0,50.0,48.0,48.0
130,54.0,51.0,51.0,50.0,50.0
131,53.0,52.0,52.0,53.0,53.0
132,50.0,50.0,50.0,49.0,49.0
133,50.0,51.0,51.0,51.0,51.0
134,54.0,52.0,52.0,54.0,54.0
