Scenario,Roll 0,Roll 1,Roll 2,Roll 3
141,50.0,48.0,46.0,49.0
142,48.0,50.0,46.0,47.0
143,50.0,50.0,49.0,48.0
144,50.0,46.0,42.0,49.0
145,49.0,48.0,46.0,48.0
146,49.0,49.0,48.0,47.0
147,49.0,48.0,45.0,49.0
148,47.0,49.0,46.0,46.0
149,50.0,50.0,48.0,47.0
150,50.0,48.0,43.0,49.0
151,48.0,49.0,47.0,47.0
152,50.0,50.0,49.0,48.0
153,50.0,43.0,42.0,49.0
154,45.0,48.0,44.0,46.0
155,46.0,49.0,47.0,47.0
156,49.0,47.0,44.0,48.0
157,46.0,48.0,45.0,45.0
158,49.0,49.0,48.0,47.0
159,50.0,47.0,43.0,49.0
160,47.0,48.0,46.0,46.0
161,49.0,49.0,49.0,48.0
162,51.0,42.0,43.0,49.0
163,45.0,47.0,46.0,45.0
164,46.0,48.0,48.0,48.0
165,48.0,43.0,43.0,46.0
166,41.0,44.0,43.0,41.0
167,43.0,45.0,43.0,44.0
