Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,52.0,48.0,47.0,48.0,52.0,52.0,52.0,53.0,53.0
1,48.0,46.0,44.0,46.0,54.0,54.0,54.0,55.0,55.0
2,52.0,49.0,48.0,49.0,54.0,54.0,54.0,55.0,55.0
3,53.0,50.0,50.0,51.0,53.0,53.0,53.0,54.0,54.0
4,53.0,46.0,47.0,48.0,53.0,55.0,53.0,54.0,54.0
5,54.0,51.0,51.0,52.0,55.0,55.0,55.0,54.0,54.0
6,54.0,50.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0
7,54.0,46.0,47.0,48.0,52.0,51.0,52.0,52.0,52.0
8,54.0,51.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0
9,53.0,50.0,50.0,51.0,51.0,51.0,51.0,52.0,52.0
10,47.0,46.0,45.0,46.0,48.0,48.0,48.0,48.0,48.0
11,51.0,47.0,47.0,48.0,52.0,52.0,52.0,52.0,52.0
12,52.0,50.0,50.0,51.0,51.0,51.0,51.0,52.0,52.0
13,48.0,47.0,47.0,47.0,48.0,50.0,48.0,48.0,48.0
14,50.0,49.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0
15,51.0,49.0,51.0,51.0,46.0,51.0,46.0,47.0,47.0
16,49.0,48.0,48.0,48.0,48.0,50.0,48.0,47.0,47.0
17,50.0,50.0,52.0,52.0,48.0,50.0,48.0,47.0,47.0
18,53.0,50.0,50.0,50.0,53.0,52.0,53.0,53.0,53.0
19,54.0,49.0,48.0,49.0,52.0,54.0,53.0,53.0,53.0
20,55.0,51.0,51.0,51.0,54.0,54.0,54.0,55.0,55.0
21,54.0,51.0,51.0,51.0,54.0,53.0,54.0,54.0,54.0
22,55.0,49.0,48.0,49.0,53.0,54.0,54.0,54.0,54.0
23,55.0,52.0,52.0,52.0,54.0,54.0,54.0,55.0,55.0
24,54.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,54.0
25,49.0,46.0,48.0,49.0,51.0,49.0,51.0,51.0,51.0
26,52.0,50.0,49.0,50.0,51.0,51.0,51.0,51.0,51.0
27,53.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0
28,50.0,49.0,49.0,49.0,50.0,49.0,50.0,50.0,50.0
29,51.0,53.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0
30,52.0,53.0,53.0,53.0,51.0,51.0,51.0,52.0,52.0
31,51.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0
32,49.0,54.0,54.0,54.0,48.0,49.0,48.0,48.0,48.0
33,54.0,50.0,49.0,50.0,53.0,54.0,54.0,53.0,53.0
34,51.0,48.0,48.0,48.0,54.0,55.0,55.0,55.0,55.0
35,51.0,51.0,50.0,51.0,55.0,55.0,55.0,55.0,55.0
36,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0
37,50.0,47.0,49.0,50.0,52.0,50.0,52.0,52.0,52.0
38,50.0,51.0,50.0,51.0,52.0,50.0,52.0,52.0,52.0
39,52.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0
40,49.0,49.0,49.0,50.0,51.0,50.0,51.0,51.0,51.0
41,49.0,54.0,54.0,54.0,51.0,50.0,51.0,51.0,51.0
42,53.0,54.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0
43,50.0,50.0,50.0,50.0,51.0,49.0,51.0,51.0,51.0
44,49.0,55.0,55.0,55.0,49.0,50.0,49.0,49.0,49.0
45,48.0,50.0,49.0,50.0,49.0,46.0,49.0,46.0,46.0
46,49.0,44.0,45.0,46.0,51.0,47.0,51.0,51.0,51.0
47,50.0,46.0,46.0,47.0,52.0,52.0,52.0,52.0,52.0
48,47.0,52.0,52.0,52.0,48.0,46.0,48.0,46.0,46.0
49,48.0,48.0,49.0,49.0,51.0,49.0,51.0,51.0,51.0
50,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0
51,48.0,53.0,53.0,53.0,45.0,46.0,45.0,45.0,45.0
52,49.0,47.0,50.0,50.0,47.0,49.0,47.0,48.0,48.0
53,49.0,50.0,50.0,50.0,48.0,49.0,48.0,47.0,47.0
54,46.0,52.0,52.0,52.0,47.0,49.0,47.0,46.0,46.0
55,47.0,48.0,49.0,49.0,50.0,51.0,50.0,50.0,50.0
56,48.0,48.0,49.0,49.0,51.0,51.0,51.0,51.0,51.0
57,47.0,53.0,53.0,53.0,47.0,50.0,47.0,47.0,47.0
58,48.0,47.0,50.0,50.0,47.0,52.0,47.0,47.0,47.0
59,48.0,49.0,50.0,50.0,48.0,52.0,48.0,47.0,47.0
