Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,60.0,62.0,62.0,62.0,57.0
1,64.0,58.0,62.0,64.0,62.0
2,60.0,58.0,62.0,60.0,62.0
3,61.0,66.0,66.0,66.0,61.0
4,68.0,62.0,66.0,68.0,66.0
5,63.0,62.0,66.0,63.0,66.0
6,62.0,58.0,58.0,62.0,57.0
7,63.0,57.0,58.0,64.0,62.0
8,64.0,57.0,58.0,64.0,62.0
9,62.0,62.0,62.0,61.0,62.0
10,64.0,58.0,56.0,61.0,58.0
11,59.0,58.0,58.0,59.0,63.0
12,62.0,61.0,61.0,62.0,61.0
13,63.0,62.0,61.0,61.0,57.0
14,63.0,62.0,61.0,63.0,62.0
15,62.0,57.0,57.0,62.0,57.0
16,62.0,62.0,62.0,61.0,56.0
17,63.0,62.0,62.0,63.0,58.0
18,61.0,65.0,65.0,66.0,61.0
19,67.0,61.0,65.0,67.0,65.0
20,62.0,62.0,65.0,63.0,65.0
21,62.0,59.0,59.0,66.0,60.0
22,68.0,56.0,59.0,68.0,66.0
23,63.0,60.0,60.0,63.0,66.0
24,62.0,61.0,61.0,61.0,65.0
25,63.0,59.0,60.0,62.0,62.0
26,62.0,58.0,61.0,62.0,62.0
27,61.0,60.0,60.0,65.0,64.0
28,62.0,61.0,60.0,62.0,61.0
29,62.0,61.0,60.0,62.0,61.0
30,61.0,59.0,59.0,65.0,59.0
31,62.0,61.0,61.0,62.0,58.0
32,62.0,61.0,61.0,62.0,58.0
33,57.0,56.0,56.0,58.0,52.0
34,64.0,52.0,56.0,64.0,58.0
35,59.0,56.0,56.0,59.0,58.0
36,58.0,57.0,57.0,57.0,57.0
37,64.0,55.0,57.0,61.0,63.0
38,63.0,58.0,62.0,63.0,62.0
39,57.0,57.0,56.0,57.0,56.0
40,63.0,57.0,56.0,63.0,62.0
41,63.0,62.0,61.0,63.0,61.0
42,57.0,57.0,57.0,57.0,52.0
43,63.0,57.0,57.0,63.0,58.0
44,61.0,62.0,62.0,62.0,57.0
45,57.0,55.0,55.0,57.0,56.0
46,62.0,57.0,61.0,62.0,61.0
47,58.0,54.0,56.0,58.0,62.0
48,57.0,56.0,55.0,57.0,55.0
49,62.0,61.0,61.0,62.0,61.0
50,62.0,57.0,56.0,62.0,61.0
51,57.0,56.0,56.0,57.0,56.0
52,61.0,61.0,61.0,61.0,57.0
53,62.0,57.0,57.0,62.0,61.0
54,56.0,55.0,54.0,56.0,55.0
55,61.0,61.0,60.0,61.0,60.0
56,61.0,56.0,55.0,61.0,60.0
57,56.0,55.0,55.0,56.0,55.0
58,61.0,61.0,61.0,61.0,56.0
59,61.0,56.0,56.0,61.0,60.0
60,56.0,54.0,54.0,56.0,50.0
61,61.0,56.0,56.0,61.0,55.0
62,61.0,56.0,56.0,61.0,55.0
63,60.0,64.0,64.0,66.0,60.0
64,67.0,60.0,64.0,67.0,65.0
65,62.0,61.0,64.0,63.0,65.0
66,61.0,59.0,59.0,66.0,60.0
67,68.0,55.0,59.0,68.0,66.0
68,63.0,59.0,59.0,63.0,66.0
69,62.0,60.0,60.0,61.0,65.0
70,63.0,58.0,60.0,61.0,62.0
71,61.0,61.0,65.0,61.0,65.0
72,61.0,60.0,59.0,65.0,64.0
73,62.0,60.0,59.0,62.0,61.0
74,61.0,65.0,64.0,65.0,64.0
75,60.0,60.0,60.0,65.0,59.0
76,62.0,60.0,60.0,62.0,60.0
77,61.0,65.0,65.0,65.0,60.0
78,57.0,60.0,60.0,60.0,55.0
79,64.0,56.0,60.0,64.0,60.0
80,59.0,60.0,60.0,62.0,60.0
81,58.0,61.0,61.0,59.0,61.0
82,64.0,59.0,61.0,61.0,63.0
83,62.0,62.0,66.0,62.0,66.0
84,57.0,61.0,60.0,61.0,60.0
85,63.0,61.0,60.0,63.0,62.0
86,62.0,66.0,65.0,66.0,65.0
