Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,54.0,54.0,51.0,51.0,47.0,54.0,48.0
1,49.0,53.0,49.0,50.0,46.0,49.0,47.0
2,52.0,49.0,49.0,46.0,47.0,50.0,46.0
3,54.0,57.0,57.0,51.0,50.0,54.0,54.0
4,55.0,59.0,55.0,56.0,52.0,55.0,53.0
5,58.0,55.0,55.0,52.0,53.0,55.0,52.0
6,54.0,54.0,53.0,51.0,51.0,54.0,51.0
7,56.0,56.0,51.0,53.0,53.0,56.0,53.0
8,56.0,56.0,51.0,53.0,53.0,56.0,53.0
9,54.0,53.0,49.0,50.0,48.0,54.0,48.0
10,49.0,52.0,48.0,49.0,46.0,46.0,48.0
11,52.0,49.0,49.0,46.0,49.0,49.0,46.0
12,53.0,53.0,51.0,50.0,47.0,53.0,47.0
13,48.0,52.0,52.0,48.0,45.0,45.0,49.0
14,51.0,52.0,52.0,47.0,48.0,48.0,49.0
15,54.0,54.0,51.0,51.0,48.0,54.0,48.0
16,49.0,53.0,53.0,49.0,46.0,46.0,50.0
17,49.0,53.0,53.0,48.0,49.0,49.0,50.0
18,53.0,57.0,57.0,54.0,53.0,54.0,54.0
19,55.0,59.0,54.0,56.0,54.0,55.0,55.0
20,58.0,58.0,54.0,55.0,55.0,55.0,55.0
21,54.0,57.0,57.0,51.0,51.0,54.0,54.0
22,56.0,59.0,54.0,56.0,53.0,56.0,53.0
23,56.0,56.0,54.0,53.0,53.0,56.0,53.0
24,54.0,55.0,55.0,51.0,50.0,54.0,54.0
25,55.0,58.0,54.0,55.0,52.0,52.0,54.0
26,58.0,55.0,55.0,52.0,55.0,55.0,52.0
27,53.0,57.0,57.0,50.0,49.0,53.0,53.0
28,54.0,58.0,58.0,54.0,51.0,51.0,55.0
29,57.0,58.0,58.0,51.0,54.0,54.0,55.0
30,54.0,57.0,57.0,51.0,50.0,54.0,54.0
31,55.0,59.0,59.0,55.0,52.0,52.0,56.0
32,55.0,59.0,59.0,52.0,55.0,55.0,56.0
33,53.0,53.0,53.0,51.0,51.0,51.0,51.0
34,55.0,55.0,50.0,53.0,53.0,53.0,53.0
35,55.0,55.0,50.0,53.0,53.0,53.0,53.0
36,54.0,54.0,51.0,52.0,51.0,51.0,51.0
37,55.0,55.0,50.0,53.0,52.0,53.0,52.0
38,56.0,56.0,51.0,53.0,53.0,53.0,53.0
39,53.0,53.0,53.0,51.0,50.0,50.0,50.0
40,54.0,54.0,54.0,52.0,51.0,52.0,51.0
41,55.0,55.0,54.0,52.0,52.0,52.0,52.0
42,54.0,54.0,53.0,51.0,51.0,51.0,51.0
43,55.0,55.0,55.0,53.0,52.0,53.0,52.0
44,56.0,56.0,55.0,53.0,53.0,53.0,53.0
45,53.0,53.0,46.0,50.0,49.0,50.0,49.0
46,48.0,48.0,45.0,48.0,49.0,49.0,50.0
47,48.0,45.0,46.0,45.0,49.0,49.0,46.0
48,53.0,53.0,47.0,50.0,48.0,50.0,48.0
49,48.0,49.0,49.0,48.0,49.0,49.0,49.0
50,48.0,48.0,49.0,47.0,49.0,49.0,49.0
51,54.0,53.0,48.0,50.0,49.0,51.0,49.0
52,45.0,48.0,49.0,49.0,46.0,46.0,50.0
53,48.0,49.0,50.0,47.0,49.0,49.0,50.0
54,52.0,53.0,47.0,50.0,47.0,49.0,48.0
55,47.0,49.0,49.0,47.0,48.0,48.0,49.0
56,47.0,48.0,49.0,47.0,48.0,48.0,49.0
57,53.0,53.0,47.0,50.0,48.0,50.0,48.0
58,44.0,49.0,49.0,48.0,45.0,45.0,49.0
59,47.0,48.0,49.0,47.0,48.0,48.0,49.0
60,54.0,53.0,48.0,50.0,49.0,51.0,49.0
61,45.0,48.0,49.0,47.0,46.0,46.0,50.0
62,45.0,49.0,50.0,47.0,46.0,46.0,50.0
63,53.0,57.0,56.0,53.0,53.0,54.0,53.0
64,54.0,59.0,54.0,55.0,54.0,55.0,55.0
65,57.0,58.0,54.0,55.0,55.0,55.0,55.0
66,53.0,57.0,56.0,54.0,50.0,53.0,53.0
67,55.0,59.0,54.0,56.0,52.0,55.0,55.0
68,55.0,56.0,54.0,55.0,54.0,55.0,55.0
69,53.0,55.0,54.0,54.0,53.0,53.0,54.0
70,54.0,58.0,54.0,56.0,55.0,55.0,56.0
71,57.0,55.0,54.0,55.0,55.0,55.0,55.0
72,52.0,57.0,56.0,53.0,53.0,53.0,53.0
73,53.0,58.0,57.0,55.0,54.0,54.0,55.0
74,56.0,58.0,57.0,55.0,54.0,54.0,55.0
75,53.0,57.0,56.0,53.0,50.0,53.0,54.0
76,54.0,59.0,58.0,55.0,52.0,52.0,56.0
77,54.0,59.0,58.0,55.0,55.0,55.0,55.0
78,52.0,54.0,53.0,51.0,51.0,51.0,53.0
79,54.0,56.0,50.0,55.0,53.0,52.0,53.0
80,54.0,55.0,50.0,53.0,53.0,53.0,53.0
81,53.0,54.0,51.0,52.0,51.0,51.0,54.0
82,54.0,55.0,50.0,55.0,53.0,52.0,54.0
83,55.0,56.0,50.0,53.0,53.0,55.0,53.0
84,52.0,54.0,53.0,51.0,50.0,50.0,53.0
85,53.0,55.0,54.0,54.0,52.0,51.0,55.0
86,54.0,55.0,54.0,52.0,52.0,54.0,55.0
87,53.0,54.0,52.0,51.0,51.0,51.0,54.0
88,54.0,56.0,54.0,55.0,53.0,52.0,56.0
89,55.0,56.0,54.0,53.0,53.0,53.0,56.0
90,52.0,53.0,51.0,50.0,53.0,53.0,54.0
91,54.0,54.0,50.0,54.0,55.0,55.0,56.0
92,54.0,51.0,51.0,51.0,55.0,55.0,52.0
93,52.0,53.0,52.0,50.0,53.0,53.0,54.0
94,54.0,55.0,54.0,54.0,55.0,55.0,55.0
95,54.0,54.0,54.0,51.0,55.0,55.0,55.0
96,53.0,53.0,53.0,51.0,51.0,51.0,54.0
97,51.0,54.0,54.0,55.0,52.0,52.0,56.0
98,54.0,55.0,55.0,52.0,55.0,55.0,56.0
99,52.0,53.0,52.0,50.0,53.0,53.0,53.0
100,53.0,55.0,54.0,53.0,54.0,54.0,55.0
101,53.0,54.0,54.0,50.0,54.0,54.0,55.0
102,52.0,53.0,52.0,50.0,50.0,50.0,54.0
103,50.0,55.0,54.0,54.0,51.0,51.0,55.0
104,53.0,54.0,54.0,51.0,54.0,54.0,55.0
105,53.0,53.0,53.0,50.0,51.0,51.0,54.0
106,51.0,54.0,54.0,53.0,52.0,52.0,56.0
107,51.0,55.0,55.0,52.0,52.0,52.0,56.0
108,48.0,50.0,49.0,50.0,50.0,50.0,50.0
109,50.0,52.0,45.0,52.0,52.0,51.0,52.0
110,50.0,52.0,46.0,52.0,51.0,52.0,51.0
111,49.0,51.0,47.0,52.0,51.0,50.0,51.0
112,50.0,52.0,46.0,52.0,52.0,51.0,52.0
113,51.0,53.0,46.0,53.0,53.0,52.0,53.0
114,48.0,50.0,49.0,51.0,50.0,49.0,50.0
115,49.0,51.0,50.0,51.0,51.0,50.0,51.0
