Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,54.0,54.0,54.0,55.0,55.0,54.0,55.0,55.0,57.0
1,56.0,56.0,61.0,55.0,55.0,61.0,55.0,55.0,56.0
2,56.0,56.0,56.0,57.0,57.0,56.0,55.0,55.0,55.0
3,58.0,58.0,58.0,58.0,58.0,58.0,55.0,55.0,58.0
4,58.0,58.0,60.0,58.0,58.0,60.0,58.0,58.0,57.0
5,58.0,58.0,60.0,58.0,58.0,60.0,56.0,56.0,57.0
6,58.0,58.0,55.0,57.0,57.0,55.0,56.0,56.0,57.0
7,59.0,59.0,56.0,59.0,59.0,56.0,59.0,59.0,56.0
8,57.0,57.0,60.0,57.0,57.0,60.0,56.0,56.0,58.0
9,59.0,59.0,55.0,59.0,59.0,55.0,56.0,56.0,58.0
10,60.0,60.0,59.0,56.0,56.0,59.0,56.0,56.0,57.0
11,56.0,56.0,56.0,58.0,58.0,56.0,56.0,56.0,55.0
12,58.0,58.0,54.0,60.0,60.0,54.0,55.0,55.0,57.0
13,59.0,59.0,58.0,59.0,59.0,58.0,55.0,55.0,59.0
14,58.0,58.0,59.0,59.0,59.0,59.0,57.0,57.0,59.0
15,57.0,57.0,54.0,61.0,61.0,54.0,56.0,56.0,58.0
16,57.0,57.0,55.0,60.0,60.0,55.0,56.0,56.0,60.0
17,59.0,59.0,60.0,60.0,60.0,60.0,55.0,55.0,60.0
18,58.0,58.0,58.0,59.0,59.0,58.0,59.0,59.0,58.0
19,59.0,59.0,59.0,58.0,58.0,59.0,59.0,59.0,57.0
20,59.0,59.0,60.0,58.0,58.0,60.0,58.0,58.0,57.0
21,59.0,59.0,58.0,60.0,60.0,58.0,56.0,56.0,58.0
22,60.0,60.0,60.0,59.0,59.0,60.0,59.0,59.0,57.0
23,60.0,60.0,61.0,59.0,59.0,61.0,59.0,59.0,58.0
24,60.0,60.0,59.0,60.0,60.0,59.0,59.0,59.0,59.0
25,62.0,62.0,60.0,56.0,56.0,60.0,59.0,59.0,57.0
26,57.0,57.0,60.0,59.0,59.0,60.0,56.0,57.0,57.0
27,59.0,59.0,58.0,60.0,60.0,58.0,58.0,58.0,58.0
28,61.0,61.0,59.0,59.0,59.0,59.0,58.0,58.0,60.0
29,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,60.0
30,59.0,59.0,58.0,61.0,61.0,58.0,58.0,58.0,59.0
31,59.0,59.0,57.0,60.0,60.0,57.0,58.0,58.0,61.0
32,61.0,61.0,59.0,61.0,61.0,60.0,59.0,59.0,61.0
33,58.0,58.0,55.0,55.0,55.0,55.0,56.0,56.0,57.0
34,59.0,59.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0
35,59.0,59.0,60.0,56.0,56.0,60.0,59.0,59.0,58.0
36,60.0,60.0,55.0,59.0,59.0,55.0,60.0,60.0,57.0
37,63.0,63.0,59.0,56.0,56.0,59.0,60.0,60.0,57.0
38,58.0,58.0,61.0,58.0,58.0,61.0,57.0,58.0,58.0
39,59.0,59.0,54.0,58.0,58.0,54.0,59.0,59.0,59.0
40,62.0,62.0,58.0,59.0,59.0,58.0,59.0,59.0,58.0
41,61.0,61.0,60.0,59.0,59.0,60.0,59.0,59.0,60.0
42,60.0,60.0,54.0,59.0,59.0,54.0,57.0,57.0,60.0
43,60.0,60.0,56.0,60.0,60.0,56.0,56.0,56.0,59.0
44,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0
45,56.0,58.0,56.0,60.0,60.0,56.0,58.0,59.0,55.0
46,57.0,57.0,60.0,61.0,61.0,60.0,57.0,57.0,57.0
47,55.0,57.0,56.0,58.0,58.0,56.0,56.0,59.0,55.0
48,58.0,58.0,55.0,62.0,62.0,55.0,60.0,60.0,58.0
49,60.0,60.0,59.0,62.0,62.0,59.0,56.0,57.0,61.0
50,56.0,56.0,59.0,61.0,61.0,59.0,60.0,60.0,58.0
51,59.0,59.0,55.0,62.0,62.0,55.0,61.0,61.0,59.0
52,61.0,61.0,59.0,62.0,62.0,59.0,56.0,56.0,62.0
53,57.0,57.0,60.0,62.0,62.0,60.0,61.0,61.0,59.0
54,58.0,58.0,54.0,61.0,61.0,54.0,59.0,59.0,58.0
55,59.0,59.0,58.0,61.0,61.0,58.0,55.0,56.0,60.0
56,56.0,56.0,58.0,61.0,61.0,58.0,59.0,59.0,58.0
57,59.0,59.0,54.0,61.0,61.0,54.0,60.0,60.0,59.0
58,60.0,60.0,58.0,61.0,61.0,58.0,56.0,56.0,61.0
59,57.0,57.0,59.0,62.0,62.0,59.0,60.0,60.0,58.0
60,58.0,58.0,54.0,59.0,59.0,54.0,60.0,60.0,60.0
61,56.0,56.0,55.0,61.0,61.0,55.0,56.0,56.0,57.0
62,56.0,56.0,54.0,61.0,61.0,56.0,56.0,56.0,59.0
63,59.0,59.0,57.0,58.0,58.0,57.0,59.0,59.0,57.0
64,60.0,60.0,59.0,57.0,57.0,59.0,59.0,59.0,56.0
65,60.0,60.0,59.0,57.0,57.0,59.0,58.0,58.0,57.0
66,58.0,58.0,58.0,59.0,59.0,58.0,59.0,59.0,57.0
67,60.0,60.0,60.0,58.0,58.0,60.0,60.0,60.0,56.0
68,59.0,59.0,60.0,58.0,58.0,60.0,59.0,59.0,57.0
69,59.0,59.0,58.0,59.0,59.0,58.0,59.0,59.0,58.0
70,63.0,63.0,60.0,56.0,56.0,60.0,60.0,60.0,56.0
71,58.0,58.0,60.0,58.0,58.0,60.0,58.0,58.0,57.0
72,59.0,59.0,57.0,59.0,59.0,57.0,59.0,59.0,59.0
73,62.0,62.0,59.0,58.0,58.0,59.0,59.0,59.0,59.0
74,61.0,61.0,59.0,59.0,59.0,59.0,58.0,58.0,61.0
75,60.0,60.0,57.0,60.0,60.0,57.0,59.0,59.0,60.0
76,60.0,60.0,59.0,59.0,59.0,59.0,59.0,59.0,60.0
77,62.0,62.0,59.0,60.0,60.0,59.0,59.0,59.0,62.0
78,57.0,57.0,58.0,57.0,57.0,58.0,56.0,56.0,56.0
79,59.0,59.0,59.0,56.0,56.0,59.0,59.0,59.0,55.0
80,59.0,59.0,61.0,59.0,59.0,61.0,59.0,59.0,57.0
81,60.0,60.0,59.0,60.0,60.0,59.0,60.0,60.0,56.0
82,62.0,62.0,61.0,56.0,56.0,61.0,61.0,61.0,57.0
83,59.0,59.0,61.0,59.0,59.0,61.0,59.0,59.0,58.0
84,60.0,60.0,58.0,59.0,59.0,58.0,60.0,60.0,58.0
85,61.0,61.0,60.0,59.0,59.0,60.0,60.0,60.0,57.0
86,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0
87,59.0,59.0,58.0,60.0,60.0,58.0,58.0,58.0,59.0
88,60.0,60.0,59.0,60.0,60.0,59.0,59.0,59.0,58.0
89,61.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
90,58.0,58.0,60.0,61.0,61.0,60.0,58.0,58.0,57.0
91,60.0,60.0,60.0,61.0,61.0,60.0,62.0,62.0,56.0
92,57.0,58.0,60.0,62.0,62.0,60.0,57.0,60.0,55.0
93,60.0,60.0,59.0,61.0,61.0,59.0,61.0,61.0,57.0
94,61.0,61.0,60.0,62.0,62.0,60.0,61.0,61.0,60.0
95,61.0,61.0,60.0,62.0,62.0,60.0,61.0,61.0,58.0
96,60.0,60.0,59.0,61.0,61.0,59.0,62.0,62.0,58.0
97,62.0,62.0,61.0,62.0,62.0,61.0,60.0,60.0,61.0
98,62.0,62.0,61.0,63.0,63.0,61.0,62.0,62.0,59.0
