Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,0,1
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,0,2,1
Piece.CORNER_STATION,Rotation.I,False,0,3,1
Piece.HIGHWAY_CORNER,Rotation.R90,False,0,1,1
Piece.CORNER_STATION,Rotation.R180,False,4,0,2
Piece.RAILWAY_CORNER,Rotation.I,False,5,0,2
Piece.HIGHWAY_T,Rotation.R270,False,4,1,2
Piece.HIGHWAY_T,Rotation.R270,False,3,1,2
Piece.HIGHWAY_CORNER,Rotation.R180,False,2,1,3
Piece.HIGHWAY_CORNER,Rotation.R270,False,2,2,3
Piece.STRAIGHT_STATION,Rotation.R180,False,3,2,3
Piece.RAILWAY_T,Rotation.I,False,4,2,3
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,5,1,4
Piece.STRAIGHT_STATION,Rotation.R270,False,4,4,4
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,1,4
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,4,3,4
Piece.RAILWAY_STRAIGHT,Rotation.I,False,6,6,5
Piece.RAILWAY_T,Rotation.R90,False,5,6,5
Piece.CORNER_STATION,Rotation.R180,False,3,6,5
Piece.HIGHWAY_T,Rotation.R180,False,4,5,5
Piece.THREE_R_JUNCTION,Rotation.R270,False,4,6,5
Piece.CORNER_STATION,Rotation.R90,False,1,6,6
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,5,5,6
Piece.CORNER_JUNCTION,Rotation.R90,False,6,3,6
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,4,6
Piece.HIGHWAY_CORNER,Rotation.R90,False,0,5,6
