Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,44.0,44.0,39.0,39.0,42.0,39.0,39.0,39.0,39.0,40.0,42.0
1,44.0,44.0,40.0,40.0,42.0,43.0,43.0,40.0,40.0,41.0,44.0
2,46.0,46.0,39.0,39.0,43.0,44.0,44.0,39.0,39.0,44.0,46.0
3,44.0,44.0,41.0,41.0,43.0,41.0,41.0,41.0,41.0,41.0,41.0
4,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
5,46.0,46.0,43.0,43.0,43.0,45.0,45.0,43.0,43.0,44.0,45.0
6,42.0,44.0,42.0,42.0,44.0,42.0,42.0,42.0,42.0,41.0,42.0
7,44.0,41.0,40.0,40.0,43.0,44.0,44.0,40.0,40.0,44.0,44.0
8,42.0,42.0,43.0,43.0,43.0,42.0,42.0,43.0,43.0,42.0,44.0
9,41.0,41.0,40.0,40.0,40.0,43.0,43.0,40.0,40.0,39.0,42.0
10,39.0,40.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,42.0,43.0
11,44.0,41.0,38.0,38.0,43.0,43.0,43.0,38.0,38.0,44.0,44.0
12,40.0,40.0,39.0,39.0,40.0,42.0,42.0,39.0,39.0,38.0,41.0
13,39.0,39.0,41.0,41.0,40.0,41.0,41.0,41.0,41.0,41.0,42.0
14,43.0,40.0,43.0,43.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0
15,41.0,41.0,38.0,38.0,40.0,37.0,37.0,38.0,38.0,39.0,41.0
16,40.0,40.0,38.0,38.0,41.0,38.0,38.0,38.0,38.0,40.0,42.0
17,40.0,41.0,44.0,44.0,41.0,42.0,42.0,44.0,44.0,40.0,43.0
18,43.0,43.0,40.0,40.0,42.0,40.0,40.0,40.0,40.0,41.0,41.0
19,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0
20,45.0,45.0,44.0,44.0,42.0,44.0,44.0,44.0,44.0,43.0,44.0
21,43.0,43.0,41.0,41.0,43.0,41.0,41.0,41.0,41.0,42.0,42.0
22,43.0,43.0,43.0,43.0,42.0,43.0,43.0,43.0,43.0,43.0,44.0
23,45.0,45.0,44.0,44.0,42.0,44.0,44.0,43.0,43.0,41.0,44.0
24,40.0,40.0,42.0,42.0,40.0,42.0,42.0,42.0,42.0,40.0,42.0
25,40.0,40.0,44.0,44.0,41.0,44.0,44.0,42.0,42.0,41.0,44.0
26,43.0,40.0,43.0,43.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0
27,40.0,40.0,41.0,41.0,40.0,41.0,41.0,41.0,41.0,39.0,41.0
28,40.0,40.0,43.0,43.0,40.0,43.0,43.0,42.0,42.0,40.0,43.0
29,42.0,40.0,42.0,42.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0
30,40.0,40.0,38.0,38.0,40.0,37.0,37.0,38.0,38.0,40.0,40.0
31,41.0,41.0,43.0,43.0,41.0,38.0,38.0,43.0,43.0,41.0,41.0
32,43.0,41.0,43.0,43.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0
33,44.0,44.0,39.0,39.0,40.0,39.0,39.0,38.0,38.0,41.0,41.0
34,44.0,44.0,40.0,40.0,42.0,39.0,39.0,40.0,40.0,41.0,43.0
35,46.0,46.0,45.0,45.0,42.0,45.0,45.0,43.0,43.0,40.0,45.0
36,41.0,41.0,43.0,43.0,40.0,43.0,43.0,43.0,43.0,39.0,41.0
37,40.0,40.0,45.0,45.0,42.0,45.0,45.0,42.0,42.0,39.0,45.0
38,41.0,40.0,44.0,44.0,42.0,42.0,42.0,44.0,44.0,41.0,42.0
39,41.0,41.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,38.0,40.0
40,39.0,39.0,44.0,44.0,41.0,44.0,44.0,43.0,43.0,40.0,44.0
41,43.0,39.0,43.0,43.0,42.0,42.0,42.0,43.0,43.0,43.0,42.0
42,41.0,41.0,38.0,38.0,40.0,38.0,38.0,38.0,38.0,39.0,40.0
43,40.0,40.0,44.0,44.0,42.0,39.0,39.0,44.0,44.0,41.0,42.0
44,44.0,40.0,42.0,42.0,43.0,43.0,43.0,42.0,42.0,44.0,43.0
45,38.0,38.0,41.0,41.0,38.0,38.0,38.0,41.0,41.0,38.0,41.0
46,40.0,39.0,42.0,42.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0
47,44.0,40.0,37.0,37.0,43.0,42.0,42.0,37.0,37.0,44.0,43.0
48,38.0,38.0,42.0,42.0,39.0,42.0,42.0,42.0,42.0,38.0,40.0
49,43.0,38.0,41.0,41.0,42.0,41.0,41.0,41.0,41.0,43.0,41.0
50,44.0,40.0,42.0,42.0,43.0,43.0,43.0,42.0,42.0,44.0,42.0
51,38.0,39.0,43.0,43.0,39.0,43.0,43.0,43.0,43.0,38.0,40.0
52,44.0,39.0,41.0,41.0,43.0,42.0,42.0,41.0,41.0,44.0,42.0
53,39.0,40.0,43.0,43.0,40.0,42.0,42.0,43.0,43.0,42.0,42.0
54,37.0,37.0,41.0,41.0,39.0,41.0,41.0,41.0,41.0,37.0,39.0
