Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,44.0,44.0,44.0,42.0
1,43.0,43.0,43.0,45.0
2,47.0,47.0,47.0,45.0
3,47.0,47.0,47.0,45.0
4,47.0,47.0,47.0,48.0
5,48.0,48.0,48.0,48.0
6,42.0,42.0,42.0,43.0
7,43.0,43.0,43.0,45.0
8,48.0,48.0,48.0,44.0
9,46.0,46.0,46.0,46.0
10,47.0,47.0,47.0,49.0
11,46.0,46.0,46.0,49.0
12,46.0,46.0,46.0,45.0
13,46.0,46.0,46.0,48.0
14,45.0,45.0,45.0,48.0
15,41.0,41.0,41.0,43.0
16,42.0,42.0,42.0,45.0
17,43.0,43.0,43.0,45.0
18,47.0,47.0,47.0,45.0
19,46.0,46.0,46.0,48.0
20,47.0,47.0,47.0,48.0
21,46.0,46.0,46.0,43.0
22,47.0,47.0,47.0,46.0
23,48.0,48.0,48.0,46.0
24,49.0,49.0,49.0,47.0
25,46.0,46.0,46.0,50.0
26,47.0,47.0,47.0,50.0
27,48.0,48.0,48.0,48.0
28,47.0,47.0,47.0,51.0
29,46.0,46.0,46.0,51.0
30,45.0,45.0,45.0,44.0
31,43.0,43.0,43.0,47.0
32,44.0,44.0,44.0,47.0
33,42.0,42.0,42.0,44.0
34,43.0,43.0,43.0,45.0
35,47.0,47.0,47.0,45.0
36,46.0,46.0,46.0,47.0
37,47.0,47.0,47.0,49.0
38,46.0,46.0,46.0,46.0
39,46.0,46.0,46.0,46.0
40,46.0,46.0,46.0,48.0
41,45.0,45.0,45.0,47.0
42,42.0,42.0,42.0,44.0
43,43.0,43.0,43.0,45.0
44,43.0,43.0,43.0,44.0
45,44.0,44.0,44.0,45.0
46,43.0,43.0,43.0,47.0
47,43.0,43.0,43.0,48.0
48,47.0,47.0,47.0,47.0
49,48.0,48.0,48.0,48.0
50,47.0,47.0,47.0,49.0
51,44.0,44.0,44.0,47.0
52,44.0,44.0,44.0,46.0
53,43.0,43.0,43.0,48.0
54,46.0,46.0,46.0,46.0
55,47.0,47.0,47.0,47.0
56,49.0,49.0,49.0,48.0
57,43.0,43.0,43.0,46.0
58,45.0,45.0,45.0,48.0
59,49.0,49.0,49.0,48.0
60,41.0,41.0,41.0,43.0
61,43.0,43.0,43.0,44.0
62,45.0,45.0,45.0,45.0
63,46.0,46.0,46.0,44.0
64,45.0,45.0,45.0,47.0
65,46.0,46.0,46.0,48.0
66,45.0,45.0,45.0,43.0
67,46.0,46.0,46.0,45.0
68,47.0,47.0,47.0,45.0
69,48.0,48.0,48.0,47.0
70,45.0,45.0,45.0,50.0
71,46.0,46.0,46.0,50.0
72,47.0,47.0,47.0,47.0
73,46.0,46.0,46.0,50.0
74,45.0,45.0,45.0,51.0
75,44.0,44.0,44.0,43.0
76,43.0,43.0,43.0,46.0
77,45.0,45.0,45.0,48.0
78,41.0,41.0,41.0,43.0
79,43.0,43.0,43.0,44.0
80,47.0,47.0,47.0,44.0
81,45.0,45.0,45.0,46.0
82,46.0,46.0,46.0,48.0
83,47.0,47.0,47.0,46.0
84,46.0,46.0,46.0,46.0
85,45.0,45.0,45.0,47.0
86,46.0,46.0,46.0,47.0
87,42.0,42.0,42.0,43.0
88,43.0,43.0,43.0,44.0
89,45.0,45.0,45.0,44.0
90,44.0,44.0,44.0,45.0
91,47.0,47.0,47.0,47.0
92,47.0,47.0,47.0,48.0
93,48.0,48.0,48.0,47.0
94,47.0,47.0,47.0,48.0
95,47.0,47.0,47.0,50.0
96,44.0,44.0,44.0,46.0
97,44.0,44.0,44.0,45.0
98,43.0,43.0,43.0,48.0
99,47.0,47.0,47.0,46.0
100,46.0,46.0,46.0,47.0
101,48.0,48.0,48.0,49.0
102,43.0,43.0,43.0,46.0
103,46.0,46.0,46.0,47.0
104,48.0,48.0,48.0,50.0
105,42.0,42.0,42.0,42.0
106,44.0,44.0,44.0,43.0
107,44.0,44.0,44.0,46.0
108,38.0,38.0,38.0,39.0
109,39.0,39.0,39.0,40.0
110,42.0,42.0,42.0,40.0
111,41.0,41.0,41.0,43.0
112,43.0,43.0,43.0,43.0
113,46.0,46.0,46.0,47.0
114,45.0,45.0,45.0,44.0
115,42.0,42.0,42.0,43.0
116,45.0,45.0,45.0,46.0
117,41.0,41.0,41.0,40.0
118,39.0,39.0,39.0,41.0
119,42.0,42.0,42.0,44.0
120,44.0,44.0,44.0,44.0
121,46.0,46.0,46.0,48.0
122,46.0,46.0,46.0,46.0
123,46.0,46.0,46.0,48.0
124,48.0,48.0,48.0,49.0
125,47.0,47.0,47.0,46.0
126,45.0,45.0,45.0,46.0
127,44.0,44.0,44.0,44.0
128,43.0,43.0,43.0,46.0
129,45.0,45.0,45.0,47.0
130,47.0,47.0,47.0,48.0
131,49.0,49.0,49.0,45.0
132,44.0,44.0,44.0,45.0
133,44.0,44.0,44.0,43.0
134,49.0,49.0,49.0,46.0
135,39.0,39.0,39.0,41.0
136,40.0,40.0,40.0,42.0
137,45.0,45.0,45.0,43.0
138,44.0,44.0,44.0,46.0
139,43.0,43.0,43.0,47.0
140,43.0,43.0,43.0,46.0
141,44.0,44.0,44.0,50.0
142,48.0,48.0,48.0,47.0
143,47.0,47.0,47.0,47.0
144,44.0,44.0,44.0,46.0
145,45.0,45.0,45.0,47.0
146,45.0,45.0,45.0,45.0
147,49.0,49.0,49.0,50.0
148,48.0,48.0,48.0,49.0
149,49.0,49.0,49.0,47.0
150,45.0,45.0,45.0,48.0
151,48.0,48.0,48.0,50.0
152,49.0,49.0,49.0,48.0
153,43.0,43.0,43.0,48.0
154,45.0,45.0,45.0,48.0
155,45.0,45.0,45.0,49.0
156,48.0,48.0,48.0,49.0
157,47.0,47.0,47.0,48.0
158,48.0,48.0,48.0,46.0
159,44.0,44.0,44.0,47.0
160,47.0,47.0,47.0,49.0
161,49.0,49.0,49.0,47.0
162,44.0,44.0,44.0,47.0
163,45.0,45.0,45.0,47.0
164,49.0,49.0,49.0,48.0
165,40.0,40.0,40.0,43.0
166,41.0,41.0,41.0,42.0
167,45.0,45.0,45.0,45.0
