Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,52,29,6,11,7,-2,1
0,1,53,31,6,12,6,-2,1
0,2,53,29,5,13,6,-2,1
0,3,52,31,6,12,5,-3,1
0,4,52,30,7,11,6,-2,1
0,5,51,31,5,12,5,-3,1
0,6,50,29,7,11,6,-3,1
0,7,52,29,6,13,6,-3,1
