Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,60.0,60.0,45.0,52.0,41.0,56.0,47.0,46.0,31.0,55.0,32.0,51.0,45.0
1,58.0,58.0,41.0,51.0,40.0,51.0,45.0,42.0,35.0,53.0,36.0,48.0,44.0
2,58.0,58.0,44.0,51.0,40.0,55.0,46.0,45.0,35.0,57.0,36.0,52.0,48.0
3,60.0,60.0,45.0,52.0,41.0,56.0,46.0,46.0,31.0,56.0,32.0,51.0,47.0
4,62.0,62.0,43.0,51.0,40.0,54.0,45.0,44.0,35.0,57.0,36.0,49.0,48.0
5,62.0,62.0,44.0,51.0,40.0,55.0,46.0,45.0,35.0,61.0,36.0,52.0,52.0
6,59.0,59.0,46.0,53.0,42.0,57.0,47.0,47.0,30.0,56.0,31.0,52.0,46.0
7,58.0,58.0,43.0,51.0,40.0,54.0,45.0,44.0,35.0,57.0,36.0,49.0,48.0
8,62.0,61.0,43.0,50.0,39.0,54.0,45.0,44.0,35.0,61.0,36.0,51.0,51.0
9,58.0,58.0,54.0,55.0,51.0,57.0,56.0,55.0,38.0,56.0,39.0,55.0,55.0
10,55.0,54.0,49.0,56.0,49.0,56.0,54.0,50.0,43.0,55.0,44.0,51.0,55.0
11,58.0,58.0,52.0,56.0,48.0,60.0,54.0,53.0,43.0,58.0,44.0,57.0,58.0
12,59.0,59.0,55.0,55.0,52.0,57.0,55.0,56.0,42.0,58.0,40.0,55.0,54.0
13,58.0,58.0,50.0,57.0,50.0,57.0,54.0,51.0,47.0,58.0,45.0,52.0,54.0
14,63.0,63.0,53.0,57.0,49.0,61.0,54.0,54.0,46.0,63.0,46.0,57.0,57.0
15,59.0,59.0,51.0,53.0,48.0,57.0,51.0,51.0,37.0,56.0,35.0,52.0,49.0
16,59.0,59.0,48.0,58.0,48.0,58.0,52.0,49.0,42.0,53.0,40.0,53.0,49.0
17,61.0,61.0,50.0,57.0,47.0,61.0,51.0,51.0,41.0,58.0,41.0,58.0,52.0
18,60.0,60.0,44.0,51.0,41.0,55.0,45.0,45.0,30.0,56.0,31.0,50.0,47.0
19,62.0,62.0,43.0,51.0,40.0,54.0,45.0,44.0,35.0,59.0,36.0,49.0,49.0
20,62.0,62.0,43.0,50.0,39.0,54.0,45.0,44.0,35.0,61.0,36.0,51.0,52.0
21,59.0,59.0,45.0,52.0,41.0,56.0,46.0,46.0,30.0,56.0,31.0,51.0,47.0
22,61.0,60.0,43.0,51.0,40.0,54.0,45.0,44.0,35.0,60.0,36.0,49.0,50.0
23,62.0,61.0,43.0,50.0,39.0,54.0,45.0,44.0,35.0,61.0,36.0,52.0,52.0
24,60.0,60.0,53.0,54.0,50.0,57.0,55.0,54.0,37.0,57.0,38.0,55.0,57.0
25,59.0,58.0,51.0,56.0,49.0,59.0,54.0,52.0,43.0,59.0,44.0,55.0,59.0
26,62.0,60.0,52.0,56.0,48.0,60.0,54.0,53.0,43.0,62.0,44.0,56.0,62.0
27,59.0,59.0,54.0,54.0,51.0,57.0,54.0,55.0,41.0,59.0,39.0,55.0,56.0
28,61.0,61.0,52.0,57.0,50.0,60.0,54.0,53.0,47.0,61.0,45.0,56.0,58.0
29,63.0,63.0,53.0,57.0,49.0,61.0,53.0,54.0,46.0,63.0,45.0,57.0,61.0
30,59.0,59.0,50.0,52.0,47.0,57.0,50.0,50.0,36.0,56.0,34.0,52.0,51.0
31,60.0,60.0,49.0,58.0,48.0,60.0,52.0,50.0,42.0,57.0,40.0,55.0,53.0
32,62.0,62.0,50.0,57.0,47.0,61.0,51.0,51.0,41.0,62.0,40.0,58.0,56.0
