0,39.0
1,37.0
2,37.0
3,39.0
4,41.0
5,40.0
6,40.0
7,41.0
8,40.0
9,39.0
10,39.0
11,36.0
12,38.0
13,38.0
14,36.0
15,38.0
16,38.0
17,35.0
18,38.0
19,41.0
20,40.0
21,39.0
22,41.0
23,41.0
24,39.0
25,42.0
26,40.0
27,38.0
28,41.0
29,39.0
30,39.0
31,41.0
32,40.0
33,40.0
34,41.0
35,41.0
36,40.0
37,42.0
38,40.0
39,39.0
40,41.0
41,39.0
42,39.0
43,41.0
44,40.0
45,39.0
46,40.0
47,36.0
48,39.0
49,40.0
50,35.0
51,39.0
52,40.0
53,35.0
54,38.0
55,39.0
56,34.0
57,38.0
58,39.0
59,34.0
60,37.0
61,38.0
62,34.0
63,37.0
64,40.0
65,39.0
66,38.0
67,40.0
68,40.0
69,39.0
70,41.0
71,40.0
72,38.0
73,40.0
74,39.0
75,38.0
76,40.0
77,40.0
78,39.0
79,40.0
80,40.0
81,39.0
82,41.0
83,41.0
84,38.0
85,40.0
86,40.0
87,39.0
88,40.0
89,40.0
90,39.0
91,40.0
92,40.0
93,39.0
94,40.0
95,40.0
96,39.0
97,40.0
98,41.0
99,38.0
100,39.0
101,39.0
102,38.0
103,39.0
104,40.0
105,38.0
106,39.0
107,40.0
108,39.0
109,40.0
110,40.0
111,40.0
112,41.0
113,41.0
114,39.0
115,40.0
116,40.0
117,39.0
118,40.0
119,40.0
120,39.0
121,40.0
122,40.0
123,39.0
124,40.0
125,40.0
126,39.0
127,40.0
128,41.0
129,38.0
130,39.0
131,39.0
132,38.0
133,39.0
134,40.0
135,38.0
136,39.0
137,40.0
138,39.0
139,40.0
140,36.0
141,39.0
142,40.0
143,36.0
144,39.0
145,40.0
146,36.0
147,38.0
148,39.0
149,36.0
150,38.0
151,39.0
152,36.0
153,38.0
154,39.0
155,35.0
156,37.0
157,38.0
158,35.0
159,38.0
160,39.0
161,35.0
162,38.0
163,39.0
164,34.0
165,37.0
166,38.0
167,33.0
