Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,57.0,60.0,56.0,49.0,49.0,60.0,57.0,60.0,54.0,49.0,54.0,59.0,59.0,57.0
1,50.0,53.0,55.0,44.0,44.0,53.0,50.0,62.0,55.0,44.0,55.0,52.0,52.0,52.0
2,52.0,51.0,51.0,46.0,46.0,51.0,52.0,58.0,50.0,46.0,50.0,54.0,54.0,52.0
3,63.0,63.0,61.0,56.0,56.0,63.0,63.0,61.0,60.0,56.0,60.0,64.0,64.0,62.0
4,56.0,57.0,60.0,51.0,51.0,57.0,56.0,67.0,61.0,51.0,61.0,57.0,57.0,57.0
5,57.0,57.0,56.0,52.0,52.0,57.0,57.0,63.0,57.0,52.0,57.0,59.0,59.0,57.0
6,63.0,63.0,61.0,56.0,56.0,63.0,63.0,61.0,60.0,56.0,60.0,64.0,64.0,62.0
7,56.0,57.0,60.0,51.0,51.0,57.0,56.0,67.0,61.0,51.0,61.0,57.0,57.0,57.0
8,57.0,57.0,56.0,52.0,52.0,57.0,57.0,63.0,57.0,52.0,57.0,59.0,59.0,57.0
9,57.0,61.0,59.0,55.0,55.0,61.0,57.0,61.0,55.0,55.0,55.0,62.0,62.0,60.0
10,57.0,55.0,61.0,49.0,49.0,55.0,51.0,62.0,55.0,49.0,55.0,58.0,58.0,58.0
11,53.0,52.0,57.0,51.0,51.0,52.0,52.0,59.0,51.0,51.0,51.0,58.0,58.0,58.0
12,65.0,65.0,65.0,61.0,61.0,61.0,63.0,66.0,60.0,61.0,59.0,68.0,68.0,66.0
13,67.0,64.0,67.0,54.0,54.0,64.0,60.0,67.0,61.0,54.0,60.0,64.0,64.0,64.0
14,63.0,59.0,63.0,56.0,56.0,59.0,57.0,64.0,57.0,56.0,56.0,64.0,64.0,64.0
15,60.0,61.0,61.0,57.0,57.0,61.0,60.0,62.0,60.0,57.0,60.0,64.0,64.0,62.0
16,62.0,64.0,63.0,53.0,53.0,64.0,60.0,63.0,60.0,53.0,60.0,60.0,60.0,60.0
17,58.0,59.0,59.0,52.0,52.0,59.0,56.0,60.0,56.0,52.0,57.0,60.0,60.0,60.0
18,67.0,67.0,62.0,56.0,56.0,67.0,67.0,61.0,64.0,56.0,64.0,64.0,64.0,63.0
19,60.0,60.0,61.0,51.0,51.0,60.0,60.0,68.0,65.0,51.0,65.0,58.0,58.0,58.0
20,61.0,61.0,57.0,52.0,52.0,61.0,61.0,63.0,61.0,52.0,61.0,59.0,59.0,58.0
21,67.0,67.0,62.0,56.0,56.0,67.0,67.0,61.0,64.0,56.0,64.0,64.0,64.0,63.0
22,60.0,60.0,61.0,53.0,53.0,60.0,60.0,68.0,65.0,53.0,65.0,58.0,58.0,58.0
23,61.0,61.0,57.0,52.0,52.0,61.0,61.0,63.0,61.0,52.0,61.0,59.0,59.0,58.0
