Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,38.0,38.0,38.0,39.0,40.0,40.0,40.0,39.0,37.0,39.0,36.0,38.0,38.0,41.0,39.0
1,42.0,42.0,42.0,40.0,42.0,42.0,42.0,40.0,42.0,41.0,41.0,44.0,40.0,42.0,40.0
2,42.0,42.0,42.0,41.0,42.0,42.0,42.0,41.0,41.0,41.0,40.0,39.0,40.0,41.0,41.0
3,37.0,37.0,37.0,38.0,39.0,39.0,39.0,38.0,36.0,38.0,35.0,37.0,37.0,40.0,38.0
4,41.0,41.0,41.0,40.0,41.0,41.0,41.0,39.0,42.0,40.0,41.0,43.0,39.0,41.0,39.0
5,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,39.0,43.0,39.0,40.0,40.0
6,38.0,38.0,38.0,39.0,40.0,40.0,40.0,39.0,37.0,39.0,36.0,38.0,38.0,41.0,38.0
7,42.0,42.0,42.0,40.0,42.0,42.0,42.0,40.0,42.0,41.0,41.0,38.0,40.0,41.0,40.0
8,42.0,42.0,42.0,41.0,42.0,42.0,42.0,41.0,41.0,41.0,40.0,44.0,40.0,41.0,40.0
9,42.0,42.0,42.0,43.0,41.0,41.0,41.0,43.0,40.0,40.0,40.0,39.0,39.0,45.0,40.0
10,44.0,44.0,43.0,43.0,41.0,41.0,41.0,41.0,46.0,41.0,46.0,39.0,41.0,45.0,41.0
11,44.0,44.0,44.0,45.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,41.0,41.0,45.0,42.0
12,42.0,42.0,42.0,42.0,40.0,40.0,40.0,42.0,41.0,44.0,40.0,42.0,41.0,44.0,43.0
13,43.0,43.0,42.0,42.0,40.0,40.0,40.0,40.0,45.0,40.0,45.0,38.0,40.0,44.0,40.0
14,44.0,44.0,44.0,44.0,42.0,42.0,42.0,41.0,43.0,41.0,42.0,43.0,40.0,44.0,41.0
15,41.0,41.0,41.0,42.0,41.0,41.0,41.0,42.0,40.0,45.0,39.0,43.0,42.0,41.0,44.0
16,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,44.0,40.0,43.0,38.0,39.0,41.0,40.0
17,43.0,43.0,43.0,42.0,43.0,43.0,43.0,41.0,42.0,42.0,41.0,44.0,40.0,42.0,41.0
18,36.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,35.0,37.0,34.0,36.0,36.0,39.0,37.0
19,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,42.0,39.0,41.0,42.0,38.0,40.0,39.0
20,40.0,40.0,40.0,41.0,40.0,40.0,40.0,40.0,39.0,39.0,38.0,42.0,38.0,40.0,39.0
21,37.0,37.0,37.0,38.0,39.0,39.0,39.0,39.0,36.0,38.0,35.0,37.0,37.0,40.0,37.0
22,41.0,41.0,41.0,40.0,41.0,41.0,41.0,39.0,42.0,40.0,41.0,37.0,39.0,41.0,39.0
23,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,39.0,43.0,39.0,41.0,39.0
24,41.0,42.0,42.0,42.0,40.0,40.0,40.0,43.0,39.0,39.0,39.0,38.0,38.0,44.0,39.0
25,44.0,43.0,42.0,43.0,41.0,40.0,41.0,40.0,46.0,40.0,46.0,39.0,40.0,49.0,40.0
26,43.0,44.0,44.0,44.0,42.0,42.0,42.0,41.0,41.0,41.0,41.0,43.0,40.0,45.0,41.0
27,41.0,41.0,41.0,41.0,39.0,39.0,39.0,42.0,40.0,43.0,39.0,41.0,40.0,43.0,42.0
28,43.0,42.0,42.0,42.0,40.0,39.0,40.0,39.0,45.0,39.0,45.0,38.0,39.0,48.0,39.0
29,43.0,43.0,43.0,43.0,41.0,41.0,41.0,40.0,42.0,40.0,41.0,42.0,39.0,44.0,40.0
30,40.0,40.0,40.0,41.0,40.0,40.0,40.0,41.0,39.0,44.0,38.0,42.0,41.0,40.0,43.0
31,41.0,40.0,41.0,41.0,41.0,40.0,41.0,39.0,44.0,40.0,43.0,38.0,39.0,41.0,40.0
32,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,42.0,41.0,41.0,43.0,39.0,41.0,40.0
33,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,37.0,39.0,35.0,36.0,38.0,40.0,38.0
34,41.0,41.0,41.0,40.0,41.0,41.0,41.0,40.0,40.0,40.0,40.0,38.0,39.0,42.0,39.0
35,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,38.0,39.0,41.0,40.0
36,42.0,42.0,42.0,43.0,41.0,41.0,41.0,43.0,40.0,40.0,40.0,39.0,39.0,45.0,39.0
37,44.0,44.0,43.0,44.0,41.0,41.0,42.0,41.0,43.0,41.0,43.0,39.0,41.0,50.0,41.0
38,44.0,44.0,44.0,45.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,44.0,41.0,45.0,41.0
39,42.0,42.0,42.0,42.0,40.0,40.0,40.0,42.0,41.0,44.0,40.0,40.0,41.0,44.0,43.0
40,43.0,43.0,43.0,43.0,40.0,40.0,41.0,40.0,42.0,40.0,42.0,38.0,40.0,49.0,40.0
41,44.0,44.0,44.0,44.0,42.0,42.0,42.0,41.0,43.0,41.0,42.0,43.0,40.0,44.0,40.0
42,41.0,41.0,41.0,42.0,41.0,41.0,41.0,42.0,40.0,45.0,39.0,41.0,42.0,41.0,44.0
43,41.0,41.0,42.0,41.0,41.0,41.0,42.0,40.0,41.0,40.0,40.0,38.0,39.0,42.0,40.0
44,43.0,43.0,43.0,42.0,43.0,43.0,43.0,41.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0
45,43.0,43.0,43.0,44.0,42.0,42.0,42.0,44.0,45.0,42.0,45.0,40.0,41.0,45.0,41.0
46,44.0,44.0,43.0,45.0,43.0,43.0,43.0,43.0,43.0,42.0,43.0,44.0,41.0,45.0,42.0
47,45.0,45.0,44.0,46.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,42.0,41.0,45.0,43.0
48,44.0,44.0,44.0,45.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,42.0,43.0,44.0,43.0
49,44.0,44.0,44.0,44.0,42.0,42.0,42.0,43.0,44.0,41.0,43.0,43.0,40.0,49.0,41.0
50,45.0,45.0,45.0,45.0,43.0,43.0,43.0,44.0,45.0,42.0,45.0,43.0,40.0,44.0,42.0
51,44.0,44.0,44.0,46.0,44.0,44.0,44.0,44.0,43.0,44.0,43.0,43.0,44.0,45.0,44.0
52,44.0,44.0,44.0,44.0,43.0,43.0,43.0,44.0,43.0,42.0,43.0,40.0,41.0,50.0,42.0
53,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,46.0,43.0,46.0,44.0,41.0,45.0,42.0
54,44.0,44.0,44.0,44.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,41.0,42.0,43.0,42.0
55,43.0,43.0,43.0,47.0,42.0,41.0,41.0,42.0,43.0,49.0,42.0,46.0,46.0,48.0,49.0
56,44.0,44.0,44.0,47.0,42.0,42.0,42.0,47.0,45.0,45.0,45.0,47.0,42.0,44.0,44.0
57,45.0,45.0,45.0,45.0,43.0,43.0,43.0,43.0,44.0,44.0,42.0,42.0,43.0,44.0,43.0
58,44.0,43.0,43.0,48.0,43.0,42.0,42.0,43.0,43.0,50.0,43.0,47.0,47.0,49.0,50.0
59,43.0,44.0,44.0,48.0,43.0,43.0,43.0,48.0,46.0,46.0,46.0,48.0,43.0,45.0,45.0
60,42.0,42.0,42.0,42.0,41.0,41.0,41.0,43.0,41.0,44.0,39.0,41.0,41.0,44.0,44.0
61,43.0,42.0,42.0,49.0,44.0,42.0,42.0,43.0,42.0,51.0,41.0,48.0,48.0,41.0,51.0
62,42.0,43.0,43.0,49.0,42.0,44.0,44.0,49.0,44.0,46.0,43.0,43.0,43.0,42.0,46.0
