Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,47.0,50.0,48.0,47.0,48.0,49.0
1,45.0,51.0,48.0,45.0,48.0,51.0
2,49.0,51.0,50.0,49.0,50.0,51.0
3,51.0,54.0,51.0,51.0,51.0,54.0
4,50.0,55.0,54.0,50.0,54.0,55.0
5,52.0,56.0,53.0,52.0,53.0,55.0
6,51.0,52.0,51.0,50.0,51.0,53.0
7,51.0,53.0,53.0,51.0,53.0,54.0
8,51.0,52.0,53.0,51.0,53.0,52.0
9,50.0,51.0,50.0,50.0,50.0,50.0
10,43.0,52.0,44.0,45.0,44.0,52.0
11,46.0,53.0,49.0,46.0,49.0,52.0
12,50.0,52.0,50.0,50.0,50.0,53.0
13,50.0,53.0,49.0,50.0,49.0,52.0
14,50.0,53.0,48.0,50.0,48.0,52.0
15,50.0,51.0,50.0,50.0,50.0,52.0
16,51.0,54.0,50.0,51.0,50.0,51.0
17,51.0,53.0,49.0,51.0,49.0,51.0
18,54.0,55.0,54.0,54.0,54.0,55.0
19,53.0,57.0,56.0,53.0,56.0,57.0
20,54.0,57.0,56.0,54.0,56.0,57.0
21,51.0,54.0,50.0,51.0,50.0,55.0
22,52.0,56.0,55.0,52.0,55.0,56.0
23,50.0,56.0,54.0,50.0,54.0,56.0
24,51.0,55.0,52.0,51.0,52.0,55.0
25,48.0,56.0,53.0,50.0,53.0,55.0
26,51.0,56.0,53.0,51.0,53.0,55.0
27,58.0,57.0,58.0,58.0,58.0,58.0
28,55.0,56.0,52.0,55.0,52.0,55.0
29,55.0,56.0,54.0,55.0,54.0,55.0
30,59.0,58.0,59.0,59.0,59.0,59.0
31,56.0,57.0,53.0,56.0,53.0,56.0
32,56.0,56.0,55.0,56.0,55.0,55.0
33,51.0,53.0,51.0,50.0,51.0,54.0
34,48.0,57.0,52.0,48.0,52.0,56.0
35,51.0,53.0,53.0,51.0,53.0,52.0
36,52.0,54.0,52.0,52.0,52.0,54.0
37,49.0,55.0,54.0,49.0,54.0,55.0
38,52.0,53.0,54.0,52.0,54.0,52.0
39,59.0,58.0,59.0,59.0,59.0,59.0
40,56.0,57.0,53.0,56.0,53.0,56.0
41,53.0,56.0,53.0,53.0,53.0,56.0
42,60.0,59.0,60.0,60.0,60.0,60.0
43,57.0,58.0,54.0,57.0,54.0,57.0
44,53.0,56.0,54.0,53.0,54.0,56.0
45,51.0,52.0,52.0,51.0,52.0,51.0
46,47.0,54.0,48.0,47.0,48.0,52.0
47,51.0,53.0,48.0,51.0,48.0,52.0
48,51.0,54.0,52.0,51.0,52.0,54.0
49,49.0,53.0,48.0,49.0,48.0,52.0
50,53.0,53.0,48.0,53.0,48.0,52.0
51,52.0,53.0,52.0,52.0,52.0,53.0
52,50.0,53.0,49.0,50.0,49.0,52.0
53,54.0,53.0,49.0,54.0,49.0,52.0
54,58.0,57.0,58.0,58.0,58.0,58.0
55,50.0,52.0,50.0,50.0,50.0,51.0
56,53.0,53.0,53.0,53.0,53.0,53.0
57,59.0,58.0,59.0,59.0,59.0,59.0
58,51.0,53.0,51.0,51.0,51.0,52.0
59,54.0,54.0,54.0,54.0,54.0,54.0
60,59.0,59.0,60.0,59.0,60.0,60.0
61,51.0,52.0,52.0,51.0,52.0,52.0
62,54.0,55.0,55.0,54.0,55.0,55.0
63,54.0,54.0,54.0,54.0,54.0,54.0
64,52.0,56.0,56.0,52.0,56.0,56.0
