Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,41.0,39.0,42.0,41.0,39.0,38.0,41.0,42.0,42.0,38.0,38.0,38.0,38.0
1,43.0,37.0,39.0,43.0,40.0,39.0,42.0,41.0,41.0,38.0,37.0,36.0,37.0
2,42.0,38.0,40.0,42.0,41.0,40.0,42.0,41.0,42.0,37.0,39.0,38.0,37.0
3,43.0,39.0,43.0,43.0,40.0,39.0,42.0,42.0,44.0,39.0,39.0,39.0,39.0
4,43.0,40.0,43.0,43.0,41.0,39.0,42.0,43.0,43.0,39.0,39.0,39.0,39.0
5,43.0,40.0,43.0,43.0,42.0,43.0,42.0,42.0,43.0,43.0,43.0,41.0,43.0
6,41.0,40.0,43.0,41.0,40.0,39.0,41.0,42.0,43.0,39.0,39.0,39.0,39.0
7,42.0,40.0,43.0,42.0,40.0,40.0,43.0,43.0,43.0,39.0,39.0,39.0,39.0
8,43.0,40.0,43.0,43.0,40.0,43.0,43.0,42.0,43.0,43.0,43.0,41.0,43.0
9,43.0,44.0,44.0,43.0,44.0,43.0,43.0,43.0,45.0,43.0,43.0,43.0,43.0
10,44.0,43.0,44.0,44.0,43.0,44.0,44.0,44.0,44.0,41.0,41.0,42.0,41.0
11,44.0,42.0,45.0,44.0,42.0,44.0,44.0,45.0,44.0,41.0,41.0,43.0,41.0
12,42.0,43.0,43.0,42.0,43.0,42.0,42.0,42.0,44.0,42.0,42.0,42.0,42.0
13,43.0,42.0,43.0,43.0,42.0,43.0,43.0,43.0,43.0,40.0,40.0,41.0,40.0
14,43.0,41.0,44.0,43.0,41.0,43.0,43.0,44.0,43.0,40.0,40.0,42.0,40.0
15,41.0,38.0,42.0,41.0,38.0,38.0,40.0,41.0,42.0,37.0,37.0,37.0,37.0
16,42.0,37.0,39.0,42.0,37.0,39.0,42.0,39.0,39.0,36.0,35.0,36.0,35.0
17,43.0,38.0,39.0,43.0,38.0,39.0,42.0,40.0,39.0,37.0,37.0,37.0,37.0
18,43.0,40.0,43.0,43.0,40.0,39.0,42.0,43.0,43.0,39.0,39.0,39.0,39.0
19,44.0,40.0,44.0,44.0,40.0,39.0,43.0,43.0,44.0,39.0,39.0,39.0,39.0
20,48.0,44.0,48.0,48.0,44.0,43.0,47.0,43.0,48.0,43.0,43.0,43.0,43.0
21,43.0,40.0,43.0,43.0,40.0,39.0,42.0,43.0,43.0,39.0,39.0,39.0,39.0
22,44.0,41.0,44.0,44.0,41.0,40.0,43.0,43.0,44.0,40.0,40.0,40.0,40.0
23,48.0,44.0,48.0,48.0,44.0,44.0,47.0,43.0,48.0,44.0,44.0,43.0,44.0
24,47.0,44.0,47.0,47.0,44.0,43.0,46.0,44.0,47.0,43.0,43.0,43.0,43.0
25,47.0,45.0,47.0,47.0,45.0,44.0,46.0,44.0,47.0,44.0,44.0,44.0,44.0
26,49.0,45.0,49.0,49.0,45.0,49.0,48.0,46.0,49.0,49.0,49.0,44.0,49.0
27,46.0,43.0,46.0,46.0,43.0,42.0,45.0,43.0,46.0,42.0,42.0,42.0,42.0
28,46.0,44.0,46.0,46.0,44.0,43.0,45.0,43.0,46.0,43.0,43.0,43.0,43.0
29,48.0,44.0,48.0,48.0,44.0,48.0,47.0,45.0,48.0,48.0,48.0,43.0,48.0
30,42.0,39.0,42.0,42.0,39.0,38.0,41.0,42.0,42.0,38.0,38.0,38.0,38.0
31,43.0,40.0,42.0,43.0,40.0,39.0,42.0,42.0,42.0,39.0,39.0,39.0,39.0
32,43.0,39.0,43.0,43.0,39.0,43.0,42.0,43.0,43.0,43.0,43.0,39.0,43.0
33,39.0,40.0,43.0,39.0,40.0,39.0,38.0,41.0,43.0,39.0,39.0,39.0,39.0
34,40.0,41.0,44.0,40.0,41.0,40.0,39.0,42.0,44.0,40.0,40.0,40.0,40.0
35,44.0,44.0,48.0,44.0,44.0,44.0,43.0,43.0,48.0,44.0,44.0,43.0,44.0
36,43.0,44.0,47.0,43.0,44.0,43.0,43.0,44.0,47.0,43.0,43.0,43.0,43.0
37,45.0,45.0,47.0,45.0,45.0,44.0,45.0,45.0,47.0,44.0,44.0,44.0,44.0
38,49.0,45.0,49.0,49.0,45.0,49.0,48.0,45.0,49.0,49.0,49.0,44.0,49.0
39,42.0,43.0,46.0,42.0,43.0,42.0,42.0,43.0,46.0,42.0,42.0,42.0,42.0
40,44.0,44.0,46.0,44.0,44.0,43.0,44.0,44.0,46.0,43.0,43.0,43.0,43.0
41,48.0,44.0,48.0,48.0,44.0,48.0,47.0,44.0,48.0,48.0,48.0,43.0,48.0
