0,55.0
1,53.0
2,53.0
3,58.0
4,59.0
5,62.0
6,58.0
7,59.0
8,62.0
9,66.0
10,59.0
11,59.0
12,67.0
13,60.0
14,60.0
15,63.0
16,56.0
17,56.0
18,57.0
19,58.0
20,61.0
21,58.0
22,59.0
23,62.0
24,66.0
25,68.0
26,68.0
27,67.0
28,69.0
29,69.0
30,63.0
31,65.0
32,65.0
33,58.0
34,59.0
35,62.0
36,67.0
37,69.0
38,69.0
39,68.0
40,70.0
41,70.0
42,64.0
43,66.0
44,66.0
45,67.0
46,58.0
47,58.0
48,68.0
49,68.0
50,68.0
51,67.0
52,64.0
53,64.0
54,67.0
55,68.0
56,68.0
57,68.0
58,64.0
59,64.0
60,64.0
61,54.0
62,55.0
63,56.0
64,57.0
65,60.0
66,57.0
67,58.0
68,61.0
69,67.0
70,67.0
71,69.0
72,68.0
73,68.0
74,70.0
75,64.0
76,64.0
77,66.0
78,58.0
79,59.0
80,62.0
81,68.0
82,68.0
83,70.0
84,69.0
85,69.0
86,71.0
87,65.0
88,65.0
89,67.0
90,66.0
91,63.0
92,59.0
93,67.0
94,67.0
95,69.0
96,66.0
97,63.0
98,65.0
99,67.0
100,67.0
101,69.0
102,67.0
103,63.0
104,65.0
105,63.0
106,54.0
107,55.0
108,52.0
109,53.0
110,53.0
111,58.0
112,58.0
113,64.0
114,59.0
115,59.0
116,65.0
117,55.0
118,55.0
119,61.0
120,58.0
121,64.0
122,60.0
123,68.0
124,68.0
125,70.0
126,64.0
127,64.0
128,66.0
129,68.0
130,68.0
131,70.0
132,64.0
133,64.0
134,66.0
135,54.0
136,55.0
137,56.0
138,56.0
139,56.0
140,52.0
141,66.0
142,63.0
143,59.0
144,62.0
145,59.0
146,55.0
147,66.0
148,63.0
149,59.0
150,66.0
151,59.0
152,58.0
153,62.0
154,53.0
155,54.0
156,65.0
157,62.0
158,58.0
159,66.0
160,58.0
161,58.0
162,62.0
163,53.0
164,54.0
165,53.0
166,48.0
167,48.0
