Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,40.0,40.0,37.0,39.0,37.0,37.0,40.0,36.0,36.0,38.0,36.0
1,40.0,39.0,32.0,40.0,37.0,37.0,37.0,33.0,34.0,37.0,32.0
2,40.0,39.0,37.0,39.0,36.0,36.0,39.0,36.0,36.0,37.0,37.0
3,44.0,41.0,41.0,43.0,41.0,41.0,44.0,41.0,40.0,40.0,40.0
4,45.0,43.0,38.0,44.0,39.0,38.0,42.0,37.0,39.0,42.0,37.0
5,42.0,42.0,41.0,42.0,38.0,38.0,41.0,38.0,40.0,41.0,41.0
6,44.0,41.0,41.0,44.0,41.0,41.0,44.0,41.0,40.0,41.0,41.0
7,45.0,43.0,38.0,45.0,39.0,38.0,42.0,37.0,39.0,43.0,38.0
8,42.0,42.0,41.0,42.0,38.0,38.0,41.0,38.0,40.0,42.0,41.0
9,40.0,36.0,36.0,41.0,37.0,37.0,40.0,37.0,35.0,37.0,37.0
10,41.0,35.0,35.0,40.0,37.0,37.0,39.0,37.0,36.0,36.0,36.0
11,40.0,35.0,36.0,39.0,36.0,36.0,39.0,36.0,37.0,36.0,36.0
12,44.0,40.0,40.0,43.0,39.0,41.0,44.0,39.0,38.0,39.0,39.0
13,45.0,38.0,38.0,44.0,41.0,41.0,43.0,41.0,40.0,40.0,40.0
14,41.0,38.0,40.0,41.0,38.0,38.0,41.0,38.0,41.0,40.0,40.0
15,43.0,41.0,41.0,40.0,40.0,42.0,42.0,40.0,39.0,40.0,40.0
16,43.0,39.0,35.0,42.0,42.0,42.0,41.0,37.0,39.0,41.0,37.0
17,42.0,39.0,41.0,42.0,39.0,39.0,37.0,39.0,42.0,41.0,41.0
18,44.0,41.0,41.0,43.0,43.0,41.0,43.0,41.0,40.0,40.0,40.0
19,46.0,43.0,40.0,45.0,43.0,43.0,46.0,39.0,41.0,42.0,37.0
20,46.0,42.0,41.0,45.0,40.0,40.0,46.0,39.0,45.0,41.0,41.0
21,44.0,41.0,41.0,44.0,43.0,41.0,43.0,41.0,40.0,41.0,41.0
22,46.0,43.0,41.0,46.0,43.0,43.0,46.0,39.0,41.0,43.0,38.0
23,46.0,42.0,41.0,46.0,40.0,40.0,46.0,39.0,45.0,42.0,41.0
24,42.0,40.0,42.0,41.0,41.0,41.0,40.0,41.0,40.0,39.0,41.0
25,43.0,42.0,40.0,43.0,40.0,39.0,42.0,38.0,41.0,41.0,39.0
26,42.0,42.0,42.0,43.0,38.0,38.0,42.0,38.0,41.0,41.0,41.0
27,44.0,40.0,41.0,43.0,42.0,42.0,44.0,41.0,40.0,40.0,40.0
28,46.0,46.0,44.0,45.0,43.0,43.0,46.0,42.0,44.0,45.0,43.0
29,46.0,46.0,46.0,45.0,42.0,42.0,46.0,42.0,45.0,45.0,45.0
30,45.0,41.0,41.0,44.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0
31,47.0,47.0,42.0,46.0,43.0,43.0,41.0,43.0,45.0,46.0,41.0
32,47.0,47.0,47.0,46.0,43.0,43.0,42.0,43.0,45.0,46.0,46.0
33,41.0,41.0,41.0,41.0,40.0,41.0,39.0,40.0,40.0,41.0,41.0
34,43.0,43.0,39.0,43.0,39.0,39.0,41.0,38.0,40.0,43.0,39.0
35,42.0,42.0,41.0,42.0,40.0,40.0,42.0,37.0,45.0,42.0,41.0
36,42.0,40.0,42.0,42.0,41.0,41.0,39.0,41.0,40.0,40.0,42.0
37,43.0,42.0,40.0,43.0,40.0,39.0,42.0,38.0,41.0,42.0,40.0
38,42.0,42.0,42.0,42.0,38.0,38.0,42.0,38.0,41.0,42.0,42.0
39,43.0,40.0,41.0,43.0,41.0,41.0,43.0,41.0,40.0,40.0,41.0
40,46.0,46.0,44.0,46.0,43.0,43.0,46.0,42.0,44.0,46.0,44.0
41,46.0,46.0,46.0,46.0,42.0,42.0,46.0,42.0,45.0,46.0,46.0
42,41.0,41.0,41.0,41.0,42.0,42.0,41.0,42.0,41.0,41.0,41.0
43,47.0,47.0,42.0,47.0,43.0,43.0,41.0,43.0,45.0,47.0,42.0
44,47.0,47.0,47.0,47.0,43.0,43.0,42.0,43.0,45.0,47.0,47.0
45,40.0,37.0,38.0,41.0,37.0,37.0,39.0,37.0,39.0,37.0,37.0
46,39.0,35.0,34.0,37.0,36.0,36.0,37.0,36.0,36.0,36.0,35.0
47,40.0,35.0,35.0,39.0,36.0,36.0,39.0,36.0,37.0,36.0,36.0
48,41.0,41.0,41.0,41.0,41.0,41.0,40.0,41.0,40.0,41.0,41.0
49,41.0,37.0,36.0,41.0,40.0,40.0,41.0,40.0,40.0,40.0,39.0
50,41.0,38.0,39.0,42.0,38.0,38.0,41.0,38.0,41.0,40.0,40.0
51,41.0,41.0,41.0,42.0,42.0,42.0,40.0,42.0,40.0,42.0,42.0
52,41.0,37.0,36.0,42.0,41.0,41.0,39.0,39.0,40.0,40.0,39.0
53,41.0,39.0,40.0,42.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0
54,43.0,40.0,40.0,42.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0
55,40.0,39.0,39.0,40.0,41.0,40.0,41.0,40.0,41.0,39.0,38.0
56,45.0,39.0,39.0,44.0,41.0,41.0,42.0,41.0,40.0,40.0,40.0
57,43.0,40.0,40.0,42.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0
58,41.0,40.0,39.0,41.0,41.0,40.0,42.0,40.0,42.0,39.0,39.0
59,45.0,40.0,40.0,44.0,42.0,42.0,43.0,41.0,41.0,40.0,40.0
60,41.0,41.0,41.0,40.0,42.0,42.0,40.0,42.0,42.0,40.0,40.0
61,42.0,37.0,35.0,41.0,40.0,40.0,37.0,38.0,39.0,40.0,36.0
62,42.0,39.0,37.0,42.0,42.0,42.0,40.0,38.0,42.0,41.0,40.0
63,44.0,40.0,40.0,43.0,43.0,43.0,42.0,43.0,39.0,39.0,39.0
64,45.0,42.0,39.0,44.0,42.0,42.0,45.0,41.0,40.0,41.0,37.0
65,46.0,41.0,40.0,45.0,44.0,44.0,46.0,44.0,44.0,40.0,40.0
66,44.0,40.0,40.0,44.0,43.0,43.0,42.0,43.0,39.0,40.0,40.0
67,45.0,42.0,40.0,45.0,42.0,42.0,45.0,42.0,40.0,42.0,38.0
68,46.0,42.0,41.0,46.0,44.0,44.0,46.0,44.0,44.0,41.0,41.0
69,45.0,40.0,42.0,44.0,40.0,40.0,41.0,40.0,40.0,39.0,41.0
70,42.0,41.0,39.0,42.0,43.0,43.0,41.0,43.0,40.0,40.0,38.0
71,45.0,42.0,42.0,44.0,39.0,39.0,45.0,39.0,40.0,41.0,41.0
72,44.0,40.0,41.0,43.0,41.0,41.0,44.0,42.0,39.0,40.0,40.0
73,45.0,45.0,43.0,44.0,47.0,47.0,45.0,47.0,43.0,44.0,42.0
74,47.0,46.0,46.0,46.0,42.0,42.0,47.0,42.0,44.0,45.0,45.0
75,45.0,41.0,41.0,44.0,41.0,41.0,42.0,41.0,40.0,41.0,41.0
76,46.0,46.0,42.0,45.0,42.0,42.0,41.0,42.0,44.0,45.0,41.0
77,48.0,47.0,47.0,47.0,43.0,43.0,45.0,43.0,45.0,46.0,46.0
78,41.0,40.0,40.0,41.0,43.0,43.0,40.0,43.0,39.0,40.0,40.0
79,42.0,42.0,38.0,42.0,39.0,38.0,41.0,42.0,39.0,42.0,39.0
80,42.0,42.0,41.0,42.0,44.0,44.0,42.0,44.0,44.0,42.0,41.0
81,45.0,40.0,42.0,45.0,40.0,40.0,41.0,40.0,40.0,40.0,42.0
82,42.0,41.0,39.0,42.0,43.0,43.0,41.0,43.0,40.0,41.0,39.0
83,45.0,42.0,42.0,45.0,39.0,39.0,45.0,39.0,40.0,42.0,42.0
84,44.0,40.0,41.0,44.0,40.0,40.0,42.0,42.0,39.0,40.0,41.0
85,45.0,45.0,43.0,45.0,47.0,47.0,45.0,47.0,43.0,45.0,43.0
86,47.0,46.0,46.0,47.0,42.0,42.0,47.0,42.0,44.0,46.0,46.0
87,43.0,41.0,41.0,43.0,41.0,41.0,42.0,41.0,40.0,41.0,41.0
88,46.0,46.0,42.0,46.0,42.0,42.0,41.0,42.0,44.0,46.0,42.0
89,48.0,47.0,47.0,48.0,43.0,43.0,45.0,43.0,45.0,47.0,47.0
90,43.0,38.0,38.0,42.0,36.0,36.0,41.0,36.0,43.0,37.0,37.0
91,41.0,38.0,38.0,40.0,35.0,35.0,40.0,35.0,41.0,37.0,37.0
92,41.0,41.0,41.0,42.0,36.0,36.0,41.0,35.0,41.0,40.0,40.0
93,45.0,41.0,42.0,44.0,40.0,40.0,45.0,40.0,43.0,41.0,41.0
94,42.0,42.0,42.0,42.0,39.0,39.0,41.0,39.0,41.0,41.0,41.0
95,45.0,45.0,45.0,44.0,38.0,38.0,45.0,37.0,44.0,44.0,44.0
96,46.0,42.0,43.0,45.0,41.0,41.0,40.0,41.0,43.0,42.0,42.0
97,42.0,42.0,42.0,43.0,40.0,40.0,39.0,38.0,42.0,41.0,41.0
98,46.0,46.0,46.0,45.0,38.0,38.0,41.0,38.0,45.0,45.0,45.0
99,44.0,40.0,41.0,43.0,40.0,40.0,44.0,41.0,42.0,40.0,40.0
100,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,41.0,40.0,40.0
101,44.0,44.0,44.0,43.0,41.0,41.0,44.0,41.0,44.0,43.0,43.0
102,45.0,41.0,42.0,44.0,41.0,41.0,43.0,41.0,42.0,41.0,41.0
103,42.0,41.0,41.0,42.0,42.0,42.0,43.0,42.0,42.0,40.0,40.0
104,45.0,45.0,45.0,44.0,42.0,42.0,45.0,41.0,44.0,44.0,44.0
105,44.0,41.0,41.0,43.0,41.0,41.0,39.0,41.0,42.0,40.0,40.0
106,42.0,42.0,42.0,41.0,39.0,39.0,38.0,38.0,42.0,41.0,41.0
107,46.0,46.0,42.0,45.0,42.0,42.0,40.0,38.0,45.0,45.0,41.0
108,40.0,40.0,40.0,40.0,39.0,39.0,36.0,39.0,39.0,40.0,40.0
109,37.0,37.0,36.0,37.0,35.0,34.0,37.0,38.0,36.0,37.0,36.0
110,38.0,37.0,37.0,38.0,40.0,40.0,38.0,40.0,40.0,37.0,37.0
111,41.0,40.0,40.0,41.0,36.0,36.0,37.0,36.0,39.0,40.0,40.0
112,38.0,37.0,37.0,38.0,39.0,39.0,37.0,39.0,37.0,37.0,37.0
113,41.0,41.0,40.0,41.0,35.0,35.0,41.0,35.0,40.0,41.0,40.0
114,40.0,40.0,40.0,40.0,36.0,36.0,40.0,40.0,39.0,40.0,40.0
115,41.0,41.0,41.0,41.0,43.0,43.0,41.0,43.0,40.0,41.0,41.0
116,43.0,42.0,42.0,43.0,38.0,38.0,43.0,38.0,41.0,42.0,42.0
117,41.0,41.0,40.0,41.0,37.0,37.0,38.0,37.0,40.0,41.0,40.0
118,42.0,42.0,42.0,42.0,38.0,38.0,37.0,38.0,41.0,42.0,42.0
119,44.0,42.0,42.0,44.0,39.0,39.0,38.0,39.0,41.0,42.0,42.0
120,43.0,38.0,38.0,43.0,36.0,36.0,38.0,35.0,43.0,38.0,38.0
121,41.0,38.0,38.0,41.0,35.0,35.0,40.0,34.0,40.0,38.0,38.0
122,41.0,41.0,41.0,41.0,36.0,36.0,41.0,35.0,41.0,41.0,41.0
123,43.0,41.0,42.0,43.0,36.0,36.0,42.0,37.0,43.0,41.0,42.0
124,42.0,42.0,42.0,42.0,38.0,38.0,41.0,38.0,41.0,42.0,42.0
125,45.0,45.0,45.0,45.0,38.0,38.0,45.0,37.0,44.0,45.0,45.0
126,43.0,42.0,43.0,43.0,37.0,37.0,38.0,37.0,43.0,42.0,43.0
127,42.0,42.0,42.0,42.0,38.0,38.0,38.0,38.0,42.0,42.0,42.0
128,46.0,46.0,46.0,46.0,38.0,38.0,41.0,38.0,45.0,46.0,46.0
129,42.0,40.0,41.0,42.0,36.0,36.0,41.0,41.0,42.0,40.0,41.0
130,41.0,41.0,41.0,41.0,42.0,42.0,40.0,42.0,40.0,41.0,41.0
131,44.0,44.0,44.0,44.0,41.0,41.0,44.0,41.0,44.0,44.0,44.0
132,42.0,41.0,42.0,42.0,37.0,37.0,42.0,41.0,42.0,41.0,42.0
133,42.0,41.0,41.0,42.0,42.0,42.0,41.0,42.0,41.0,41.0,41.0
134,45.0,45.0,45.0,45.0,42.0,42.0,45.0,41.0,44.0,45.0,45.0
135,41.0,41.0,41.0,41.0,37.0,37.0,37.0,37.0,42.0,41.0,41.0
136,42.0,42.0,42.0,42.0,39.0,39.0,36.0,38.0,41.0,42.0,42.0
137,46.0,46.0,42.0,46.0,42.0,42.0,40.0,39.0,45.0,46.0,42.0
138,39.0,35.0,36.0,40.0,34.0,34.0,39.0,34.0,39.0,36.0,36.0
139,39.0,31.0,31.0,37.0,36.0,36.0,39.0,33.0,34.0,33.0,33.0
140,38.0,35.0,35.0,37.0,35.0,35.0,37.0,35.0,37.0,36.0,36.0
141,43.0,39.0,40.0,42.0,37.0,37.0,43.0,36.0,43.0,40.0,40.0
142,43.0,36.0,36.0,39.0,38.0,38.0,43.0,37.0,38.0,37.0,37.0
143,40.0,37.0,38.0,40.0,38.0,38.0,39.0,38.0,41.0,40.0,40.0
144,44.0,39.0,41.0,43.0,37.0,37.0,39.0,36.0,44.0,40.0,40.0
145,44.0,36.0,36.0,40.0,39.0,39.0,39.0,37.0,38.0,37.0,37.0
146,40.0,37.0,39.0,40.0,39.0,39.0,37.0,39.0,41.0,40.0,40.0
147,43.0,38.0,42.0,42.0,37.0,36.0,43.0,36.0,43.0,39.0,41.0
148,43.0,40.0,40.0,39.0,40.0,39.0,43.0,37.0,38.0,37.0,39.0
149,40.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,42.0,39.0,40.0
150,44.0,39.0,43.0,43.0,37.0,36.0,43.0,36.0,44.0,39.0,42.0
151,44.0,41.0,41.0,40.0,40.0,39.0,43.0,38.0,39.0,38.0,40.0
152,40.0,40.0,40.0,41.0,40.0,40.0,40.0,40.0,43.0,40.0,41.0
153,44.0,39.0,44.0,43.0,37.0,37.0,38.0,36.0,44.0,40.0,43.0
154,41.0,37.0,38.0,41.0,39.0,39.0,38.0,39.0,40.0,39.0,41.0
155,41.0,37.0,39.0,41.0,40.0,40.0,39.0,39.0,42.0,40.0,41.0
156,42.0,37.0,41.0,41.0,39.0,39.0,42.0,35.0,42.0,38.0,40.0
157,42.0,39.0,39.0,38.0,40.0,40.0,42.0,40.0,37.0,36.0,38.0
158,39.0,39.0,39.0,40.0,40.0,40.0,39.0,40.0,41.0,39.0,39.0
159,43.0,38.0,42.0,42.0,39.0,39.0,42.0,36.0,43.0,38.0,41.0
160,43.0,40.0,40.0,39.0,41.0,41.0,42.0,41.0,38.0,37.0,39.0
161,39.0,39.0,39.0,41.0,40.0,40.0,40.0,40.0,42.0,40.0,40.0
162,43.0,38.0,43.0,42.0,39.0,39.0,41.0,36.0,43.0,39.0,42.0
163,40.0,39.0,39.0,40.0,41.0,41.0,39.0,41.0,39.0,38.0,40.0
164,40.0,40.0,38.0,41.0,40.0,40.0,40.0,40.0,42.0,40.0,40.0
165,40.0,39.0,39.0,39.0,37.0,37.0,36.0,36.0,42.0,38.0,38.0
166,40.0,35.0,35.0,39.0,38.0,38.0,35.0,37.0,39.0,35.0,36.0
167,41.0,37.0,34.0,41.0,40.0,40.0,35.0,38.0,42.0,40.0,36.0
