Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,53.0,52.0,49.0,49.0,53.0,53.0,52.0,49.0,52.0,52.0,52.0,52.0
1,56.0,54.0,49.0,49.0,55.0,55.0,50.0,51.0,51.0,51.0,51.0,51.0
2,54.0,54.0,48.0,48.0,55.0,55.0,54.0,49.0,54.0,54.0,54.0,54.0
3,57.0,57.0,53.0,53.0,55.0,55.0,55.0,54.0,53.0,53.0,53.0,53.0
4,57.0,56.0,52.0,52.0,56.0,57.0,53.0,52.0,51.0,52.0,51.0,52.0
5,57.0,56.0,52.0,52.0,56.0,56.0,55.0,52.0,55.0,55.0,55.0,55.0
6,57.0,56.0,52.0,52.0,52.0,52.0,56.0,52.0,51.0,51.0,51.0,51.0
7,57.0,55.0,53.0,52.0,55.0,55.0,54.0,51.0,50.0,51.0,50.0,51.0
8,57.0,54.0,53.0,53.0,55.0,55.0,54.0,51.0,54.0,54.0,54.0,54.0
9,56.0,54.0,56.0,56.0,55.0,55.0,54.0,55.0,54.0,54.0,54.0,54.0
10,56.0,56.0,56.0,56.0,55.0,57.0,52.0,55.0,54.0,54.0,54.0,54.0
11,54.0,54.0,50.0,50.0,55.0,55.0,54.0,51.0,54.0,54.0,54.0,54.0
12,55.0,53.0,55.0,55.0,54.0,56.0,55.0,54.0,55.0,55.0,55.0,55.0
13,55.0,55.0,55.0,55.0,56.0,56.0,55.0,54.0,55.0,55.0,55.0,55.0
14,55.0,55.0,49.0,49.0,56.0,56.0,55.0,50.0,55.0,55.0,55.0,55.0
15,55.0,52.0,51.0,51.0,53.0,55.0,56.0,50.0,54.0,54.0,54.0,54.0
16,55.0,55.0,51.0,50.0,55.0,55.0,56.0,49.0,54.0,54.0,54.0,54.0
17,56.0,54.0,48.0,48.0,55.0,55.0,56.0,51.0,50.0,51.0,50.0,51.0
18,57.0,57.0,53.0,55.0,57.0,57.0,55.0,56.0,55.0,55.0,55.0,55.0
19,58.0,58.0,54.0,54.0,57.0,59.0,54.0,55.0,55.0,55.0,55.0,55.0
20,58.0,58.0,54.0,54.0,57.0,57.0,56.0,55.0,56.0,56.0,56.0,56.0
21,58.0,57.0,54.0,56.0,57.0,57.0,56.0,55.0,56.0,56.0,56.0,56.0
22,59.0,57.0,55.0,54.0,58.0,58.0,55.0,55.0,56.0,56.0,56.0,56.0
23,59.0,58.0,55.0,55.0,58.0,58.0,55.0,56.0,55.0,55.0,55.0,55.0
24,58.0,58.0,56.0,58.0,57.0,57.0,55.0,57.0,56.0,56.0,56.0,56.0
25,57.0,56.0,57.0,57.0,56.0,58.0,52.0,56.0,55.0,55.0,55.0,55.0
26,57.0,56.0,57.0,57.0,56.0,56.0,54.0,56.0,55.0,55.0,55.0,55.0
27,57.0,57.0,55.0,57.0,58.0,58.0,56.0,56.0,57.0,57.0,57.0,57.0
28,56.0,56.0,56.0,56.0,56.0,59.0,56.0,55.0,56.0,56.0,56.0,56.0
29,58.0,56.0,56.0,56.0,57.0,57.0,58.0,55.0,56.0,56.0,56.0,56.0
30,57.0,57.0,53.0,53.0,57.0,57.0,57.0,54.0,56.0,56.0,56.0,56.0
31,56.0,56.0,52.0,51.0,56.0,58.0,57.0,50.0,55.0,55.0,55.0,55.0
32,57.0,56.0,52.0,51.0,57.0,57.0,59.0,52.0,55.0,55.0,55.0,55.0
33,57.0,57.0,51.0,57.0,58.0,58.0,56.0,56.0,57.0,57.0,57.0,57.0
34,58.0,58.0,52.0,53.0,53.0,59.0,53.0,53.0,57.0,57.0,57.0,57.0
35,59.0,58.0,52.0,54.0,54.0,54.0,53.0,54.0,53.0,53.0,53.0,53.0
36,59.0,59.0,57.0,59.0,58.0,58.0,56.0,58.0,57.0,57.0,57.0,57.0
37,58.0,55.0,58.0,57.0,56.0,57.0,53.0,56.0,55.0,56.0,55.0,56.0
38,58.0,56.0,58.0,58.0,56.0,57.0,54.0,57.0,56.0,56.0,56.0,56.0
