Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,45.0,43.0,42.0,41.0,40.0,40.0,41.0
1,43.0,42.0,38.0,41.0,40.0,40.0,40.0
2,47.0,42.0,41.0,42.0,41.0,41.0,40.0
3,46.0,44.0,43.0,44.0,40.0,40.0,40.0
4,44.0,45.0,43.0,42.0,41.0,41.0,40.0
5,46.0,46.0,42.0,44.0,41.0,41.0,42.0
6,44.0,43.0,42.0,42.0,41.0,41.0,41.0
7,43.0,44.0,44.0,43.0,42.0,42.0,41.0
8,44.0,45.0,41.0,43.0,40.0,40.0,43.0
9,43.0,44.0,43.0,42.0,43.0,43.0,43.0
10,43.0,44.0,40.0,42.0,43.0,43.0,43.0
11,45.0,44.0,43.0,44.0,43.0,43.0,43.0
12,42.0,43.0,44.0,43.0,42.0,42.0,42.0
13,42.0,43.0,44.0,42.0,42.0,42.0,42.0
14,44.0,43.0,44.0,43.0,42.0,42.0,42.0
15,42.0,44.0,45.0,42.0,41.0,41.0,41.0
16,43.0,44.0,45.0,43.0,43.0,43.0,40.0
17,44.0,44.0,45.0,43.0,42.0,42.0,43.0
18,45.0,44.0,42.0,43.0,39.0,39.0,39.0
19,43.0,44.0,42.0,42.0,41.0,41.0,40.0
20,45.0,46.0,41.0,43.0,41.0,41.0,41.0
21,43.0,44.0,41.0,44.0,40.0,40.0,40.0
22,42.0,45.0,43.0,43.0,42.0,42.0,41.0
23,43.0,46.0,42.0,44.0,42.0,42.0,42.0
24,43.0,45.0,42.0,45.0,42.0,42.0,42.0
25,42.0,45.0,39.0,42.0,42.0,42.0,42.0
26,44.0,46.0,43.0,43.0,42.0,42.0,42.0
27,42.0,44.0,43.0,44.0,41.0,41.0,41.0
28,41.0,44.0,43.0,44.0,41.0,41.0,41.0
29,43.0,45.0,44.0,44.0,41.0,41.0,41.0
30,43.0,45.0,44.0,45.0,40.0,40.0,40.0
31,42.0,44.0,44.0,45.0,42.0,42.0,41.0
32,44.0,46.0,45.0,45.0,41.0,41.0,42.0
33,42.0,43.0,40.0,42.0,41.0,41.0,41.0
34,42.0,44.0,40.0,42.0,43.0,43.0,41.0
35,44.0,45.0,41.0,43.0,43.0,43.0,42.0
36,43.0,45.0,42.0,44.0,42.0,42.0,41.0
37,43.0,46.0,40.0,43.0,42.0,42.0,42.0
38,44.0,46.0,43.0,43.0,42.0,42.0,40.0
39,42.0,44.0,42.0,43.0,41.0,41.0,40.0
40,42.0,45.0,43.0,45.0,42.0,42.0,41.0
41,43.0,45.0,44.0,45.0,41.0,41.0,40.0
42,42.0,44.0,43.0,44.0,41.0,41.0,39.0
43,43.0,45.0,44.0,46.0,43.0,43.0,42.0
44,44.0,45.0,45.0,46.0,40.0,40.0,41.0
45,44.0,45.0,42.0,43.0,41.0,41.0,43.0
46,44.0,47.0,43.0,42.0,42.0,42.0,42.0
47,46.0,44.0,44.0,44.0,43.0,43.0,45.0
48,43.0,45.0,43.0,45.0,42.0,42.0,42.0
49,43.0,46.0,44.0,44.0,42.0,42.0,42.0
50,45.0,44.0,45.0,43.0,44.0,44.0,44.0
51,42.0,45.0,43.0,44.0,41.0,41.0,41.0
52,44.0,46.0,44.0,45.0,43.0,43.0,43.0
53,44.0,44.0,45.0,43.0,43.0,43.0,43.0
54,42.0,44.0,42.0,44.0,41.0,41.0,41.0
55,42.0,45.0,43.0,43.0,41.0,41.0,41.0
56,44.0,43.0,44.0,42.0,43.0,43.0,43.0
57,42.0,45.0,43.0,45.0,40.0,40.0,40.0
58,43.0,45.0,43.0,44.0,42.0,42.0,42.0
59,44.0,44.0,45.0,43.0,42.0,42.0,42.0
60,42.0,43.0,42.0,44.0,38.0,38.0,41.0
61,43.0,45.0,43.0,44.0,43.0,43.0,43.0
62,44.0,43.0,44.0,41.0,40.0,40.0,42.0
63,44.0,43.0,41.0,42.0,40.0,40.0,40.0
64,42.0,43.0,41.0,41.0,40.0,40.0,40.0
65,44.0,45.0,40.0,42.0,42.0,42.0,42.0
66,42.0,43.0,40.0,43.0,41.0,41.0,41.0
67,41.0,44.0,42.0,42.0,41.0,41.0,41.0
68,42.0,45.0,41.0,43.0,43.0,43.0,43.0
69,42.0,44.0,41.0,44.0,42.0,42.0,42.0
