Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,47.0,46.0,45.0,45.0,45.0,45.0,48.0,46.0,49.0,47.0,43.0,46.0,40.0
1,46.0,44.0,43.0,43.0,42.0,42.0,49.0,44.0,42.0,42.0,42.0,46.0,46.0
2,47.0,45.0,46.0,46.0,45.0,42.0,49.0,45.0,47.0,46.0,42.0,47.0,42.0
3,48.0,47.0,49.0,49.0,49.0,49.0,49.0,49.0,50.0,49.0,47.0,48.0,45.0
4,48.0,48.0,47.0,47.0,46.0,46.0,49.0,48.0,46.0,47.0,44.0,49.0,46.0
5,48.0,49.0,50.0,50.0,47.0,46.0,50.0,49.0,49.0,50.0,46.0,49.0,46.0
6,47.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,48.0,46.0,49.0,45.0
7,49.0,48.0,46.0,46.0,44.0,46.0,47.0,48.0,47.0,47.0,43.0,50.0,46.0
8,48.0,50.0,51.0,51.0,45.0,46.0,51.0,50.0,50.0,50.0,47.0,50.0,46.0
9,47.0,46.0,45.0,46.0,47.0,48.0,48.0,47.0,46.0,48.0,48.0,47.0,44.0
10,44.0,45.0,43.0,43.0,42.0,44.0,48.0,44.0,43.0,43.0,43.0,46.0,50.0
11,47.0,46.0,47.0,47.0,45.0,45.0,46.0,46.0,47.0,46.0,42.0,47.0,45.0
12,47.0,46.0,45.0,46.0,49.0,49.0,48.0,48.0,47.0,48.0,48.0,48.0,43.0
13,48.0,48.0,43.0,43.0,47.0,46.0,47.0,46.0,44.0,43.0,42.0,49.0,49.0
14,47.0,47.0,47.0,47.0,48.0,46.0,46.0,47.0,46.0,46.0,41.0,47.0,44.0
15,46.0,46.0,46.0,46.0,50.0,50.0,46.0,49.0,47.0,48.0,45.0,49.0,40.0
16,49.0,49.0,43.0,43.0,48.0,47.0,45.0,47.0,45.0,43.0,42.0,50.0,45.0
17,48.0,48.0,46.0,46.0,49.0,47.0,47.0,48.0,46.0,46.0,42.0,48.0,42.0
18,49.0,49.0,48.0,51.0,49.0,51.0,51.0,51.0,50.0,49.0,49.0,48.0,45.0
19,51.0,51.0,47.0,47.0,46.0,46.0,51.0,51.0,49.0,49.0,46.0,50.0,46.0
20,51.0,51.0,49.0,49.0,47.0,48.0,52.0,50.0,49.0,51.0,49.0,49.0,46.0
21,50.0,50.0,49.0,52.0,50.0,52.0,50.0,52.0,50.0,49.0,49.0,49.0,46.0
22,52.0,52.0,47.0,47.0,47.0,47.0,51.0,52.0,50.0,48.0,47.0,49.0,46.0
23,52.0,52.0,50.0,50.0,46.0,49.0,51.0,51.0,49.0,51.0,50.0,49.0,47.0
24,48.0,48.0,49.0,49.0,50.0,52.0,51.0,49.0,50.0,51.0,52.0,49.0,49.0
