Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,54.0,56.0,53.0,49.0,49.0,49.0,56.0,52.0,55.0,49.0
1,54.0,51.0,54.0,57.0,57.0,53.0,57.0,53.0,54.0,53.0
2,56.0,52.0,55.0,52.0,52.0,53.0,52.0,53.0,56.0,49.0
3,53.0,57.0,54.0,54.0,54.0,49.0,57.0,54.0,54.0,50.0
4,53.0,52.0,53.0,56.0,56.0,52.0,56.0,53.0,54.0,54.0
5,57.0,56.0,56.0,56.0,56.0,53.0,56.0,56.0,57.0,50.0
6,53.0,50.0,53.0,50.0,50.0,49.0,50.0,52.0,51.0,49.0
7,54.0,51.0,54.0,51.0,51.0,49.0,51.0,54.0,52.0,54.0
8,55.0,51.0,54.0,51.0,51.0,54.0,51.0,56.0,55.0,51.0
9,52.0,51.0,55.0,49.0,49.0,53.0,51.0,56.0,53.0,52.0
10,54.0,49.0,52.0,49.0,49.0,52.0,49.0,52.0,54.0,53.0
11,54.0,49.0,54.0,49.0,49.0,52.0,49.0,52.0,54.0,53.0
12,51.0,50.0,54.0,48.0,48.0,52.0,50.0,55.0,52.0,52.0
13,53.0,52.0,53.0,51.0,51.0,51.0,52.0,51.0,53.0,54.0
14,53.0,54.0,53.0,54.0,54.0,51.0,48.0,51.0,53.0,52.0
15,52.0,49.0,52.0,49.0,49.0,48.0,49.0,52.0,50.0,47.0
16,54.0,48.0,54.0,48.0,48.0,48.0,48.0,48.0,50.0,53.0
17,54.0,54.0,54.0,54.0,54.0,52.0,48.0,52.0,54.0,48.0
18,53.0,56.0,53.0,54.0,54.0,48.0,56.0,53.0,53.0,49.0
19,54.0,56.0,54.0,56.0,56.0,53.0,56.0,54.0,53.0,54.0
20,56.0,56.0,55.0,56.0,56.0,52.0,56.0,55.0,56.0,51.0
21,54.0,55.0,53.0,55.0,55.0,48.0,55.0,53.0,53.0,49.0
22,54.0,57.0,53.0,57.0,57.0,51.0,57.0,55.0,53.0,54.0
23,56.0,57.0,55.0,57.0,57.0,53.0,57.0,55.0,55.0,50.0
24,53.0,55.0,54.0,55.0,55.0,52.0,55.0,55.0,53.0,51.0
25,53.0,53.0,51.0,53.0,53.0,51.0,49.0,51.0,54.0,53.0
26,53.0,52.0,53.0,52.0,52.0,51.0,51.0,51.0,54.0,53.0
27,52.0,54.0,53.0,54.0,54.0,51.0,54.0,54.0,53.0,52.0
