Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,35.0,35.0,34.0,35.0
1,37.0,37.0,36.0,38.0
2,37.0,37.0,37.0,39.0
3,36.0,37.0,35.0,35.0
4,37.0,37.0,37.0,38.0
5,37.0,37.0,36.0,39.0
6,36.0,36.0,35.0,35.0
7,37.0,37.0,38.0,39.0
8,37.0,37.0,37.0,39.0
9,36.0,36.0,35.0,36.0
10,39.0,39.0,37.0,38.0
11,38.0,38.0,38.0,40.0
12,35.0,36.0,35.0,36.0
13,38.0,38.0,37.0,37.0
14,37.0,37.0,37.0,39.0
15,36.0,36.0,36.0,37.0
16,37.0,37.0,38.0,38.0
17,38.0,38.0,37.0,39.0
18,36.0,36.0,34.0,34.0
19,39.0,39.0,38.0,38.0
20,39.0,39.0,37.0,39.0
21,36.0,36.0,35.0,35.0
22,39.0,39.0,39.0,38.0
23,39.0,39.0,38.0,39.0
24,37.0,37.0,36.0,37.0
25,40.0,40.0,39.0,38.0
26,40.0,40.0,38.0,40.0
27,36.0,36.0,35.0,36.0
28,39.0,39.0,38.0,37.0
29,39.0,39.0,37.0,39.0
30,37.0,37.0,35.0,37.0
31,38.0,38.0,39.0,38.0
32,38.0,38.0,38.0,39.0
33,35.0,35.0,34.0,35.0
34,39.0,39.0,38.0,38.0
35,37.0,37.0,37.0,39.0
36,36.0,36.0,35.0,37.0
37,39.0,39.0,40.0,39.0
38,38.0,38.0,38.0,40.0
39,35.0,35.0,35.0,36.0
40,38.0,38.0,39.0,38.0
41,37.0,37.0,38.0,39.0
42,36.0,36.0,36.0,37.0
43,39.0,39.0,40.0,39.0
44,38.0,38.0,39.0,39.0
45,37.0,37.0,38.0,38.0
46,38.0,38.0,39.0,39.0
47,38.0,38.0,39.0,41.0
48,37.0,36.0,39.0,38.0
49,40.0,40.0,39.0,39.0
50,40.0,40.0,40.0,40.0
51,37.0,37.0,37.0,38.0
52,40.0,40.0,40.0,40.0
53,40.0,40.0,38.0,41.0
54,37.0,37.0,38.0,38.0
55,39.0,39.0,38.0,38.0
56,39.0,39.0,39.0,39.0
57,38.0,38.0,36.0,39.0
58,39.0,39.0,39.0,39.0
59,39.0,39.0,38.0,40.0
60,39.0,39.0,35.0,40.0
61,40.0,40.0,40.0,39.0
62,39.0,39.0,39.0,39.0
63,34.0,35.0,33.0,34.0
64,38.0,38.0,38.0,37.0
65,39.0,39.0,36.0,38.0
66,35.0,35.0,34.0,34.0
67,38.0,38.0,39.0,37.0
68,39.0,39.0,37.0,38.0
69,36.0,36.0,35.0,37.0
70,39.0,39.0,38.0,37.0
71,41.0,41.0,38.0,39.0
72,35.0,35.0,34.0,36.0
73,38.0,38.0,38.0,36.0
74,40.0,40.0,37.0,38.0
75,36.0,36.0,34.0,37.0
76,37.0,37.0,39.0,37.0
77,39.0,39.0,37.0,38.0
78,34.0,34.0,35.0,34.0
79,38.0,38.0,38.0,38.0
80,37.0,37.0,38.0,38.0
81,35.0,35.0,35.0,37.0
82,38.0,38.0,39.0,38.0
83,41.0,41.0,38.0,39.0
84,35.0,35.0,34.0,37.0
85,37.0,37.0,38.0,37.0
86,40.0,40.0,37.0,38.0
87,35.0,35.0,35.0,36.0
88,38.0,38.0,39.0,38.0
89,39.0,39.0,38.0,38.0
90,36.0,36.0,37.0,37.0
91,41.0,41.0,41.0,39.0
92,40.0,40.0,38.0,40.0
93,36.0,36.0,38.0,39.0
94,40.0,40.0,40.0,38.0
95,40.0,40.0,39.0,41.0
96,36.0,36.0,36.0,37.0
97,39.0,39.0,39.0,39.0
98,40.0,40.0,37.0,42.0
99,36.0,36.0,37.0,38.0
100,39.0,39.0,39.0,37.0
101,39.0,39.0,38.0,40.0
102,37.0,37.0,35.0,38.0
103,38.0,38.0,38.0,38.0
104,39.0,39.0,37.0,41.0
105,38.0,38.0,35.0,39.0
106,39.0,39.0,39.0,38.0
107,38.0,38.0,38.0,38.0
108,34.0,34.0,34.0,34.0
109,38.0,38.0,37.0,37.0
110,36.0,36.0,37.0,37.0
111,35.0,35.0,34.0,37.0
112,39.0,39.0,40.0,39.0
113,37.0,37.0,38.0,37.0
114,34.0,34.0,35.0,36.0
115,38.0,38.0,39.0,38.0
116,36.0,36.0,37.0,37.0
117,35.0,35.0,34.0,36.0
118,39.0,39.0,39.0,39.0
119,37.0,37.0,38.0,38.0
120,36.0,36.0,38.0,38.0
121,37.0,37.0,42.0,40.0
122,40.0,40.0,39.0,40.0
123,36.0,36.0,39.0,38.0
124,39.0,39.0,41.0,39.0
125,40.0,40.0,40.0,42.0
126,36.0,36.0,36.0,38.0
127,40.0,40.0,40.0,40.0
128,40.0,40.0,38.0,43.0
129,37.0,37.0,38.0,38.0
130,38.0,38.0,40.0,38.0
131,39.0,39.0,39.0,41.0
132,38.0,38.0,36.0,39.0
133,39.0,39.0,39.0,39.0
134,39.0,39.0,37.0,42.0
135,39.0,39.0,35.0,40.0
136,40.0,40.0,39.0,39.0
137,38.0,38.0,38.0,39.0
138,39.0,39.0,36.0,38.0
139,40.0,40.0,38.0,40.0
140,38.0,38.0,38.0,41.0
141,39.0,39.0,37.0,39.0
142,40.0,40.0,41.0,40.0
143,40.0,40.0,38.0,41.0
144,39.0,39.0,36.0,38.0
145,40.0,40.0,42.0,40.0
146,40.0,40.0,38.0,41.0
147,38.0,38.0,37.0,39.0
148,39.0,39.0,40.0,41.0
149,39.0,39.0,38.0,41.0
150,39.0,39.0,37.0,40.0
151,39.0,39.0,41.0,42.0
152,40.0,40.0,39.0,42.0
153,40.0,40.0,35.0,41.0
154,40.0,40.0,40.0,41.0
155,40.0,40.0,37.0,41.0
156,37.0,37.0,37.0,38.0
157,38.0,38.0,39.0,40.0
158,39.0,39.0,38.0,40.0
159,38.0,38.0,38.0,39.0
160,39.0,39.0,40.0,41.0
161,40.0,40.0,39.0,41.0
162,39.0,39.0,35.0,40.0
163,40.0,40.0,39.0,41.0
164,41.0,41.0,37.0,42.0
165,40.0,40.0,34.0,41.0
166,41.0,41.0,38.0,42.0
167,42.0,42.0,37.0,43.0
