Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,41.0,40.0,43.0,42.0,42.0,40.0,38.0,41.0,41.0,38.0,41.0,41.0,39.0,39.0,40.0
1,45.0,37.0,42.0,45.0,45.0,38.0,36.0,44.0,44.0,36.0,44.0,44.0,38.0,38.0,37.0
2,45.0,38.0,45.0,47.0,47.0,38.0,37.0,43.0,43.0,37.0,43.0,43.0,38.0,38.0,42.0
3,41.0,40.0,43.0,43.0,43.0,40.0,37.0,41.0,41.0,37.0,41.0,41.0,39.0,39.0,40.0
4,45.0,37.0,42.0,46.0,46.0,38.0,36.0,45.0,45.0,36.0,45.0,45.0,38.0,38.0,37.0
5,45.0,39.0,45.0,47.0,47.0,39.0,37.0,44.0,44.0,37.0,44.0,44.0,38.0,38.0,42.0
6,41.0,40.0,43.0,42.0,42.0,40.0,38.0,41.0,41.0,38.0,41.0,41.0,39.0,39.0,40.0
7,45.0,38.0,43.0,45.0,45.0,38.0,37.0,44.0,44.0,37.0,44.0,44.0,38.0,38.0,37.0
8,44.0,38.0,46.0,47.0,47.0,38.0,37.0,43.0,43.0,37.0,43.0,43.0,39.0,39.0,42.0
9,46.0,48.0,48.0,47.0,47.0,48.0,45.0,48.0,48.0,45.0,48.0,48.0,47.0,47.0,48.0
10,46.0,43.0,43.0,45.0,45.0,43.0,42.0,46.0,46.0,42.0,46.0,46.0,44.0,44.0,38.0
11,45.0,42.0,46.0,46.0,46.0,42.0,42.0,43.0,43.0,42.0,43.0,43.0,41.0,41.0,44.0
12,46.0,47.0,48.0,47.0,47.0,47.0,46.0,47.0,47.0,46.0,47.0,47.0,46.0,46.0,49.0
13,48.0,42.0,47.0,44.0,44.0,45.0,42.0,45.0,45.0,42.0,45.0,45.0,43.0,43.0,41.0
14,49.0,45.0,49.0,45.0,45.0,45.0,43.0,47.0,47.0,43.0,47.0,47.0,44.0,44.0,45.0
15,41.0,41.0,43.0,42.0,42.0,41.0,39.0,41.0,41.0,39.0,41.0,41.0,40.0,40.0,42.0
16,46.0,42.0,42.0,45.0,45.0,40.0,41.0,43.0,43.0,41.0,43.0,43.0,42.0,42.0,41.0
17,45.0,44.0,46.0,46.0,46.0,43.0,44.0,47.0,47.0,44.0,47.0,47.0,45.0,45.0,43.0
18,41.0,40.0,42.0,42.0,42.0,40.0,38.0,40.0,40.0,38.0,40.0,40.0,38.0,38.0,40.0
19,45.0,37.0,41.0,46.0,46.0,38.0,39.0,45.0,45.0,39.0,45.0,45.0,38.0,38.0,36.0
20,45.0,39.0,45.0,46.0,46.0,39.0,39.0,44.0,44.0,39.0,44.0,44.0,38.0,38.0,42.0
21,41.0,40.0,42.0,41.0,41.0,40.0,38.0,40.0,40.0,38.0,40.0,40.0,39.0,39.0,40.0
22,45.0,38.0,42.0,46.0,46.0,38.0,39.0,45.0,45.0,39.0,45.0,45.0,38.0,38.0,37.0
23,44.0,39.0,46.0,46.0,46.0,39.0,40.0,44.0,44.0,40.0,44.0,44.0,39.0,39.0,42.0
24,46.0,48.0,48.0,47.0,47.0,48.0,44.0,48.0,48.0,44.0,48.0,48.0,47.0,47.0,48.0
25,46.0,43.0,43.0,45.0,45.0,43.0,41.0,46.0,46.0,41.0,46.0,46.0,44.0,44.0,38.0
26,45.0,44.0,46.0,46.0,46.0,42.0,42.0,45.0,45.0,42.0,45.0,45.0,42.0,42.0,44.0
27,46.0,48.0,48.0,47.0,47.0,48.0,45.0,47.0,47.0,45.0,47.0,47.0,46.0,46.0,49.0
28,48.0,46.0,47.0,44.0,44.0,46.0,43.0,45.0,45.0,43.0,45.0,45.0,44.0,44.0,41.0
29,49.0,45.0,49.0,45.0,45.0,45.0,43.0,47.0,47.0,43.0,47.0,47.0,44.0,44.0,45.0
30,41.0,41.0,42.0,42.0,42.0,41.0,39.0,41.0,41.0,39.0,41.0,41.0,40.0,40.0,42.0
31,46.0,42.0,42.0,45.0,45.0,40.0,40.0,44.0,44.0,40.0,44.0,44.0,42.0,42.0,41.0
32,45.0,44.0,46.0,46.0,46.0,43.0,44.0,47.0,47.0,44.0,47.0,47.0,45.0,45.0,43.0
33,41.0,40.0,41.0,41.0,41.0,40.0,37.0,40.0,40.0,37.0,40.0,40.0,39.0,39.0,40.0
34,45.0,38.0,42.0,45.0,45.0,38.0,36.0,41.0,41.0,36.0,41.0,41.0,38.0,38.0,37.0
35,44.0,38.0,46.0,46.0,46.0,37.0,37.0,43.0,43.0,37.0,43.0,43.0,39.0,39.0,42.0
36,46.0,48.0,48.0,46.0,46.0,48.0,45.0,48.0,48.0,45.0,48.0,48.0,47.0,47.0,48.0
37,46.0,43.0,43.0,45.0,45.0,43.0,42.0,46.0,46.0,42.0,46.0,46.0,44.0,44.0,38.0
38,45.0,43.0,46.0,46.0,46.0,41.0,42.0,44.0,44.0,42.0,44.0,44.0,43.0,43.0,44.0
39,45.0,47.0,48.0,46.0,46.0,47.0,46.0,47.0,47.0,46.0,47.0,47.0,47.0,47.0,49.0
40,48.0,45.0,47.0,44.0,44.0,45.0,42.0,45.0,45.0,42.0,45.0,45.0,45.0,45.0,41.0
41,48.0,43.0,48.0,45.0,45.0,43.0,43.0,47.0,47.0,43.0,47.0,47.0,43.0,43.0,45.0
42,41.0,41.0,42.0,42.0,42.0,41.0,39.0,41.0,41.0,39.0,41.0,41.0,40.0,40.0,42.0
43,46.0,42.0,42.0,45.0,45.0,41.0,41.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,41.0
44,45.0,44.0,46.0,46.0,46.0,43.0,44.0,47.0,47.0,44.0,47.0,47.0,44.0,44.0,43.0
45,45.0,48.0,47.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,49.0
46,47.0,45.0,45.0,44.0,44.0,45.0,43.0,46.0,46.0,43.0,46.0,46.0,44.0,44.0,44.0
47,45.0,47.0,48.0,47.0,47.0,47.0,47.0,46.0,46.0,47.0,46.0,46.0,47.0,47.0,47.0
48,49.0,49.0,50.0,48.0,48.0,49.0,49.0,48.0,48.0,49.0,48.0,48.0,49.0,49.0,50.0
49,51.0,49.0,49.0,47.0,47.0,49.0,47.0,49.0,49.0,47.0,49.0,49.0,48.0,48.0,48.0
50,49.0,51.0,52.0,51.0,51.0,51.0,51.0,52.0,52.0,51.0,52.0,52.0,51.0,51.0,51.0
51,46.0,47.0,47.0,46.0,46.0,47.0,47.0,48.0,48.0,47.0,48.0,48.0,48.0,48.0,48.0
52,51.0,48.0,47.0,47.0,47.0,47.0,48.0,49.0,49.0,48.0,49.0,49.0,49.0,49.0,48.0
53,50.0,52.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0
54,48.0,48.0,49.0,48.0,48.0,48.0,49.0,47.0,47.0,49.0,47.0,47.0,48.0,48.0,49.0
55,50.0,48.0,48.0,46.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0
56,48.0,50.0,51.0,50.0,50.0,50.0,52.0,51.0,51.0,52.0,51.0,51.0,50.0,50.0,52.0
57,46.0,48.0,47.0,46.0,46.0,46.0,48.0,47.0,47.0,48.0,47.0,47.0,47.0,47.0,49.0
58,51.0,49.0,48.0,46.0,46.0,48.0,49.0,48.0,48.0,49.0,48.0,48.0,48.0,48.0,49.0
59,49.0,51.0,50.0,51.0,51.0,50.0,53.0,51.0,51.0,53.0,51.0,51.0,51.0,51.0,52.0
60,41.0,41.0,42.0,42.0,42.0,41.0,40.0,41.0,41.0,40.0,41.0,41.0,41.0,41.0,41.0
61,46.0,42.0,43.0,43.0,43.0,41.0,41.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,41.0
62,45.0,45.0,47.0,47.0,47.0,44.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0
63,40.0,39.0,41.0,41.0,41.0,39.0,37.0,39.0,39.0,37.0,39.0,39.0,37.0,37.0,39.0
64,44.0,36.0,40.0,45.0,45.0,38.0,38.0,44.0,44.0,38.0,44.0,44.0,37.0,37.0,35.0
65,44.0,39.0,44.0,45.0,45.0,39.0,38.0,43.0,43.0,38.0,43.0,43.0,37.0,37.0,41.0
66,40.0,40.0,41.0,41.0,41.0,40.0,38.0,39.0,39.0,38.0,39.0,39.0,38.0,38.0,40.0
67,45.0,37.0,41.0,45.0,45.0,38.0,39.0,44.0,44.0,39.0,44.0,44.0,37.0,37.0,36.0
68,44.0,39.0,45.0,45.0,45.0,39.0,39.0,43.0,43.0,39.0,43.0,43.0,38.0,38.0,42.0
69,46.0,47.0,47.0,46.0,46.0,47.0,45.0,47.0,47.0,45.0,47.0,47.0,46.0,46.0,47.0
70,46.0,42.0,42.0,44.0,44.0,42.0,40.0,45.0,45.0,40.0,45.0,45.0,43.0,43.0,37.0
71,45.0,44.0,45.0,45.0,45.0,41.0,42.0,45.0,45.0,42.0,45.0,45.0,42.0,42.0,43.0
72,45.0,48.0,47.0,46.0,46.0,48.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,48.0
73,48.0,46.0,46.0,43.0,43.0,46.0,42.0,44.0,44.0,42.0,44.0,44.0,44.0,44.0,40.0
74,49.0,44.0,48.0,44.0,44.0,44.0,41.0,46.0,46.0,41.0,46.0,46.0,43.0,43.0,45.0
75,40.0,40.0,41.0,41.0,41.0,40.0,39.0,40.0,40.0,39.0,40.0,40.0,39.0,39.0,41.0
76,46.0,41.0,41.0,44.0,44.0,40.0,39.0,43.0,43.0,39.0,43.0,43.0,41.0,41.0,40.0
77,45.0,43.0,45.0,45.0,45.0,42.0,42.0,46.0,46.0,42.0,46.0,46.0,44.0,44.0,42.0
78,40.0,40.0,41.0,41.0,41.0,40.0,38.0,40.0,40.0,38.0,40.0,40.0,38.0,38.0,40.0
79,45.0,38.0,42.0,44.0,44.0,37.0,39.0,42.0,42.0,39.0,42.0,42.0,37.0,37.0,36.0
80,44.0,39.0,46.0,46.0,46.0,37.0,39.0,43.0,43.0,39.0,43.0,43.0,38.0,38.0,42.0
81,46.0,47.0,47.0,46.0,46.0,47.0,46.0,47.0,47.0,46.0,47.0,47.0,46.0,46.0,47.0
82,46.0,43.0,42.0,44.0,44.0,43.0,41.0,45.0,45.0,41.0,45.0,45.0,43.0,43.0,38.0
83,45.0,44.0,46.0,46.0,46.0,41.0,43.0,45.0,45.0,43.0,45.0,45.0,43.0,43.0,43.0
84,45.0,48.0,47.0,45.0,45.0,48.0,47.0,46.0,46.0,47.0,46.0,46.0,47.0,47.0,48.0
85,48.0,46.0,46.0,43.0,43.0,46.0,43.0,44.0,44.0,43.0,44.0,44.0,45.0,45.0,41.0
86,48.0,43.0,48.0,45.0,45.0,44.0,42.0,46.0,46.0,42.0,46.0,46.0,43.0,43.0,45.0
87,40.0,40.0,41.0,41.0,41.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,41.0
88,46.0,41.0,42.0,44.0,44.0,41.0,40.0,42.0,42.0,40.0,42.0,42.0,41.0,41.0,41.0
89,45.0,44.0,46.0,46.0,46.0,43.0,43.0,46.0,46.0,43.0,46.0,46.0,44.0,44.0,43.0
90,45.0,48.0,47.0,46.0,46.0,46.0,46.0,47.0,47.0,46.0,47.0,47.0,46.0,46.0,48.0
91,47.0,44.0,45.0,44.0,44.0,44.0,44.0,47.0,47.0,44.0,46.0,46.0,44.0,44.0,44.0
92,45.0,47.0,48.0,47.0,47.0,47.0,46.0,47.0,47.0,46.0,46.0,46.0,47.0,47.0,47.0
93,49.0,49.0,50.0,47.0,47.0,49.0,48.0,47.0,47.0,48.0,47.0,47.0,49.0,49.0,49.0
94,51.0,48.0,49.0,47.0,47.0,48.0,47.0,48.0,48.0,47.0,48.0,48.0,47.0,47.0,48.0
95,49.0,51.0,52.0,51.0,51.0,51.0,50.0,52.0,52.0,50.0,52.0,52.0,51.0,51.0,51.0
96,46.0,46.0,47.0,46.0,46.0,46.0,46.0,47.0,47.0,46.0,47.0,47.0,47.0,47.0,47.0
97,51.0,48.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,47.0,48.0,48.0,48.0,48.0,48.0
98,50.0,52.0,51.0,52.0,52.0,51.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0
99,48.0,48.0,49.0,47.0,47.0,48.0,48.0,46.0,46.0,48.0,46.0,46.0,48.0,48.0,49.0
100,50.0,48.0,48.0,46.0,46.0,48.0,48.0,47.0,47.0,48.0,47.0,47.0,48.0,48.0,49.0
101,48.0,50.0,51.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,50.0,52.0
102,46.0,47.0,46.0,46.0,46.0,47.0,47.0,46.0,46.0,47.0,46.0,46.0,46.0,46.0,48.0
103,50.0,48.0,47.0,46.0,46.0,48.0,48.0,47.0,47.0,48.0,47.0,47.0,47.0,47.0,49.0
104,49.0,51.0,50.0,51.0,51.0,50.0,52.0,51.0,51.0,52.0,51.0,51.0,51.0,51.0,52.0
105,41.0,40.0,41.0,41.0,41.0,40.0,39.0,41.0,41.0,39.0,41.0,41.0,41.0,41.0,40.0
