Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,44.0,46.0,44.0,45.0,42.0,42.0,43.0,43.0,46.0,42.0,44.0,42.0
1,47.0,48.0,47.0,45.0,45.0,45.0,47.0,47.0,48.0,46.0,42.0,46.0
2,46.0,48.0,46.0,46.0,44.0,44.0,45.0,45.0,48.0,47.0,44.0,44.0
3,47.0,46.0,47.0,44.0,45.0,45.0,46.0,46.0,46.0,45.0,46.0,45.0
4,47.0,52.0,47.0,47.0,45.0,45.0,46.0,46.0,52.0,45.0,47.0,45.0
5,47.0,48.0,47.0,46.0,45.0,45.0,46.0,46.0,48.0,46.0,47.0,45.0
6,46.0,46.0,46.0,45.0,44.0,44.0,45.0,45.0,46.0,44.0,44.0,44.0
7,47.0,47.0,47.0,47.0,45.0,45.0,47.0,47.0,47.0,46.0,45.0,46.0
8,47.0,45.0,47.0,47.0,45.0,45.0,47.0,47.0,45.0,47.0,45.0,46.0
9,43.0,41.0,43.0,44.0,42.0,42.0,42.0,42.0,41.0,41.0,44.0,41.0
10,48.0,44.0,48.0,45.0,48.0,48.0,47.0,47.0,44.0,47.0,43.0,46.0
11,45.0,43.0,45.0,45.0,44.0,44.0,44.0,44.0,43.0,46.0,44.0,43.0
12,42.0,41.0,42.0,43.0,41.0,41.0,41.0,41.0,40.0,40.0,43.0,40.0
13,47.0,45.0,47.0,44.0,47.0,47.0,47.0,47.0,45.0,46.0,42.0,45.0
14,45.0,45.0,45.0,44.0,43.0,43.0,45.0,45.0,45.0,45.0,43.0,44.0
15,43.0,42.0,43.0,43.0,42.0,42.0,42.0,42.0,41.0,41.0,42.0,41.0
16,48.0,46.0,48.0,45.0,48.0,48.0,48.0,48.0,46.0,47.0,43.0,46.0
17,46.0,46.0,46.0,45.0,44.0,44.0,46.0,46.0,46.0,46.0,44.0,45.0
18,47.0,45.0,47.0,43.0,45.0,45.0,46.0,46.0,45.0,45.0,50.0,45.0
19,51.0,51.0,51.0,46.0,49.0,49.0,50.0,50.0,51.0,49.0,46.0,49.0
