Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,47.0,48.0,49.0,46.0,47.0,51.0,51.0,47.0,47.0,54.0,47.0,50.0,49.0,51.0,50.0,47.0
1,49.0,45.0,51.0,48.0,49.0,56.0,52.0,48.0,46.0,56.0,46.0,46.0,50.0,54.0,46.0,49.0
2,53.0,47.0,54.0,48.0,49.0,54.0,57.0,51.0,47.0,56.0,48.0,50.0,49.0,54.0,50.0,49.0
3,47.0,48.0,49.0,46.0,47.0,52.0,52.0,47.0,47.0,54.0,47.0,51.0,50.0,52.0,51.0,47.0
4,49.0,45.0,51.0,48.0,49.0,57.0,53.0,48.0,46.0,56.0,46.0,49.0,51.0,55.0,49.0,49.0
5,54.0,48.0,55.0,53.0,53.0,55.0,58.0,53.0,47.0,56.0,48.0,51.0,50.0,55.0,51.0,53.0
6,44.0,47.0,46.0,43.0,44.0,51.0,51.0,47.0,47.0,49.0,47.0,50.0,49.0,51.0,50.0,44.0
7,47.0,45.0,48.0,46.0,46.0,56.0,53.0,49.0,45.0,56.0,45.0,48.0,50.0,54.0,48.0,46.0
8,49.0,47.0,50.0,48.0,48.0,54.0,57.0,51.0,46.0,53.0,48.0,50.0,49.0,54.0,50.0,48.0
9,56.0,56.0,55.0,55.0,55.0,56.0,56.0,56.0,55.0,56.0,57.0,54.0,53.0,56.0,54.0,55.0
10,57.0,53.0,49.0,56.0,56.0,57.0,57.0,48.0,54.0,57.0,54.0,56.0,55.0,57.0,56.0,56.0
11,61.0,53.0,52.0,59.0,59.0,58.0,62.0,51.0,53.0,58.0,55.0,56.0,55.0,57.0,56.0,59.0
12,55.0,55.0,54.0,54.0,54.0,55.0,55.0,55.0,54.0,55.0,56.0,53.0,52.0,55.0,53.0,54.0
13,56.0,52.0,51.0,55.0,55.0,57.0,56.0,52.0,53.0,57.0,53.0,55.0,54.0,56.0,55.0,55.0
14,60.0,52.0,53.0,58.0,58.0,57.0,61.0,53.0,52.0,57.0,54.0,55.0,54.0,56.0,55.0,58.0
15,46.0,47.0,47.0,46.0,47.0,51.0,51.0,47.0,47.0,51.0,47.0,49.0,49.0,50.0,49.0,47.0
16,48.0,48.0,47.0,48.0,49.0,54.0,52.0,48.0,48.0,54.0,49.0,50.0,55.0,56.0,50.0,49.0
17,51.0,52.0,52.0,48.0,49.0,57.0,57.0,51.0,51.0,57.0,53.0,50.0,51.0,55.0,50.0,49.0
18,46.0,48.0,49.0,45.0,46.0,51.0,51.0,46.0,46.0,53.0,46.0,51.0,50.0,51.0,51.0,46.0
19,49.0,45.0,50.0,48.0,48.0,56.0,53.0,47.0,45.0,55.0,45.0,50.0,50.0,56.0,50.0,48.0
20,54.0,48.0,55.0,53.0,53.0,55.0,57.0,52.0,46.0,55.0,47.0,51.0,50.0,55.0,51.0,53.0
21,44.0,48.0,46.0,43.0,44.0,52.0,52.0,47.0,46.0,49.0,47.0,51.0,50.0,52.0,51.0,44.0
22,46.0,46.0,47.0,45.0,46.0,57.0,54.0,48.0,45.0,55.0,44.0,49.0,51.0,55.0,49.0,46.0
23,50.0,48.0,51.0,50.0,50.0,55.0,58.0,53.0,45.0,52.0,47.0,51.0,50.0,55.0,51.0,50.0
24,55.0,56.0,55.0,54.0,54.0,55.0,55.0,55.0,54.0,56.0,56.0,53.0,53.0,55.0,53.0,54.0
25,57.0,52.0,49.0,56.0,56.0,56.0,56.0,49.0,54.0,56.0,54.0,55.0,55.0,57.0,55.0,56.0
26,61.0,53.0,52.0,59.0,59.0,57.0,61.0,53.0,53.0,58.0,55.0,55.0,54.0,56.0,55.0,59.0
27,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,55.0,55.0,52.0,52.0,54.0,52.0,54.0
28,57.0,51.0,51.0,56.0,56.0,56.0,55.0,53.0,53.0,57.0,53.0,56.0,55.0,56.0,56.0,56.0
29,60.0,53.0,55.0,58.0,58.0,58.0,60.0,54.0,52.0,57.0,54.0,56.0,55.0,56.0,56.0,58.0
30,47.0,48.0,46.0,47.0,48.0,52.0,52.0,47.0,47.0,51.0,47.0,50.0,50.0,51.0,50.0,48.0
31,49.0,49.0,47.0,49.0,50.0,55.0,53.0,47.0,47.0,53.0,48.0,54.0,56.0,57.0,54.0,50.0
32,52.0,53.0,52.0,51.0,52.0,58.0,58.0,53.0,50.0,57.0,52.0,51.0,52.0,56.0,51.0,52.0
33,45.0,46.0,46.0,43.0,44.0,49.0,50.0,46.0,46.0,49.0,47.0,49.0,49.0,50.0,49.0,44.0
34,46.0,43.0,47.0,45.0,45.0,52.0,51.0,46.0,43.0,51.0,43.0,48.0,48.0,50.0,48.0,45.0
35,49.0,47.0,50.0,48.0,48.0,51.0,55.0,47.0,45.0,51.0,47.0,46.0,46.0,52.0,46.0,48.0
36,55.0,56.0,55.0,54.0,54.0,56.0,56.0,56.0,55.0,56.0,57.0,53.0,53.0,55.0,53.0,54.0
37,57.0,53.0,49.0,56.0,56.0,56.0,57.0,48.0,54.0,56.0,54.0,55.0,55.0,55.0,55.0,56.0
38,61.0,53.0,52.0,59.0,59.0,58.0,60.0,51.0,53.0,58.0,55.0,53.0,52.0,56.0,53.0,59.0
39,54.0,55.0,54.0,53.0,53.0,55.0,55.0,55.0,54.0,55.0,56.0,52.0,52.0,54.0,52.0,53.0
40,56.0,52.0,51.0,55.0,55.0,57.0,56.0,52.0,53.0,57.0,53.0,54.0,54.0,55.0,54.0,55.0
41,60.0,52.0,53.0,58.0,58.0,57.0,59.0,53.0,52.0,57.0,54.0,52.0,51.0,55.0,52.0,58.0
42,46.0,47.0,46.0,46.0,47.0,51.0,51.0,47.0,47.0,51.0,47.0,49.0,47.0,50.0,49.0,47.0
43,48.0,48.0,47.0,48.0,48.0,52.0,52.0,48.0,48.0,52.0,49.0,55.0,55.0,52.0,55.0,48.0
44,51.0,52.0,52.0,51.0,52.0,57.0,57.0,49.0,51.0,57.0,53.0,50.0,50.0,55.0,50.0,52.0
45,56.0,56.0,55.0,56.0,55.0,57.0,61.0,56.0,56.0,57.0,57.0,52.0,54.0,57.0,52.0,55.0
46,57.0,55.0,52.0,59.0,59.0,56.0,60.0,53.0,54.0,56.0,54.0,53.0,56.0,56.0,53.0,59.0
47,61.0,57.0,56.0,59.0,60.0,56.0,60.0,55.0,57.0,58.0,56.0,57.0,56.0,58.0,57.0,60.0
48,59.0,59.0,58.0,57.0,57.0,56.0,60.0,57.0,59.0,56.0,58.0,55.0,58.0,56.0,55.0,57.0
49,60.0,57.0,56.0,58.0,58.0,57.0,59.0,57.0,57.0,57.0,58.0,55.0,56.0,57.0,55.0,58.0
50,61.0,61.0,60.0,59.0,60.0,58.0,60.0,59.0,61.0,58.0,60.0,58.0,57.0,58.0,58.0,60.0
51,56.0,56.0,56.0,55.0,55.0,56.0,56.0,58.0,56.0,56.0,58.0,53.0,53.0,56.0,53.0,55.0
52,57.0,57.0,57.0,56.0,56.0,57.0,58.0,58.0,57.0,57.0,58.0,55.0,56.0,57.0,55.0,56.0
53,61.0,61.0,61.0,56.0,56.0,58.0,58.0,60.0,61.0,58.0,60.0,57.0,56.0,58.0,57.0,56.0
54,58.0,58.0,57.0,56.0,56.0,55.0,59.0,56.0,58.0,55.0,57.0,54.0,57.0,55.0,54.0,56.0
55,59.0,56.0,55.0,57.0,57.0,56.0,58.0,56.0,56.0,56.0,57.0,56.0,55.0,56.0,56.0,57.0
56,60.0,60.0,59.0,58.0,59.0,58.0,59.0,58.0,60.0,58.0,59.0,57.0,56.0,57.0,57.0,59.0
57,55.0,55.0,55.0,54.0,54.0,55.0,55.0,57.0,55.0,55.0,57.0,52.0,52.0,55.0,52.0,54.0
58,56.0,56.0,56.0,55.0,55.0,56.0,57.0,57.0,56.0,56.0,57.0,54.0,55.0,57.0,54.0,55.0
59,60.0,60.0,60.0,55.0,55.0,58.0,58.0,59.0,60.0,58.0,59.0,56.0,55.0,57.0,56.0,55.0
60,46.0,47.0,46.0,46.0,47.0,51.0,51.0,49.0,47.0,51.0,49.0,48.0,49.0,51.0,48.0,47.0
61,48.0,48.0,48.0,48.0,48.0,52.0,52.0,49.0,48.0,52.0,49.0,55.0,53.0,52.0,55.0,48.0
62,52.0,53.0,52.0,48.0,49.0,55.0,55.0,54.0,53.0,55.0,54.0,50.0,51.0,57.0,50.0,49.0
63,45.0,47.0,48.0,44.0,45.0,50.0,50.0,45.0,45.0,52.0,45.0,50.0,49.0,50.0,50.0,45.0
64,48.0,44.0,49.0,47.0,47.0,55.0,52.0,46.0,44.0,54.0,44.0,49.0,49.0,55.0,49.0,47.0
65,53.0,47.0,54.0,52.0,52.0,54.0,56.0,51.0,45.0,54.0,46.0,50.0,49.0,54.0,50.0,52.0
66,43.0,47.0,45.0,42.0,43.0,51.0,51.0,46.0,45.0,48.0,46.0,50.0,50.0,51.0,50.0,43.0
67,45.0,45.0,46.0,44.0,45.0,56.0,53.0,47.0,44.0,54.0,43.0,49.0,50.0,55.0,49.0,45.0
68,50.0,47.0,51.0,49.0,49.0,54.0,57.0,52.0,44.0,51.0,46.0,50.0,49.0,54.0,50.0,49.0
69,54.0,55.0,54.0,53.0,53.0,54.0,54.0,54.0,53.0,55.0,55.0,52.0,52.0,54.0,52.0,53.0
