Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,52.0,52.0,52.0,52.0,52.0
1,52.0,52.0,53.0,53.0,52.0
2,57.0,57.0,54.0,57.0,54.0
3,51.0,51.0,56.0,55.0,52.0
4,53.0,53.0,58.0,57.0,53.0
5,56.0,56.0,55.0,56.0,54.0
6,52.0,52.0,57.0,56.0,53.0
7,54.0,54.0,58.0,58.0,54.0
8,53.0,53.0,55.0,54.0,54.0
9,52.0,52.0,53.0,51.0,53.0
10,53.0,53.0,55.0,54.0,54.0
11,52.0,52.0,54.0,57.0,54.0
12,52.0,52.0,52.0,51.0,52.0
13,53.0,53.0,58.0,55.0,53.0
14,56.0,56.0,54.0,56.0,54.0
15,52.0,52.0,53.0,51.0,50.0
16,54.0,54.0,55.0,55.0,54.0
17,53.0,53.0,55.0,55.0,54.0
18,51.0,51.0,56.0,54.0,52.0
19,52.0,52.0,58.0,56.0,53.0
20,56.0,56.0,54.0,56.0,54.0
21,52.0,52.0,57.0,55.0,53.0
22,53.0,53.0,58.0,57.0,54.0
23,57.0,57.0,55.0,57.0,54.0
24,51.0,51.0,53.0,51.0,53.0
25,52.0,52.0,55.0,56.0,54.0
26,51.0,51.0,55.0,56.0,54.0
27,52.0,52.0,52.0,51.0,52.0
28,56.0,56.0,58.0,55.0,53.0
29,55.0,55.0,57.0,56.0,54.0
30,52.0,52.0,53.0,51.0,52.0
31,53.0,53.0,55.0,55.0,54.0
32,54.0,54.0,58.0,57.0,55.0
33,53.0,53.0,52.0,52.0,50.0
34,53.0,53.0,54.0,53.0,54.0
35,58.0,58.0,55.0,58.0,54.0
36,51.0,51.0,53.0,52.0,53.0
37,52.0,52.0,55.0,54.0,54.0
38,52.0,52.0,55.0,53.0,54.0
39,52.0,52.0,52.0,51.0,53.0
40,57.0,57.0,55.0,56.0,54.0
41,56.0,56.0,57.0,57.0,54.0
42,52.0,52.0,53.0,52.0,53.0
43,53.0,53.0,56.0,55.0,55.0
44,54.0,54.0,58.0,58.0,55.0
45,50.0,50.0,52.0,54.0,53.0
46,52.0,52.0,55.0,55.0,54.0
47,52.0,52.0,54.0,57.0,54.0
