Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,38.0,40.0,40.0,41.0,42.0,42.0,41.0,42.0,41.0,40.0,43.0,40.0,40.0,41.0
1,41.0,42.0,42.0,40.0,42.0,41.0,41.0,44.0,38.0,41.0,43.0,45.0,37.0,40.0
2,44.0,45.0,46.0,42.0,44.0,46.0,46.0,44.0,39.0,42.0,45.0,44.0,41.0,40.0
3,43.0,43.0,43.0,40.0,44.0,41.0,41.0,42.0,42.0,41.0,45.0,39.0,40.0,41.0
4,41.0,41.0,43.0,42.0,46.0,42.0,42.0,46.0,42.0,42.0,45.0,44.0,41.0,40.0
5,43.0,45.0,47.0,42.0,44.0,47.0,47.0,46.0,43.0,43.0,45.0,45.0,41.0,40.0
6,43.0,43.0,43.0,41.0,43.0,42.0,42.0,43.0,40.0,42.0,44.0,40.0,40.0,42.0
7,40.0,42.0,42.0,43.0,47.0,42.0,43.0,47.0,41.0,42.0,46.0,40.0,42.0,41.0
8,44.0,45.0,46.0,43.0,43.0,44.0,44.0,46.0,42.0,44.0,45.0,46.0,42.0,41.0
9,38.0,40.0,40.0,40.0,41.0,40.0,40.0,41.0,38.0,40.0,42.0,38.0,40.0,38.0
10,43.0,43.0,43.0,40.0,41.0,40.0,40.0,46.0,42.0,40.0,45.0,46.0,41.0,40.0
11,44.0,45.0,46.0,42.0,44.0,46.0,46.0,43.0,39.0,42.0,44.0,44.0,41.0,40.0
12,37.0,39.0,39.0,39.0,40.0,39.0,39.0,40.0,37.0,39.0,41.0,38.0,39.0,37.0
13,42.0,42.0,42.0,39.0,45.0,39.0,39.0,45.0,41.0,39.0,44.0,45.0,40.0,39.0
14,43.0,44.0,45.0,41.0,43.0,45.0,45.0,42.0,38.0,41.0,43.0,44.0,40.0,39.0
15,38.0,40.0,40.0,40.0,39.0,40.0,40.0,41.0,36.0,40.0,41.0,39.0,40.0,38.0
16,40.0,41.0,42.0,40.0,46.0,40.0,40.0,46.0,38.0,40.0,45.0,40.0,37.0,40.0
17,44.0,45.0,46.0,41.0,43.0,41.0,40.0,43.0,38.0,41.0,42.0,45.0,39.0,40.0
18,45.0,42.0,42.0,41.0,43.0,41.0,41.0,42.0,44.0,41.0,44.0,40.0,39.0,40.0
19,43.0,42.0,42.0,41.0,45.0,43.0,43.0,45.0,42.0,41.0,44.0,43.0,41.0,39.0
20,48.0,44.0,46.0,46.0,43.0,46.0,46.0,45.0,47.0,44.0,44.0,46.0,45.0,45.0
21,46.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,44.0,42.0,43.0,40.0,40.0,41.0
22,44.0,43.0,43.0,42.0,46.0,42.0,42.0,46.0,42.0,41.0,45.0,39.0,42.0,40.0
23,49.0,45.0,45.0,47.0,43.0,46.0,45.0,46.0,47.0,45.0,45.0,45.0,46.0,46.0
24,43.0,42.0,42.0,39.0,40.0,41.0,41.0,40.0,42.0,40.0,41.0,39.0,39.0,37.0
25,42.0,42.0,43.0,45.0,44.0,45.0,45.0,45.0,46.0,45.0,44.0,45.0,46.0,44.0
26,43.0,45.0,45.0,41.0,44.0,47.0,47.0,45.0,43.0,42.0,45.0,45.0,41.0,39.0
27,42.0,41.0,41.0,38.0,39.0,40.0,40.0,39.0,41.0,39.0,40.0,38.0,38.0,36.0
28,41.0,41.0,42.0,44.0,44.0,44.0,44.0,44.0,45.0,44.0,43.0,44.0,45.0,43.0
29,42.0,44.0,44.0,40.0,43.0,46.0,46.0,44.0,42.0,41.0,44.0,44.0,40.0,38.0
30,43.0,42.0,42.0,39.0,39.0,40.0,40.0,40.0,40.0,39.0,41.0,39.0,39.0,37.0
31,39.0,41.0,41.0,41.0,45.0,41.0,41.0,45.0,41.0,41.0,44.0,39.0,41.0,39.0
32,43.0,45.0,45.0,41.0,43.0,41.0,41.0,45.0,42.0,41.0,45.0,44.0,41.0,39.0
33,46.0,41.0,42.0,43.0,40.0,41.0,40.0,42.0,44.0,40.0,40.0,40.0,40.0,39.0
34,44.0,43.0,43.0,42.0,44.0,42.0,42.0,43.0,41.0,42.0,42.0,40.0,42.0,39.0
35,48.0,44.0,46.0,46.0,42.0,45.0,44.0,46.0,46.0,45.0,45.0,45.0,42.0,45.0
36,43.0,42.0,42.0,40.0,39.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,38.0
37,43.0,42.0,44.0,45.0,45.0,45.0,44.0,46.0,45.0,45.0,45.0,45.0,41.0,45.0
38,44.0,45.0,46.0,42.0,43.0,43.0,43.0,45.0,42.0,43.0,45.0,45.0,42.0,40.0
39,42.0,41.0,41.0,39.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,37.0
