Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,40.0,40.0,40.0,40.0,40.0,46.0,40.0,40.0,44.0,44.0,40.0,42.0
1,41.0,41.0,41.0,41.0,41.0,49.0,41.0,41.0,45.0,41.0,41.0,41.0
2,46.0,46.0,46.0,46.0,46.0,48.0,46.0,46.0,46.0,45.0,46.0,45.0
3,40.0,40.0,40.0,40.0,40.0,46.0,40.0,39.0,43.0,47.0,39.0,45.0
4,41.0,41.0,41.0,41.0,41.0,48.0,41.0,40.0,45.0,43.0,40.0,43.0
5,46.0,46.0,46.0,46.0,46.0,48.0,46.0,45.0,45.0,46.0,45.0,46.0
6,41.0,41.0,41.0,41.0,41.0,46.0,41.0,40.0,40.0,46.0,40.0,46.0
7,41.0,41.0,41.0,41.0,41.0,48.0,41.0,41.0,44.0,44.0,41.0,44.0
8,46.0,46.0,46.0,46.0,46.0,48.0,46.0,46.0,46.0,47.0,46.0,47.0
9,45.0,45.0,45.0,45.0,45.0,51.0,45.0,44.0,44.0,47.0,44.0,45.0
10,45.0,45.0,45.0,45.0,45.0,53.0,45.0,45.0,50.0,46.0,45.0,46.0
11,51.0,51.0,51.0,51.0,51.0,53.0,51.0,50.0,50.0,50.0,50.0,50.0
12,44.0,44.0,44.0,44.0,44.0,51.0,44.0,44.0,43.0,46.0,43.0,44.0
13,45.0,45.0,45.0,45.0,45.0,52.0,45.0,45.0,49.0,46.0,45.0,46.0
14,50.0,50.0,50.0,50.0,50.0,53.0,50.0,50.0,49.0,49.0,49.0,49.0
15,41.0,41.0,41.0,41.0,41.0,47.0,41.0,40.0,39.0,42.0,40.0,41.0
16,41.0,41.0,41.0,41.0,41.0,48.0,41.0,41.0,44.0,41.0,41.0,42.0
17,46.0,46.0,46.0,46.0,46.0,49.0,46.0,46.0,45.0,45.0,46.0,46.0
18,40.0,40.0,40.0,40.0,40.0,46.0,40.0,39.0,42.0,46.0,39.0,45.0
19,40.0,40.0,40.0,40.0,40.0,48.0,40.0,39.0,44.0,45.0,39.0,45.0
20,46.0,46.0,46.0,46.0,46.0,48.0,46.0,45.0,44.0,46.0,45.0,46.0
21,41.0,41.0,41.0,41.0,41.0,47.0,41.0,40.0,39.0,46.0,40.0,46.0
22,41.0,41.0,41.0,41.0,41.0,48.0,41.0,40.0,44.0,46.0,40.0,46.0
23,46.0,46.0,46.0,46.0,46.0,49.0,46.0,45.0,45.0,47.0,45.0,47.0
24,45.0,45.0,45.0,45.0,45.0,51.0,45.0,44.0,44.0,50.0,44.0,50.0
25,45.0,45.0,45.0,45.0,45.0,53.0,45.0,44.0,49.0,46.0,44.0,46.0
26,51.0,51.0,51.0,51.0,51.0,52.0,51.0,50.0,49.0,50.0,50.0,50.0
27,44.0,44.0,44.0,44.0,44.0,50.0,44.0,44.0,43.0,49.0,43.0,49.0
28,45.0,45.0,45.0,45.0,45.0,52.0,45.0,45.0,48.0,45.0,45.0,45.0
29,50.0,50.0,50.0,50.0,50.0,52.0,50.0,49.0,49.0,49.0,49.0,49.0
30,41.0,41.0,41.0,41.0,41.0,46.0,41.0,40.0,39.0,45.0,40.0,46.0
31,41.0,41.0,41.0,41.0,41.0,48.0,41.0,40.0,43.0,42.0,40.0,42.0
32,46.0,46.0,46.0,46.0,46.0,48.0,46.0,46.0,45.0,45.0,46.0,46.0
33,41.0,41.0,41.0,41.0,41.0,44.0,41.0,40.0,40.0,46.0,40.0,46.0
34,41.0,41.0,41.0,41.0,41.0,46.0,41.0,41.0,45.0,46.0,41.0,47.0
35,46.0,46.0,46.0,46.0,46.0,48.0,46.0,45.0,45.0,47.0,45.0,47.0
36,46.0,46.0,46.0,46.0,46.0,48.0,46.0,45.0,45.0,51.0,45.0,51.0
37,46.0,46.0,46.0,46.0,46.0,50.0,46.0,45.0,50.0,47.0,45.0,47.0
38,51.0,51.0,51.0,51.0,51.0,50.0,51.0,50.0,50.0,50.0,50.0,50.0
39,45.0,45.0,45.0,45.0,45.0,48.0,45.0,45.0,44.0,50.0,44.0,50.0
40,45.0,45.0,45.0,45.0,45.0,50.0,45.0,46.0,49.0,46.0,46.0,46.0
41,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0
42,41.0,41.0,41.0,41.0,41.0,44.0,41.0,41.0,40.0,46.0,41.0,47.0
43,41.0,41.0,41.0,41.0,41.0,45.0,41.0,41.0,44.0,43.0,41.0,43.0
44,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0
45,51.0,51.0,51.0,51.0,51.0,56.0,51.0,50.0,50.0,51.0,50.0,51.0
