Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,46.0,39.0,44.0,46.0,39.0,43.0,41.0,46.0,43.0,43.0,43.0,38.0,39.0
1,41.0,39.0,41.0,43.0,40.0,43.0,43.0,43.0,39.0,40.0,39.0,41.0,42.0
2,45.0,44.0,44.0,45.0,44.0,43.0,45.0,46.0,43.0,43.0,43.0,37.0,41.0
3,45.0,41.0,46.0,47.0,44.0,44.0,42.0,45.0,45.0,45.0,42.0,38.0,43.0
4,42.0,39.0,47.0,48.0,43.0,42.0,42.0,46.0,43.0,43.0,43.0,43.0,41.0
5,44.0,44.0,46.0,47.0,44.0,43.0,45.0,46.0,42.0,43.0,42.0,43.0,43.0
6,45.0,42.0,47.0,48.0,45.0,43.0,43.0,45.0,43.0,43.0,43.0,39.0,44.0
7,43.0,40.0,48.0,49.0,44.0,43.0,41.0,45.0,44.0,44.0,44.0,44.0,42.0
8,43.0,45.0,47.0,48.0,45.0,43.0,46.0,45.0,43.0,43.0,43.0,44.0,44.0
9,44.0,44.0,49.0,50.0,42.0,48.0,43.0,44.0,43.0,44.0,43.0,45.0,41.0
10,42.0,44.0,45.0,45.0,43.0,47.0,45.0,45.0,44.0,45.0,44.0,48.0,42.0
11,44.0,44.0,45.0,45.0,44.0,44.0,45.0,45.0,44.0,45.0,44.0,43.0,42.0
12,45.0,44.0,49.0,50.0,44.0,48.0,43.0,44.0,45.0,45.0,43.0,45.0,43.0
13,46.0,45.0,47.0,46.0,44.0,47.0,46.0,46.0,45.0,46.0,45.0,47.0,43.0
14,49.0,44.0,45.0,45.0,44.0,45.0,45.0,46.0,44.0,45.0,44.0,42.0,42.0
15,45.0,40.0,45.0,46.0,45.0,46.0,40.0,45.0,44.0,45.0,44.0,39.0,44.0
16,46.0,46.0,46.0,47.0,45.0,47.0,47.0,47.0,46.0,47.0,46.0,41.0,44.0
17,46.0,40.0,46.0,46.0,44.0,46.0,41.0,46.0,45.0,46.0,45.0,37.0,43.0
18,45.0,42.0,47.0,46.0,45.0,43.0,41.0,45.0,44.0,44.0,44.0,41.0,44.0
19,43.0,41.0,48.0,47.0,43.0,41.0,42.0,46.0,45.0,45.0,45.0,42.0,42.0
20,48.0,45.0,51.0,46.0,43.0,43.0,44.0,50.0,49.0,49.0,49.0,43.0,42.0
21,46.0,43.0,48.0,47.0,46.0,44.0,42.0,46.0,45.0,45.0,45.0,42.0,45.0
22,44.0,42.0,49.0,48.0,44.0,42.0,43.0,47.0,46.0,46.0,46.0,43.0,43.0
23,49.0,46.0,52.0,47.0,44.0,44.0,45.0,51.0,50.0,50.0,50.0,44.0,43.0
24,44.0,45.0,50.0,49.0,42.0,49.0,46.0,48.0,47.0,47.0,47.0,45.0,41.0
25,44.0,44.0,44.0,45.0,44.0,46.0,45.0,49.0,48.0,48.0,48.0,50.0,42.0
26,44.0,49.0,49.0,50.0,43.0,47.0,50.0,46.0,43.0,44.0,43.0,47.0,42.0
27,45.0,45.0,50.0,49.0,45.0,49.0,46.0,48.0,47.0,47.0,47.0,45.0,44.0
28,49.0,45.0,48.0,49.0,44.0,46.0,46.0,50.0,49.0,49.0,49.0,49.0,43.0
29,48.0,49.0,50.0,51.0,44.0,49.0,50.0,47.0,45.0,45.0,45.0,49.0,43.0
30,45.0,41.0,46.0,46.0,44.0,45.0,42.0,46.0,43.0,44.0,43.0,39.0,43.0
31,46.0,46.0,46.0,47.0,45.0,46.0,47.0,47.0,45.0,46.0,45.0,43.0,44.0
32,47.0,45.0,47.0,48.0,45.0,50.0,46.0,48.0,44.0,45.0,44.0,42.0,44.0
