Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,51.0,45.0,46.0,42.0,45.0,47.0,51.0,51.0,47.0,47.0,51.0,50.0,47.0,48.0
1,48.0,46.0,45.0,43.0,44.0,51.0,50.0,50.0,46.0,42.0,48.0,53.0,45.0,46.0
2,46.0,50.0,50.0,46.0,49.0,46.0,51.0,51.0,43.0,42.0,46.0,48.0,46.0,50.0
3,55.0,48.0,48.0,46.0,47.0,47.0,53.0,53.0,51.0,52.0,55.0,51.0,50.0,52.0
4,50.0,51.0,51.0,46.0,46.0,50.0,51.0,51.0,47.0,47.0,50.0,53.0,51.0,50.0
5,50.0,54.0,54.0,48.0,50.0,49.0,55.0,55.0,47.0,47.0,50.0,52.0,51.0,54.0
6,55.0,47.0,48.0,46.0,47.0,47.0,53.0,53.0,46.0,52.0,54.0,52.0,51.0,53.0
7,50.0,52.0,52.0,46.0,47.0,48.0,51.0,51.0,48.0,47.0,50.0,52.0,52.0,50.0
8,51.0,52.0,54.0,48.0,49.0,49.0,55.0,55.0,47.0,47.0,51.0,52.0,52.0,53.0
9,50.0,53.0,53.0,50.0,50.0,50.0,50.0,50.0,52.0,50.0,56.0,50.0,47.0,52.0
10,48.0,50.0,50.0,48.0,50.0,56.0,49.0,49.0,51.0,45.0,55.0,52.0,47.0,50.0
11,45.0,50.0,50.0,51.0,49.0,51.0,49.0,49.0,48.0,45.0,51.0,47.0,46.0,50.0
12,55.0,52.0,52.0,49.0,49.0,51.0,53.0,53.0,52.0,52.0,55.0,51.0,51.0,52.0
13,54.0,49.0,49.0,47.0,49.0,55.0,52.0,52.0,50.0,50.0,54.0,53.0,51.0,50.0
14,50.0,49.0,50.0,50.0,48.0,50.0,53.0,53.0,49.0,48.0,50.0,51.0,51.0,50.0
15,55.0,48.0,48.0,46.0,45.0,48.0,54.0,54.0,51.0,51.0,52.0,52.0,51.0,52.0
16,54.0,46.0,46.0,44.0,43.0,54.0,53.0,53.0,48.0,48.0,49.0,54.0,48.0,49.0
17,50.0,50.0,50.0,48.0,46.0,50.0,53.0,53.0,48.0,48.0,49.0,52.0,52.0,51.0
18,56.0,49.0,49.0,46.0,48.0,47.0,54.0,54.0,50.0,56.0,56.0,52.0,51.0,53.0
