Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,61,32,7,18,7,-3,0
0,1,58,32,7,17,7,-5,0
0,2,58,28,9,18,7,-4,0
