Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,52.0,49.0,46.0,48.0,51.0,50.0,48.0,48.0
1,53.0,43.0,43.0,48.0,52.0,47.0,46.0,46.0
2,51.0,48.0,48.0,49.0,52.0,52.0,50.0,50.0
3,52.0,52.0,47.0,50.0,51.0,51.0,51.0,48.0
4,52.0,49.0,43.0,51.0,52.0,48.0,48.0,45.0
5,54.0,54.0,48.0,49.0,53.0,53.0,53.0,50.0
6,53.0,53.0,48.0,51.0,52.0,52.0,52.0,49.0
7,53.0,50.0,44.0,52.0,53.0,49.0,49.0,46.0
8,55.0,55.0,49.0,50.0,54.0,54.0,54.0,51.0
9,52.0,48.0,47.0,48.0,50.0,49.0,48.0,49.0
10,53.0,46.0,46.0,49.0,52.0,46.0,45.0,46.0
11,51.0,48.0,48.0,49.0,50.0,50.0,49.0,50.0
12,52.0,52.0,47.0,47.0,51.0,51.0,51.0,49.0
13,52.0,49.0,49.0,49.0,52.0,52.0,51.0,52.0
14,54.0,54.0,49.0,49.0,53.0,53.0,53.0,52.0
15,52.0,52.0,47.0,47.0,51.0,51.0,51.0,49.0
16,49.0,49.0,49.0,49.0,52.0,52.0,51.0,52.0
17,54.0,54.0,49.0,49.0,53.0,53.0,53.0,52.0
18,51.0,51.0,50.0,50.0,51.0,51.0,51.0,51.0
19,51.0,48.0,47.0,51.0,51.0,48.0,48.0,48.0
20,53.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0
21,52.0,52.0,51.0,51.0,52.0,52.0,52.0,52.0
22,52.0,49.0,48.0,52.0,52.0,49.0,49.0,49.0
23,54.0,54.0,53.0,53.0,54.0,54.0,54.0,54.0
24,51.0,47.0,46.0,50.0,51.0,49.0,47.0,49.0
25,52.0,45.0,45.0,51.0,52.0,45.0,44.0,45.0
26,50.0,47.0,47.0,49.0,51.0,50.0,48.0,50.0
27,51.0,51.0,50.0,50.0,51.0,51.0,51.0,51.0
28,51.0,48.0,48.0,50.0,51.0,51.0,51.0,51.0
29,53.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0
30,51.0,51.0,50.0,50.0,51.0,51.0,51.0,51.0
31,48.0,48.0,48.0,48.0,51.0,51.0,51.0,51.0
32,53.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0
33,48.0,48.0,52.0,52.0,53.0,53.0,48.0,53.0
34,49.0,44.0,49.0,53.0,53.0,50.0,45.0,50.0
35,54.0,49.0,54.0,54.0,55.0,55.0,49.0,55.0
36,49.0,48.0,47.0,51.0,51.0,50.0,48.0,50.0
37,53.0,46.0,46.0,52.0,53.0,46.0,45.0,46.0
38,51.0,48.0,48.0,50.0,51.0,51.0,49.0,51.0
39,48.0,48.0,51.0,51.0,52.0,52.0,49.0,52.0
40,52.0,49.0,49.0,51.0,52.0,52.0,51.0,52.0
41,54.0,54.0,53.0,53.0,54.0,54.0,54.0,54.0
42,48.0,48.0,51.0,51.0,52.0,52.0,49.0,52.0
43,49.0,49.0,49.0,49.0,52.0,52.0,51.0,52.0
44,54.0,54.0,53.0,53.0,54.0,54.0,54.0,54.0
45,50.0,50.0,50.0,50.0,53.0,53.0,52.0,53.0
46,48.0,45.0,45.0,48.0,51.0,46.0,45.0,46.0
47,49.0,47.0,47.0,49.0,50.0,50.0,49.0,50.0
48,50.0,50.0,50.0,50.0,53.0,53.0,52.0,53.0
49,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0
50,50.0,50.0,50.0,50.0,52.0,52.0,52.0,52.0
51,48.0,48.0,47.0,47.0,50.0,50.0,50.0,50.0
52,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0
53,50.0,50.0,50.0,50.0,52.0,52.0,52.0,52.0
54,49.0,49.0,49.0,49.0,52.0,52.0,51.0,52.0
55,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0
56,49.0,49.0,49.0,49.0,51.0,51.0,52.0,52.0
57,47.0,47.0,46.0,46.0,49.0,49.0,50.0,50.0
58,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0
59,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0
60,47.0,47.0,46.0,46.0,49.0,49.0,50.0,50.0
61,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0
62,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0
63,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
64,51.0,47.0,47.0,51.0,50.0,47.0,47.0,47.0
65,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
66,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
67,51.0,48.0,48.0,51.0,51.0,48.0,48.0,48.0
68,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
69,50.0,46.0,46.0,50.0,50.0,48.0,47.0,48.0
70,51.0,44.0,44.0,51.0,51.0,44.0,43.0,44.0
71,49.0,46.0,46.0,49.0,50.0,49.0,48.0,49.0
72,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
73,50.0,48.0,48.0,50.0,50.0,50.0,50.0,50.0
74,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
75,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
76,48.0,48.0,48.0,48.0,50.0,50.0,50.0,50.0
77,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
78,47.0,47.0,52.0,52.0,52.0,52.0,48.0,52.0
79,48.0,44.0,49.0,52.0,52.0,49.0,45.0,49.0
80,53.0,48.0,54.0,54.0,54.0,54.0,49.0,54.0
81,48.0,47.0,47.0,51.0,50.0,49.0,48.0,49.0
82,52.0,45.0,45.0,52.0,52.0,45.0,44.0,45.0
83,50.0,47.0,47.0,50.0,51.0,50.0,49.0,50.0
84,47.0,47.0,51.0,51.0,51.0,51.0,48.0,51.0
85,51.0,48.0,48.0,51.0,51.0,51.0,50.0,51.0
86,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
87,47.0,47.0,51.0,51.0,51.0,51.0,48.0,51.0
88,48.0,48.0,48.0,48.0,51.0,51.0,50.0,51.0
89,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
90,49.0,49.0,49.0,49.0,52.0,52.0,51.0,52.0
91,49.0,44.0,44.0,49.0,51.0,45.0,44.0,45.0
92,49.0,46.0,46.0,48.0,50.0,49.0,48.0,49.0
93,49.0,49.0,49.0,49.0,52.0,52.0,51.0,52.0
