Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,49.0,49.0,49.0,48.0,45.0,45.0,45.0,45.0,48.0,47.0,49.0,48.0,51.0
1,48.0,48.0,47.0,47.0,48.0,48.0,48.0,48.0,47.0,46.0,51.0,51.0,53.0
2,49.0,49.0,47.0,46.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
3,50.0,50.0,49.0,49.0,46.0,46.0,45.0,45.0,49.0,49.0,49.0,49.0,50.0
4,52.0,52.0,51.0,51.0,50.0,50.0,48.0,48.0,51.0,51.0,52.0,52.0,52.0
5,51.0,51.0,51.0,51.0,50.0,50.0,51.0,51.0,50.0,50.0,51.0,51.0,56.0
6,50.0,50.0,49.0,49.0,47.0,47.0,46.0,46.0,49.0,49.0,49.0,49.0,50.0
7,52.0,51.0,51.0,51.0,49.0,49.0,47.0,47.0,51.0,51.0,51.0,51.0,52.0
8,51.0,51.0,51.0,51.0,49.0,49.0,50.0,50.0,50.0,50.0,51.0,51.0,56.0
9,50.0,49.0,49.0,49.0,47.0,47.0,47.0,47.0,49.0,49.0,51.0,51.0,53.0
10,51.0,51.0,51.0,51.0,49.0,49.0,50.0,50.0,50.0,50.0,54.0,54.0,56.0
11,50.0,50.0,49.0,49.0,49.0,49.0,50.0,50.0,47.0,47.0,49.0,49.0,54.0
12,49.0,49.0,49.0,49.0,46.0,46.0,46.0,46.0,49.0,49.0,50.0,50.0,52.0
13,50.0,50.0,50.0,50.0,48.0,48.0,49.0,49.0,49.0,49.0,53.0,53.0,55.0
14,51.0,51.0,49.0,48.0,48.0,48.0,49.0,49.0,46.0,46.0,50.0,50.0,53.0
15,50.0,49.0,50.0,50.0,46.0,46.0,46.0,46.0,50.0,50.0,50.0,50.0,51.0
16,48.0,48.0,47.0,47.0,48.0,48.0,47.0,47.0,47.0,47.0,50.0,50.0,52.0
17,48.0,48.0,47.0,47.0,48.0,48.0,48.0,48.0,47.0,47.0,51.0,51.0,53.0
18,49.0,49.0,49.0,49.0,47.0,47.0,45.0,45.0,52.0,52.0,49.0,49.0,49.0
19,51.0,51.0,50.0,50.0,49.0,49.0,49.0,49.0,50.0,50.0,51.0,51.0,51.0
20,55.0,55.0,55.0,55.0,51.0,51.0,50.0,50.0,54.0,54.0,55.0,55.0,55.0
21,49.0,49.0,49.0,49.0,48.0,48.0,46.0,46.0,52.0,52.0,49.0,49.0,49.0
22,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0
23,55.0,55.0,55.0,55.0,51.0,51.0,50.0,50.0,54.0,54.0,55.0,55.0,55.0
24,52.0,52.0,51.0,51.0,47.0,47.0,48.0,48.0,48.0,48.0,51.0,51.0,53.0
25,55.0,55.0,51.0,51.0,50.0,50.0,50.0,50.0,52.0,52.0,53.0,53.0,55.0
26,54.0,54.0,54.0,54.0,51.0,51.0,50.0,50.0,50.0,50.0,54.0,54.0,55.0
27,51.0,51.0,50.0,50.0,47.0,47.0,47.0,47.0,48.0,48.0,50.0,50.0,52.0
28,54.0,54.0,50.0,50.0,49.0,49.0,49.0,49.0,51.0,51.0,52.0,52.0,54.0
29,53.0,53.0,53.0,53.0,50.0,50.0,50.0,50.0,49.0,49.0,53.0,53.0,54.0
30,50.0,50.0,49.0,49.0,47.0,47.0,45.0,45.0,49.0,49.0,49.0,49.0,50.0
31,51.0,51.0,48.0,48.0,49.0,49.0,49.0,49.0,48.0,48.0,49.0,49.0,51.0
32,52.0,52.0,50.0,50.0,50.0,50.0,51.0,51.0,50.0,50.0,52.0,52.0,54.0
33,50.0,49.0,48.0,48.0,49.0,49.0,47.0,47.0,47.0,47.0,48.0,48.0,49.0
34,52.0,51.0,50.0,50.0,51.0,51.0,51.0,51.0,48.0,48.0,48.0,48.0,51.0
35,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,50.0,50.0,54.0
36,51.0,51.0,48.0,48.0,48.0,48.0,49.0,49.0,48.0,48.0,48.0,48.0,53.0
37,52.0,52.0,51.0,51.0,50.0,50.0,51.0,51.0,53.0,53.0,51.0,51.0,54.0
38,54.0,54.0,54.0,54.0,51.0,51.0,51.0,51.0,50.0,50.0,54.0,54.0,55.0
39,50.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,52.0
40,51.0,51.0,50.0,50.0,49.0,49.0,50.0,50.0,52.0,52.0,50.0,50.0,53.0
41,53.0,53.0,53.0,53.0,50.0,50.0,51.0,51.0,50.0,50.0,53.0,53.0,54.0
42,50.0,49.0,48.0,48.0,48.0,48.0,46.0,46.0,49.0,49.0,48.0,48.0,49.0
43,52.0,51.0,49.0,49.0,50.0,50.0,50.0,50.0,48.0,48.0,48.0,48.0,51.0
44,52.0,51.0,51.0,51.0,48.0,48.0,52.0,52.0,51.0,51.0,51.0,51.0,54.0
