Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,36.0,34.0,37.0,36.0,37.0,37.0,37.0
1,35.0,35.0,38.0,38.0,38.0,38.0,35.0
2,38.0,33.0,37.0,37.0,37.0,37.0,38.0
3,36.0,36.0,37.0,39.0,37.0,37.0,36.0
4,35.0,35.0,38.0,39.0,38.0,38.0,35.0
5,38.0,36.0,38.0,39.0,38.0,38.0,38.0
6,36.0,37.0,37.0,40.0,37.0,37.0,37.0
7,35.0,33.0,38.0,40.0,38.0,38.0,35.0
8,38.0,37.0,38.0,40.0,38.0,38.0,37.0
9,37.0,37.0,37.0,38.0,37.0,37.0,37.0
10,38.0,37.0,38.0,39.0,38.0,38.0,37.0
11,38.0,34.0,37.0,37.0,37.0,37.0,38.0
12,36.0,36.0,37.0,38.0,37.0,37.0,36.0
13,37.0,37.0,38.0,39.0,38.0,38.0,37.0
14,38.0,36.0,39.0,39.0,39.0,39.0,38.0
15,37.0,36.0,37.0,38.0,37.0,37.0,36.0
16,38.0,38.0,38.0,39.0,38.0,38.0,37.0
17,39.0,37.0,37.0,39.0,37.0,37.0,38.0
18,36.0,36.0,38.0,39.0,38.0,38.0,36.0
19,34.0,34.0,38.0,40.0,38.0,38.0,34.0
20,38.0,36.0,39.0,40.0,39.0,39.0,38.0
21,36.0,37.0,38.0,40.0,38.0,38.0,37.0
22,34.0,35.0,38.0,41.0,38.0,38.0,34.0
23,38.0,37.0,40.0,41.0,40.0,40.0,37.0
24,37.0,37.0,37.0,40.0,37.0,37.0,37.0
25,38.0,37.0,37.0,40.0,37.0,37.0,37.0
26,37.0,37.0,38.0,39.0,38.0,38.0,37.0
27,36.0,36.0,38.0,39.0,38.0,38.0,36.0
28,37.0,37.0,37.0,40.0,37.0,37.0,37.0
29,38.0,37.0,38.0,39.0,38.0,38.0,38.0
30,36.0,36.0,36.0,40.0,36.0,36.0,36.0
31,38.0,38.0,37.0,38.0,37.0,37.0,37.0
32,39.0,38.0,38.0,39.0,38.0,38.0,38.0
33,36.0,36.0,38.0,40.0,38.0,38.0,36.0
34,33.0,36.0,37.0,40.0,37.0,37.0,33.0
35,38.0,37.0,39.0,40.0,39.0,39.0,37.0
36,36.0,36.0,38.0,41.0,38.0,38.0,36.0
37,38.0,37.0,38.0,39.0,38.0,38.0,37.0
38,38.0,38.0,38.0,40.0,38.0,38.0,38.0
39,36.0,36.0,37.0,40.0,37.0,37.0,36.0
40,37.0,37.0,38.0,40.0,37.0,38.0,37.0
41,38.0,38.0,38.0,40.0,38.0,38.0,38.0
42,37.0,37.0,36.0,41.0,36.0,36.0,36.0
43,38.0,38.0,38.0,39.0,38.0,38.0,37.0
44,39.0,39.0,38.0,40.0,38.0,38.0,38.0
45,36.0,37.0,36.0,37.0,36.0,36.0,37.0
46,38.0,38.0,38.0,41.0,38.0,38.0,38.0
47,38.0,37.0,35.0,37.0,35.0,35.0,38.0
48,37.0,37.0,36.0,39.0,36.0,36.0,37.0
49,38.0,38.0,37.0,41.0,37.0,37.0,38.0
50,38.0,38.0,38.0,40.0,38.0,38.0,38.0
51,38.0,38.0,36.0,37.0,36.0,36.0,38.0
52,39.0,39.0,38.0,41.0,38.0,38.0,38.0
53,39.0,38.0,38.0,40.0,37.0,37.0,38.0
54,36.0,36.0,36.0,38.0,35.0,36.0,36.0
55,37.0,37.0,37.0,41.0,37.0,37.0,37.0
56,37.0,37.0,38.0,39.0,37.0,38.0,37.0
57,37.0,37.0,36.0,39.0,36.0,36.0,37.0
58,38.0,38.0,38.0,41.0,37.0,38.0,38.0
59,38.0,38.0,38.0,39.0,38.0,38.0,37.0
60,36.0,36.0,36.0,37.0,36.0,36.0,35.0
61,38.0,38.0,38.0,39.0,38.0,38.0,37.0
62,38.0,38.0,36.0,37.0,36.0,36.0,37.0
63,35.0,35.0,37.0,38.0,37.0,37.0,35.0
64,33.0,34.0,37.0,39.0,37.0,37.0,33.0
65,37.0,35.0,38.0,39.0,38.0,38.0,37.0
66,35.0,36.0,37.0,39.0,37.0,37.0,36.0
67,33.0,35.0,37.0,40.0,37.0,37.0,33.0
